,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt
9334020,9334020,house,house,noprice,forsale,1315,m,installed,1841,good,fueloil,248,3,201,,true,,true,true,,,1,
9334240,9334240,house,house,215000,forsale,6030,l,hyperequipped,,justrenovated,gas,156,3,357,true,true,,true,,,,,
9334484,9334484,house,house,noprice,forsale,8310,l,installed,,good,gas,298,3,67,,,,,,,,,
9334536,9334536,house,house,noprice,forsale,6761,xl,,,,,326,2,400,,true,,,,,1,,
9334539,9334539,house,house,1295000,forsale,1040,xl,hyperequipped,1900,good,gas,307,4,317,,true,200,true,true,,1,,
9334540,9334540,house,house,1295000,forsale,1000,xl,hyperequipped,1900,good,gas,307,4,317,,true,200,true,true,,1,,
9334663,9334663,house,house,462800,forsale,8200,xl,,,asnew,,,2,221,,,,,,,,,
9334662,9334662,house,house,462800,forsale,8000,xl,,2022,asnew,,,2,221,,,,,,,,,
9334844,9334844,house,house,noprice,forsale,2260,l,,1983,good,fueloil,195,4,1640,,true,,,true,true,,,
9334759,9334759,house,house,595000,forsale,11190,xl,hyperequipped,2004,asnew,electric,,4,1115,,,930,true,,true,1,2,
9334858,9334858,house,house,noprice,forsale,8560,m,hyperequipped,,asnew,gas,110,4,816,,,,true,,true,,1,
9334951,9334951,house,house,189000,forsale,4100,m,installed,,,gas,750,2,361,,true,250,true,,,,,
9335142,9335142,house,apartmentblock,noprice,forsale,6769,xl,,,,,,0,4275,,,,,,,,,
9335071,9335071,house,house,noprice,forsale,1457,xl,installed,2020,asnew,,74,3,582,,,582,true,,,1,2,
9335692,9335692,house,house,633700,forsale,3080,xl,,,,,,3,544,,true,,,,,2,,
9335897,9335897,housegroup,housegroup,286000-291000,forsale,3620,xl,,,,,,,,,,,,,,,,1
9335850,9335850,house,house,noprice,forsale,9041,l,installed,1998,asnew,gas,193,3,797,,,600,,,,,4,
9335534,9335534,house,house,noprice,forsale,8400,l,installed,,good,,269,3,100,,,,,,,,,
9336638,9336638,house,mansion,noprice,forsale,2000,xl,,,asnew,gas,,3,65,,true,,true,,,,,
9335905,9335905,house,house,noprice,forsale,8300,xl,,2021,,,,4,578,,,,true,,,2,2,
9336792,9336792,house,house,noprice,forsale,4020,l,installed,,tobedoneup,gas,316,5,433,true,true,250,true,true,,,,
9336813,9336813,house,house,noprice,forsale,8710,m,,1954,torestore,fueloil,,3,474,,true,,,,,,,
9336944,9336944,house,house,noprice,forsale,8930,m,installed,,good,gas,643,2,140,,true,,true,,,,,
9336943,9336943,house,house,noprice,forsale,8560,m,hyperequipped,,good,gas,220,3,410,true,true,,true,,,,,
9336970,9336970,house,villa,noprice,forsale,3580,m,installed,2008,asnew,gas,117,7,1078,,,,true,,,1,4,
9336972,9336972,house,villa,noprice,forsale,3582,m,installed,2008,asnew,gas,117,7,1078,,,,true,,,1,4,
9336971,9336971,house,villa,noprice,forsale,3581,m,installed,2008,asnew,gas,117,7,1078,,,,true,,,1,4,
9336973,9336973,house,villa,noprice,forsale,3583,m,installed,2008,asnew,gas,117,7,1078,,,,true,,,1,4,
9337105,9337105,house,house,noprice,forsale,6730,xl,,1950,,,461,3,597,,true,,,,,1,,
9337084,9337084,house,villa,noprice,forsale,4000,l,,1980,asnew,fueloil,412,3,1448,,true,1200,true,true,,1,2,
9337114,9337114,house,villa,noprice,forsale,4600,l,,1950,good,gas,340,4,607,,true,400,true,,,1,1,
9337116,9337116,house,house,noprice,forsale,4121,l,,,good,fueloil,187,4,1500,true,,1200,true,,,2,5,
9337118,9337118,house,villa,noprice,forsale,4610,l,,1994,good,gas,456,3,636,,,408,true,true,,1,3,
9337115,9337115,house,house,noprice,forsale,4100,l,hyperequipped,1981,good,gas,208,4,637,,true,520,true,true,,,3,
9337122,9337122,house,house,noprice,forsale,4000,l,hyperequipped,1954,good,gas,247,3,501,,true,400,true,true,,1,2,
9337119,9337119,house,house,noprice,forsale,4100,l,hyperequipped,2011,good,gas,106,3,333,,,200,true,true,,1,2,
9337126,9337126,house,house,46500,forsale,6940,l,,1983,,gas,366,2,843,,true,,,,,1,,
9337285,9337285,house,house,noprice,forsale,8020,m,,1974,tobedoneup,gas,343,2,733,,,,true,,,,1,
9337670,9337670,house,house,noprice,forsale,6001,l,hyperequipped,,good,gas,,3,190,true,true,,true,,,,2,
9337341,9337341,house,house,noprice,forrent,1180,xl,usahyperequipped,,asnew,gas,315,2,0,,true,,true,,,,,
9337468,9337468,house,villa,noprice,forsale,4432,m,installed,,,,202,6,2176,true,,1800,true,true,,,1,
9338036,9338036,house,apartmentblock,noprice,forsale,4500,xl,semiequipped,,good,gas,1144,7,0,,,,true,,,,,
9337648,9337648,house,house,noprice,forrent,2850,xl,hyperequipped,,good,gas,375,2,265,,,163,,,,1,,
9338341,9338341,house,house,noprice,forsale,9700,xl,,,good,gas,263,2,150,,,,,,,,,
9338994,9338994,house,house,noprice,forsale,2490,m,semiequipped,,tobedoneup,fueloil,711,2,560,true,true,,,,,,,
9339091,9339091,house,house,124900,forsale,4460,l,semiequipped,1938,torenovate,fueloil,667,2,870,true,true,780,true,,,2,2,
9339131,9339131,house,house,noprice,forsale,8630,m,,1930,good,fueloil,255,3,519,,,,,,,,,
9339025,9339025,house,house,noprice,forsale,8750,m,,1963,torenovate,gas,550,5,1129,,true,,true,,,,,
9339133,9339133,house,house,noprice,forsale,2400,m,hyperequipped,,asnew,gas,139,4,0,,,,true,,,1,,
9339180,9339180,house,mansion,noprice,forsale,6183,l,semiequipped,1933,torenovate,fueloil,487,3,900,true,true,,true,true,,1,,
9339347,9339347,house,house,noprice,forrent,8750,m,,1930,good,gas,258,2,2200,,,,,,,,,
9339215,9339215,house,house,noprice,forsale,1501,xl,installed,,good,gas,316,3,197,,true,,true,,,,,
9339504,9339504,house,house,319000,forsale,4500,xl,semiequipped,,tobedoneup,gas,451,5,843,,true,420,,,,2,,
9339894,9339894,house,house,395810,forsale,3440,m,installed,,,gas,,4,626,,,,true,,,2,1,1
9339563,9339563,house,exceptionalproperty,770000,forsale,4130,l,installed,,good,fueloil,273,7,6466,,true,,true,true,,3,5,
9339741,9339741,house,house,565582,forsale,7181,l,installed,2023,,gas,99,4,786,,,,true,true,,1,,
9339686,9339686,house,bungalow,noprice,forsale,9470,m,hyperequipped,1992,good,gas,216,2,400,true,,215,true,,,1,2,
9339942,9339942,house,house,noprice,forsale,6791,xl,installed,,good,,321,3,657,,true,,,,,1,,
9339980,9339980,house,house,490000,forsale,14570,m,,,,,174,5,4824,,,,,,,,,
9340042,9340042,house,villa,760000,forsale,03193,m,installed,2021,asnew,,,3,1030,,,,true,true,true,92,,
9340024,9340024,house,villa,noprice,forsale,9080,l,installed,2010,asnew,,144,6,1637,,true,,,,,1,6,
9340276,9340276,house,house,noprice,forsale,3570,xl,,1967,good,fueloil,222,3,925,,true,,,,,,,
9339943,9339943,house,townhouse,noprice,forsale,6813,xl,semiequipped,1900,,,397,4,801,,true,,,,,1,,
9340101,9340101,house,house,noprice,forsale,5530,l,installed,,torenovate,fueloil,670,1,469,true,true,,true,,,1,2,
9340516,9340516,house,villa,330000,forsale,1480,m,installed,2021,asnew,,,4,500,,,500,true,,,,,1
9340279,9340279,house,house,noprice,forsale,9840,xl,,1960,good,gas,373,3,791,,true,,,,,,,
9340515,9340515,house,house,315000,forsale,1480,m,installed,2021,asnew,gas,,5,170,,,100,true,,,,,
9340139,9340139,house,house,269000,forsale,8560,m,installed,2021,asnew,gas,,3,237,,,,,,,1,,1
9340890,9340890,house,countrycottage,noprice,forsale,5600,m,installed,,good,fueloil,281,4,0,true,true,,true,,,1,1,
9340045,9340045,house,house,noprice,forsale,2440,m,,1960,torenovate,,348,3,456,,true,,true,,,1,2,
9341104,9341104,house,apartmentblock,noprice,forsale,4030,xl,,1951,good,gas,556,6,145,,true,,true,,,3,,
9341296,9341296,house,house,noprice,forsale,1800,l,,1998,,,229,4,631,,,,,,,1,6,
9341200,9341200,house,house,noprice,forsale,2200,m,semiequipped,,torenovate,gas,515,2,3206,true,true,,,,,,,
9341447,9341447,house,house,noprice,forsale,2250,m,hyperequipped,,good,gas,350,3,258,true,true,,true,,,,,
9341395,9341395,house,house,278000,forsale,9300,m,semiequipped,1935,good,gas,199,3,40,true,true,,,,,,,
9341632,9341632,house,house,1390000,forsale,33000,m,,,,,24,5,370,,,,,,,,,
9341927,9341927,house,house,noprice,forsale,1000,xl,,1918,tobedoneup,gas,,4,127,,true,38,true,,,,,
9342467,9342467,house,mixedusebuilding,299000,forsale,6700,xl,installed,,tobedoneup,electric,648,3,0,,true,,,,,,,
9342472,9342472,house,apartmentblock,299000,forsale,6700,xl,installed,,tobedoneup,electric,648,3,0,,true,,,,,,,
9342468,9342468,house,house,noprice,forsale,7700,m,,,torenovate,,315,4,0,,,,,,,,,
9342485,9342485,house,house,noprice,forrent,9000,m,,,,,,0,0,,,,,,,,,
9342516,9342516,house,house,noprice,forrent,9990,l,installed,,good,,202,3,0,,,,,,,,,
9342487,9342487,house,house,noprice,forsale,9000,xl,semiequipped,1966,torenovate,gas,259,4,83,,,20,true,,,,,
9343004,9343004,house,house,noprice,forsale,5300,l,,,good,fueloil,391,5,3602,,true,3389,true,true,true,2,3,
9342823,9342823,house,house,270000,forsale,7090,m,usahyperequipped,1970,asnew,,458,4,100,true,true,,true,true,,,1,
9343634,9343634,house,house,39400,forsale,8200,xl,,,good,,,0,0,,,,,,,1,,
9343319,9343319,house,house,noprice,forsale,1780,xl,,1931,torenovate,fueloil,327,5,228,,true,,,,,,,
9343631,9343631,house,house,noprice,forsale,1830,l,,2004,,,111,3,435,,,,,,,1,2,
9343339,9343339,house,house,noprice,forsale,4430,l,installed,2021,,gas,,3,107,,true,16,true,true,,,1,
9343390,9343390,house,house,noprice,forsale,1040,xl,,1893,torenovate,gas,518,4,157,,true,45,true,,,,,
9343661,9343661,house,villa,noprice,forsale,1750,m,,1960,tobedoneup,,,4,795,,true,,,,,,4,
9343647,9343647,house,house,noprice,forsale,2440,m,,1934,good,,361,2,275,,,,true,,,1,,
9343947,9343947,house,villa,noprice,forsale,5600,xl,hyperequipped,,good,electric,260,4,5600,,true,,true,,,,,
9344220,9344220,house,house,noprice,forsale,2140,xl,installed,,good,,,3,0,true,true,,,,,,,
9344149,9344149,house,villa,67500,forsale,30860,m,,,,,,2,120,,,,,,,,,
9343825,9343825,house,house,noprice,forrent,2870,xl,hyperequipped,,good,gas,194,2,0,,,,true,,,,,
9344221,9344221,house,house,noprice,forsale,2140,xl,installed,,good,,,2,0,,,,,,,,,
9344159,9344159,house,villa,noprice,forsale,2600,xl,,,torenovate,fueloil,602,5,199,,true,,true,,,,,
9344408,9344408,house,manorhouse,noprice,forsale,2930,m,installed,1960,torenovate,fueloil,1276,3,665,,true,500,,,,1,3,
9344421,9344421,house,house,noprice,forsale,8020,xl,installed,1968,good,,148,6,2058,,true,,true,true,,1,3,
9344489,9344489,house,house,noprice,forsale,6997,m,semiequipped,1996,good,fueloil,,4,800,,true,800,true,,,1,4,
9344437,9344437,house,house,noprice,forsale,2370,m,installed,1935,torenovate,,344,3,399,,true,,,,,,2,
9344492,9344492,house,house,noprice,forsale,5377,m,semiequipped,1874,torenovate,gas,,3,250,,true,250,,,,,,
9344490,9344490,house,house,noprice,forsale,6990,m,installed,,good,fueloil,846,4,1528,,true,1528,true,true,,4,4,
9344524,9344524,house,house,528488,forsale,3020,l,,2021,,,30,3,0,,true,32,true,,,2,,
9344632,9344632,housegroup,housegroup,310594-315874,forsale,8610,l,,,,,,,,,,,,,,,,1
9344650,9344650,house,house,454554,forsale,1910,m,,,,,,3,435,,,,,,,,,
9344677,9344677,house,villa,noprice,forsale,8420,xl,,1989,asnew,,520,3,812,,,,true,true,,,1,
9344800,9344800,house,house,noprice,forsale,8530,l,,1958,,,160,4,185,,,,,,,1,,
9344640,9344640,houseunit,houseunit,315874,forsale,8610,l,,2021,,,,3,288,,,,,,,,,1
9344641,9344641,houseunit,houseunit,310594,forsale,8610,l,,2021,,,,3,278,,,,,,,,,1
9344805,9344805,house,bungalow,noprice,forsale,1600,l,installed,1976,tobedoneup,fueloil,372,3,535,,,,true,,,,,
9344807,9344807,house,house,noprice,forsale,9100,m,installed,1937,good,gas,297,3,230,,,116,,,,,,
9345081,9345081,house,house,noprice,forsale,2850,m,semiequipped,,torenovate,,444,3,0,,,,true,,,,,
9345022,9345022,house,house,noprice,forsale,9185,m,,1971,torenovate,fueloil,,3,963,,,,,,,1,,
9344841,9344841,house,house,noprice,forsale,9890,xl,,2015,,,,3,369,true,,200,true,true,,,,
9344909,9344909,house,villa,795000,forsale,8792,m,,,tobedoneup,,437,3,0,,true,4047,true,true,true,3,,
9345151,9345151,house,house,noprice,forsale,3080,xl,installed,2022,,gas,,3,751,,,,,true,,1,,
9345152,9345152,house,house,noprice,forsale,3080,xl,installed,2022,,gas,,3,639,,,,,true,,1,,
9345240,9345240,house,mixedusebuilding,750000,forsale,4020,xl,installed,,good,gas,,12,0,,true,,true,,,,,
9345271,9345271,house,exceptionalproperty,1100000,forsale,4851,m,installed,2000,asnew,fueloil,152,6,10000,true,,,true,true,,2,6,
9345353,9345353,house,house,noprice,forsale,3130,l,semiequipped,,tobedoneup,fueloil,1002,2,735,,true,,,,,2,,
9345356,9345356,house,house,noprice,forsale,4100,xl,installed,,justrenovated,gas,446,3,123,,true,50,true,,,,,
9345915,9345915,house,house,275000,forsale,3970,l,notinstalled,,,,,3,0,,,,,,,,,
9345713,9345713,house,bungalow,noprice,forsale,4121,l,hyperequipped,1977,asnew,fueloil,390,3,1366,true,true,750,true,,true,2,9,
9345925,9345925,housegroup,housegroup,noprice,forsale,7190,xl,,,,,,,,,,,,,,,,
9345985,9345985,houseunit,houseunit,noprice,forsale,7190,xl,,,,gas,,3,220,,,100,true,,,1,2,
9346339,9346339,house,house,noprice,forsale,9170,xl,,,torenovate,,1196,3,1680,,true,,,,,1,3,
9346261,9346261,house,house,noprice,forsale,9000,xl,installed,,asnew,gas,408,2,60,,true,,,,,,,
9346106,9346106,house,apartmentblock,noprice,forsale,9040,xl,installed,1959,good,gas,221,4,181,,,60,true,,,4,,
9346360,9346360,house,villa,noprice,forsale,9450,m,,1990,,fueloil,234,3,718,,,,true,,,1,3,
9345997,9345997,houseunit,houseunit,noprice,forsale,7190,xl,,,,gas,,3,220,,,100,true,,,,2,
9346538,9346538,house,house,noprice,forsale,2018,xl,hyperequipped,,good,gas,240,4,0,,true,,true,,,,,
9346590,9346590,house,house,noprice,forsale,1180,l,installed,1950,,gas,,3,0,,true,63,true,,,,,
9346945,9346945,house,house,noprice,forsale,9406,m,installed,1960,torenovate,,883,3,378,true,true,125,true,,,1,3,
9347317,9347317,house,house,330000,forsale,9320,m,installed,1970,asnew,fueloil,289,2,326,true,,150,true,,,1,5,
9347661,9347661,house,house,noprice,forsale,6927,xl,installed,,good,fueloil,467,5,568,,,,true,true,,1,,
9347555,9347555,house,house,noprice,forsale,9300,m,,1918,good,gas,,3,50,,,,,,,,,
9347640,9347640,house,house,noprice,forsale,7370,xl,installed,,good,fueloil,593,3,1330,true,true,1234,true,,,2,,
9347726,9347726,house,house,noprice,forsale,1495,xl,notinstalled,1890,torenovate,,,6,1210,,true,,,,,2,,
9347727,9347727,house,apartmentblock,noprice,forsale,1495,xl,notinstalled,1890,torenovate,,,6,1210,,true,,,,,2,,
9347864,9347864,house,house,198000,forsale,4030,m,notinstalled,,tobedoneup,gas,578,3,206,,,150,,,,,,
9347903,9347903,houseunit,houseunit,301400,forsale,3582,m,installed,,,,,3,289,true,,,,,,,2,1
9347885,9347885,housegroup,housegroup,301400-306700,forsale,3582,m,,,,,,,,,,,,,,,,1
9347904,9347904,houseunit,houseunit,301400,forsale,3582,m,installed,,,,,3,252,true,,,,,,,2,1
9347985,9347985,house,bungalow,noprice,forsale,6760,xl,semiequipped,1982,,,1217,2,51,,,,,,,,,
9347906,9347906,houseunit,houseunit,301400,forsale,3582,m,installed,,,,,3,260,true,,,,,,,2,1
9347908,9347908,houseunit,houseunit,306700,forsale,3582,m,installed,,,,,3,334,true,,,,,,,2,1
9348014,9348014,house,villa,2500000,forsale,1310,xl,hyperequipped,1997,,fueloil,163,8,3089,true,,,true,true,true,,10,
9348099,9348099,house,house,611888,forsale,3000,xl,installed,,,,30,3,0,,true,,true,,,1,,1
9348216,9348216,housegroup,housegroup,369500-379500,forsale,3582,m,,,,,,,,,,,,,,,,1
9348116,9348116,house,house,noprice,forsale,9300,m,installed,1973,,fueloil,511,2,90,,,35,true,,,1,,
9348163,9348163,houseunit,houseunit,282532,forsale,3582,m,installed,,,,,3,156,true,,,,,,,1,1
9348107,9348107,housegroup,housegroup,282532-282532,forsale,3582,m,,,,,,,,,,,,,,,,1
9348256,9348256,houseunit,villaunit,369500,forsale,3582,m,installed,,,,,3,399,,,,,,,,2,1
9348160,9348160,houseunit,houseunit,282532,forsale,3582,m,installed,,,,,3,156,true,,,,,,,1,1
9348255,9348255,houseunit,villaunit,369500,forsale,3582,m,installed,,,,,3,399,,,,,,,,2,1
9348451,9348451,house,house,noprice,forsale,8600,m,,2016,good,gas,,3,412,,,,,,,,,
9348259,9348259,houseunit,villaunit,369500,forsale,3582,m,installed,,,,,3,399,,,,,,,,2,1
9348460,9348460,houseunit,houseunit,323000,forsale,7540,m,notinstalled,,,,109,3,416,,,,,,,,,1
9348464,9348464,houseunit,houseunit,noprice,forsale,7540,m,semiequipped,,,,112,4,518,,,,,,,2,,
9539719,9539719,house,house,noprice,forrent,8970,l,installed,,good,gas,247,3,0,,,,true,,,,3,
9348465,9348465,houseunit,houseunit,noprice,forsale,7540,m,notinstalled,,,,106,4,516,,,,,,,,,
9348260,9348260,houseunit,villaunit,369500,forsale,3582,m,installed,,,,,3,399,,,,,,,,2,1
9348261,9348261,houseunit,villaunit,379500,forsale,3582,m,installed,,,,,3,466,,,,,,,,2,1
9348351,9348351,house,house,noprice,forsale,2440,m,installed,,good,fueloil,392,4,1046,true,true,,true,,,1,,
9348467,9348467,houseunit,houseunit,noprice,forsale,7540,m,notinstalled,,,,116,3,469,,,,,,,2,,
9348466,9348466,houseunit,villaunit,noprice,forsale,7540,m,semiequipped,,,,124,3,601,,,,,,,,,
9539787,9539787,housegroup,housegroup,216900-340200,forsale,4420,xl,,,,,,,,,,,,,,,,1
9539788,9539788,houseunit,houseunit,256400,forsale,4420,xl,,,asnew,,,3,292,,,,true,,,,,1
9539789,9539789,houseunit,houseunit,241300,forsale,4420,xl,,,asnew,,,3,224,,,,true,,,,,1
9539790,9539790,houseunit,houseunit,noprice,forsale,4420,xl,,,asnew,,,3,185,,,,true,,,,,
9539791,9539791,houseunit,houseunit,noprice,forsale,4420,xl,,,asnew,,,3,159,,,,true,,,,,
9539792,9539792,houseunit,houseunit,noprice,forsale,4420,xl,,,asnew,,,3,150,,,,true,,,,,
9539850,9539850,house,house,noprice,forsale,7190,m,semiequipped,,torenovate,gas,1017,3,160,,true,,,,,,,
9539793,9539793,houseunit,houseunit,252400,forsale,4420,xl,,,asnew,,,3,326,,,,true,,,,,1
9539794,9539794,houseunit,houseunit,216900,forsale,4420,xl,,,asnew,,,3,183,,,,true,,,,,1
9539795,9539795,houseunit,apartmentblockunit,340200,forsale,4420,xl,,,asnew,,,4,312,,,,true,,,,,1
9540022,9540022,house,house,noprice,forsale,3730,m,installed,1950,,,580,5,1530,,,1250,,,,1,,
9540127,9540127,house,house,noprice,forsale,8970,m,semiequipped,,good,,,3,281,,,,true,,,,,
9539921,9539921,house,villa,795000,forsale,4710,m,usahyperequipped,,justrenovated,gas,169,3,1609,,true,400,true,true,,1,,
9540143,9540143,house,villa,55000,forsale,30860,m,,,,,,2,98,,,,,,,,,
9540299,9540299,housegroup,housegroup,274700-285800,forsale,4101,xl,,,,,,,,,,,,,,,,1
9540301,9540301,houseunit,houseunit,281300,forsale,4101,xl,,2021,asnew,,,3,413,,,,true,,,,2,1
9540300,9540300,houseunit,houseunit,noprice,forsale,4101,xl,,2021,asnew,,,3,353,,,,true,,,,2,
9540303,9540303,houseunit,houseunit,274700,forsale,4101,xl,,2021,asnew,,,3,369,,,,true,,,,2,1
9540302,9540302,houseunit,houseunit,285800,forsale,4101,xl,,2021,asnew,,,3,443,,,,true,,,,2,1
9540659,9540659,house,villa,noprice,forsale,8300,xl,usahyperequipped,1975,asnew,gas,244,4,818,,,818,true,,,2,5,
9540749,9540749,house,villa,noprice,forsale,1330,xl,hyperequipped,1970,asnew,gas,234,5,948,,true,948,true,true,,1,3,
9540753,9540753,house,bungalow,noprice,forsale,1330,xl,installed,1960,torenovate,fueloil,721,3,795,true,true,795,true,,,1,2,
9540751,9540751,house,villa,noprice,forsale,1490,xl,usahyperequipped,1995,asnew,fueloil,159,3,1223,true,true,1223,true,true,,1,4,
9540752,9540752,house,house,noprice,forsale,1330,xl,usahyperequipped,1975,asnew,gas,197,5,852,,,852,true,,,1,1,
9540750,9540750,house,villa,noprice,forsale,1332,xl,hyperequipped,1920,asnew,gas,,4,654,,,654,true,,,,2,
9540754,9540754,house,villa,noprice,forsale,1330,xl,hyperequipped,1962,asnew,gas,393,3,575,true,true,575,true,true,,1,4,
9540755,9540755,house,bungalow,noprice,forsale,1342,xl,installed,1970,tobedoneup,gas,,4,811,,true,811,true,,,1,2,
9540802,9540802,house,house,noprice,forsale,6010,xl,semiequipped,,torenovate,fueloil,499,3,170,true,true,80,true,,,,,
9540814,9540814,house,bungalow,319000,forsale,1790,m,hyperequipped,1970,tobedoneup,gas,833,3,780,true,,,true,,,1,1,
9541104,9541104,house,countrycottage,noprice,forsale,1380,xl,hyperequipped,1975,asnew,fueloil,250,3,560,true,,350,true,true,,1,2,
9541017,9541017,house,house,noprice,forsale,2400,m,installed,,good,gas,485,3,380,true,true,,true,,,1,,
9541153,9541153,house,villa,noprice,forsale,9870,m,,1958,good,fueloil,741,3,449,,,,,,,,2,
9541533,9541533,house,farmhouse,noprice,forsale,2400,m,installed,,good,fueloil,627,3,1725,true,true,,true,,,,,
9541651,9541651,house,house,270000,forsale,4000,m,installed,,good,gas,361,5,0,,true,,,,,,,
9541776,9541776,house,apartmentblock,noprice,forsale,5550,xl,,,asnew,fueloil,,9,541,true,true,,,true,,1,,
9541719,9541719,house,exceptionalproperty,135000,forsale,6041,l,notinstalled,,torenovate,,,3,540,,,100,true,,,,,
9541737,9541737,house,house,noprice,forsale,4020,l,,1920,tobedoneup,gas,397,5,126,true,true,,true,,,2,,
9541804,9541804,house,house,35000,forsale,4100,l,installed,,,gas,506,3,305,,true,200,true,,,,,
