,ID,Floor,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Terrace surface,Terrace orientation,Primary energy consumption,Energy class,CO₂ emission,Yearly theoretical total energy consumption,Tenement building,Address,Living room surface,Elevator,TV cable,Heating type,Double glazing,Price,Kitchen type,Kitchen surface,Construction year,Building condition,Basement,Thermic solar panels,Number of frontages,Swimming pool,Street frontage width,Dressing room,Laundry room,Planning permission obtained,Subdivision permit,Monthly charges,Cadastral income,Office,Heat pump,Photovoltaic solar panels,Common water heater,Garden,Terrace,Bedroom 4 surface,Jacuzzi,Sauna,Office surface,Number of annexes,Living room surfacea
1044,9223860,3.0,,1.0,Urban,61,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Koning Albertstraat 28 9900- Eeklo,,Yes,Yes,Gas,Yes,157220.0,Installed,,,As new,,,2.0,No,,Yes,Yes,Yes,Yes,,,No,No,,,,,,,,,,
1045,9223859,3.0,,1.0,Urban,65,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Koning Albertstraat 28 9900- Eeklo,,Yes,Yes,Gas,Yes,172220.0,Installed,,,As new,,,2.0,No,,Yes,Yes,Yes,Yes,,,No,No,,,,,,,,,,
1059,9323299,1.0,,,,100,2.0,,,,1.0,,33,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,372000.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1064,9323312,2.0,,,,100,2.0,,,,1.0,,38,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,385000.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1068,9323309,1.0,,,,100,2.0,,,,1.0,,38,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,373500.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1069,9323308,1.0,,,,124,3.0,,,,2.0,,38,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,481000.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1073,9323319,1.0,,,,122,3.0,,,,2.0,,39,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,510000.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1077,9323323,2.0,,,,122,3.0,,,,2.0,,39,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,525500.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1078,9323329,1.0,,,,127,3.0,,,,2.0,,,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,497000.0,,,,As new,,,,,,,,,,,,,,,,,Yes,,,,,,
1082,9323331,3.0,,,,127,3.0,,,,2.0,,55,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,647100.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1083,9323330,3.0,,,,141,3.0,,,,2.0,,47,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,667100.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1085,9323367,3.0,,,,141,3.0,,,,2.0,,47,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,667100.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1087,9323352,2.0,,,,122,3.0,,,,2.0,,39,,30.0,A,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,525500.0,,,,As new,,,,,,,,Yes,Yes,,,,,,,,,,,,,,
1088,9323351,1.0,,,,124,3.0,,,,2.0,,38,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,481000.0,,,,As new,,,,,,,,Yes,Yes,,,,,,,,,,,,,,
1089,9323354,2.0,,,,100,2.0,,,,1.0,,38,,30.0,A,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,384000.0,,,,As new,,,,,,,,Yes,Yes,,,,,,,,,,,,,,
1090,9324596,1.0,,,Urban,117,2.0,12,17,,1.0,,,,396.0,E,72 kg CO₂/m²,46497 kWh/year,No,"90, rue Jules Destrée 6183- Trazegnies",41m² square meters,No,,Gas,Yes,129000.0,Installed,13,,Good,,,2.0,No,,,,,,,951.951,,,,,,Yes,,,,,,41
1094,9324667,1.0,2.0,,"Living area (residential, urban or rural)",94,2.0,,,,1.0,1.0,20,,,A,Not specified,Not specified,No,Avenue Cardinal Mercier 9 5000- Namur,,Yes,,Gas,Yes,290850.0,,,,,Yes,,,,,,Yes,Yes,,,,,,Yes,,,,,,,,,
1096,9324669,2.0,2.0,,"Living area (residential, urban or rural)",95,2.0,,,,1.0,1.0,23,,,A,Not specified,Not specified,No,Avenue Cardinal Mercier 9 5000- Namur,,Yes,,Gas,Yes,304500.0,,,,,Yes,,,,,,Yes,Yes,,,,,,Yes,,,,,,,,,
1120,9324915,1.0,,,,55,1.0,,,,1.0,1.0,4,,,Not specified,Not specified,Not specified,No,Albert 1-laan 230a 8620- Nieuwpoort,,Yes,Yes,,No,152000.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,Yes,,,,,,,
1151,9226312,1.0,,25.0,Urban,68,1.0,10,,,1.0,1.0,21,,,Not specified,1245 kg CO₂/m²,Not specified,No,Stationstraat 30 9600- Ronse,30m² square meters,Yes,,Gas,Yes,205000.0,Installed,,2021.0,As new,,,4.0,No,,,,Yes,No,,,,,,,,,,,,,,30
1152,9226316,2.0,,25.0,Urban,68,1.0,10,,,1.0,1.0,21,,,Not specified,1544 kg CO₂/m²,Not specified,No,Stationstraat 30 9600- Ronse,30m² square meters,Yes,,Gas,Yes,215000.0,Hyper equipped,,2021.0,As new,,,4.0,No,,,,Yes,No,,,,,,,,,,,,,,30
1156,9227398,1.0,,,,45,1.0,15,,,,1.0,,North East,,Not specified,Not specified,Not specified,No,Chaussee d'Alsemberg65A 1060- St.-Gilles,23m² square meters,,,Gas,,215000.0,,,,As new,,,2.0,,6 m,,,Yes,,,,,,,,,,,,,,2.0,23
1160,9226323,3.0,,25.0,Urban,81,2.0,11,8,,1.0,1.0,7,,,Not specified,1455 kg CO₂/m²,Not specified,No,Stationstraat 30 9600- Ronse,35m² square meters,Yes,,Gas,Yes,229000.0,Installed,,2021.0,As new,,,4.0,No,,,,Yes,No,,,,,,,,,,,,,,35
1162,9226646,1.0,,1.0,Urban,115,2.0,,,,1.0,1.0,6,,,Not specified,Not specified,Not specified,No,Heilig Hartplaats 3 2870- Puurs,,Yes,,Gas,,445000.0,Hyper equipped,,2020.0,Good,,,2.0,No,,,,,,,,,,,,,,,,,,,
1164,9229320,1.0,,2.0,"Living area (residential, urban or rural)",75,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Rue de l'école 7 5575- Patignies,,,,Gas,Yes,145000.0,Installed,,2020.0,As new,Yes,,4.0,,,,Yes,,,,,,,,,,,,,,,,
1166,9228930,1.0,2.0,,"Living area (residential, urban or rural)",48,1.0,11,,,,1.0,29,South,,Not specified,Not specified,Not specified,No,Avenue du Pesage 401050- Ixelles,20m² square meters,Yes,Yes,Gas,Yes,215000.0,Installed,3,,As new,,,2.0,,,,,,,€ 300 300 €,,,,,Yes,,,,,,,,20
1185,9325081,1.0,,,,147,2.0,,,,1.0,,9,,,Not specified,Not specified,Not specified,No,,,,,,Yes,269000.0,,,2022.0,,,Yes,3.0,,,No,,Yes,,,,No,No,No,No,,,,,,,,
1188,9325285,1.0,,,,142,2.0,18,8,,1.0,,17,,,Not specified,Not specified,Not specified,No,Dr. Persoonslaan 15 b 2830- Willebroek,,Yes,,Gas,Yes,344179.0,Installed,23,2021.0,,,,4.0,,,,,Yes,,,,,,,,,,,,,,,
1189,9325284,1.0,,,,141,2.0,17,7,,,,17,,,Not specified,Not specified,Not specified,No,Dr. Persoonslaan 15 b 2830- Willebroek,,Yes,,Gas,Yes,340697.0,Installed,23,2021.0,,,,4.0,,,,,Yes,,,,,,,,,,,,,,,
1198,9325783,3.0,3.0,,,230,3.0,,,,2.0,3.0,175,,187.0,C,Not specified,54166 kWh/year,No,Rue de Valenciennes(H) 1 7301- Boussu,107m² square meters,Yes,,,Yes,690000.0,USA hyper equipped,,,Good,Yes,,4.0,,,,,,,,,,,,,,,,,,,,107
1200,9326510,2.0,,,,97,2.0,14,20,,1.0,,33,,,Not specified,Not specified,Not specified,No,Turnhoutsebaan 175 2110- Wijnegem,,Yes,No,Gas,Yes,300000.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,Yes,,,,,,,
1201,9326511,2.0,,,,121,2.0,15,14,,1.0,,10,,,Not specified,Not specified,Not specified,No,Turnhoutsebaan 175 2110- Wijnegem,,Yes,No,Gas,Yes,346000.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,Yes,,,,,,,
1203,9326513,1.0,,,,78,1.0,12,,,1.0,,7,,,Not specified,Not specified,Not specified,No,Turnhoutsebaan 175 2110- Wijnegem,,Yes,No,Gas,Yes,246000.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,Yes,,,,,,,
1227,9329397,5.0,,1.0,,85,2.0,,,,2.0,2.0,,,106.0,B,Not specified,Not specified,No,Zeedijk 127-128 8430- Middelkerke,,Yes,,Electric,Yes,395000.0,Not installed,,2003.0,Good,,,2.0,,,,,Yes,No,,,,,,,,Yes,,,,,,
1228,9329383,7.0,,,Urban,160,2.0,,,,,,91,,95.0,B,Not specified,Not specified,No,Waterloosesteenweg 631 1050- Brussel,,Yes,,,,1537.0,Hyper equipped,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
1229,9329336,1.0,1.0,,,116,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Jean Baptiste Nowélei 33B bus 11800- Vilvoorde,,,,,No,376000.0,Installed,,2021.0,,,,2.0,,,,,,,,,No,,,,,,,,,,,
1246,9230731,3.0,,,,50,1.0,13,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Chaussée de Gand 331 1081- Koekelberg,25m² square meters,Yes,,Gas,Yes,139000.0,Not installed,10,,,Yes,,,No,,,,,,,,,,,,,,,,,,,25
1248,9230732,1.0,,,,50,1.0,13,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Chaussée de Gand 331 1081- Koekelberg,25m² square meters,Yes,,Gas,Yes,139000.0,Not installed,10,,,Yes,,,No,,,,,,,,,,,,,,,,,,,25
1249,9230546,1.0,1.0,1.0,Urban,70,1.0,,,,1.0,1.0,4,,,Not specified,89 kg CO₂/m²,Not specified,No,Albert plein 10 8300- Knokke - Heist,,Yes,,,Yes,591000.0,USA hyper equipped,,2021.0,As new,Yes,,2.0,No,,,,,,,,,,,,,,,,,,,
1257,9232294,2.0,,,,100,2.0,,,,1.0,1.0,,,50.0,A,Not specified,Not specified,No,Keizersplein 21 9300- Aalst,,Yes,Yes,,No,336520.0,,,2020.0,,Yes,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1258,9233019,1.0,,,,45,2.0,12,15,,1.0,1.0,30,,506.0,F,Not specified,42660 kWh/year,No,Chaussee de Bruxelles 100 7061- Casteau,20m² square meters,,,Gas,Yes,65000.0,Semi equipped,4,,To be done up,,,2.0,,,,,,,,,,,,,,,,,,,,20
1260,9232084,1.0,,,,90,2.0,,,,,,2,,406.0,E,Not specified,Not specified,No,Zeedijk 148 8400- Oostende,,,,Electric,No,175000.0,,,1996.0,Good,,,2.0,,,,,Yes,No,,,No,,,,Yes,,,,,,,
1266,9234590,1.0,1.0,2.0,,145,3.0,,,,1.0,,,,160.0,B,Not specified,23292 kWh/year,No,Grand Route 141/6 7000- Mons,,,,,,235000.0,,,,Just renovated,,,2.0,,,,,,,,,,,,,,,,,,,,
1267,9234693,3.0,,,,112,2.0,,,,2.0,1.0,,,,Not specified,Not specified,Not specified,No,Prinses Stefanieplein 47/49 8400- Oostende,,Yes,No,Gas,Yes,495000.0,USA hyper equipped,,2021.0,,,,,No,,No,,Yes,No,,,No,,,,,Yes,,,,,,
1270,9234970,1.0,,,"Living area (residential, urban or rural)",89,2.0,,,,1.0,1.0,10,,,Not specified,Not specified,Not specified,No,Rue de Tilff 46 4100- Boncelles,,Yes,,Gas,Yes,252500.0,Not installed,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,
1275,9235559,1.0,,,,112,2.0,,,,1.0,,5,,,Not specified,Not specified,Not specified,No,Ottergemsesteenweg-Zuid 808 9000- Gent,,Yes,,Gas,Yes,313500.0,Hyper equipped,,2020.0,As new,,,2.0,,,,,Yes,No,,,,,,,,,,,,,,
1277,9235833,1.0,,,,65,2.0,,,,1.0,,,,,Not specified,Not specified,Not specified,No,Chaussée de Charleroi 226 6220- Fleurus,,,,,,190000.0,Not installed,,,,,,,,,,,,,,,,,,,,Yes,,,,,,
1289,9236590,1.0,,,,83,1.0,,,,1.0,,5,,,Not specified,Not specified,Not specified,No,Ottergemsesteenweg-Zuid 808 9000- Gent,,Yes,,Gas,Yes,235000.0,Hyper equipped,,2020.0,As new,,,2.0,,,,,Yes,No,,,,,,,,,,,,,,
1292,9237661,1.0,,,,68,1.0,10,,,1.0,1.0,6,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",23m² square meters,,,Gas,,152900.0,Hyper equipped,7,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,23
1293,9237658,1.0,,,,87,2.0,10,8,,1.0,1.0,7,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",30m² square meters,,,Gas,,189900.0,Hyper equipped,9,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,30
1294,9237401,6.0,2.0,,,362,3.0,30,20,18,3.0,4.0,235,South,160.0,D,32 kg CO₂/m²,Not specified,No,Avenue René Gobert 26 1180- Uccle,150m² square meters,Yes,Yes,Gas,Yes,4350.0,Hyper equipped,50,1930.0,Just renovated,,,3.0,,30 m,Yes,Yes,Yes,No,€ 500 500 €,,Yes,,,,,,,,,70m² square meters,,150
1298,9237663,1.0,,,,68,1.0,11,,,1.0,1.0,6,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",22m² square meters,,,Gas,,149900.0,Hyper equipped,8,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,22
1301,9237665,1.0,,,,69,1.0,10,,,1.0,1.0,6,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",24m² square meters,,,Gas,,152900.0,Hyper equipped,6,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,24
1304,9237672,2.0,,,,69,1.0,10,,,1.0,1.0,6,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",24m² square meters,,,Gas,,154900.0,Hyper equipped,6,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,24
1305,9237666,1.0,,,,85,2.0,12,6,,1.0,1.0,7,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",28m² square meters,,,Gas,,184900.0,Hyper equipped,7,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,28
1306,9237668,2.0,,,,70,1.0,11,,,1.0,1.0,7,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",25m² square meters,,,Gas,,152900.0,Hyper equipped,6,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,25
1307,9237670,2.0,,,,67,1.0,11,,,1.0,1.0,7,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",22m² square meters,,,Gas,,151900.0,Hyper equipped,8,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,22
1309,9237676,3.0,,,,67,1.0,11,,,1.0,1.0,7,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",22m² square meters,,,Gas,,154900.0,Hyper equipped,8,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,22
1310,9237678,3.0,,,,69,1.0,10,,,1.0,1.0,6,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",24m² square meters,,,Gas,,157900.0,Hyper equipped,6,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,24
1311,9237679,3.0,,,,85,2.0,12,6,,1.0,1.0,7,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",28m² square meters,,,Gas,,189500.0,Hyper equipped,7,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,28
1312,9237682,4.0,,,,85,2.0,12,6,,1.0,1.0,7,,,Not specified,Not specified,Not specified,No,"Guissetplein, 5 9600- Ronse",28m² square meters,,,Gas,,192500.0,Hyper equipped,7,2021.0,,,,2.0,,,,,Yes,,,,,,,,,,,,,,,28
1322,9330786,1.0,,,,104,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,295000.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1327,9330795,2.0,,,,81,1.0,,,,,,4,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,225000.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1333,9330797,2.0,,,,104,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,300000.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1334,9330803,3.0,,,,81,1.0,,,,,,4,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,230000.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1340,9330865,6.0,,,,138,3.0,,,,2.0,,40,,102.0,B,Not specified,Not specified,No,"Britselei,24 2000- Anvers",,Yes,No,,Yes,1200.0,Hyper equipped,,2021.0,,,,,No,,No,,Yes,No,,,No,,,,,,,,,,,
1345,9330871,3.0,,,,83,2.0,,,,1.0,,13,,83.0,A,Not specified,Not specified,No,"Britselei,24 2000- Anvers",,Yes,No,,Yes,490000.0,Hyper equipped,,2021.0,,,,,No,,No,,Yes,No,,,No,,,,,,,,,,,
1348,9330873,2.0,,,,90,2.0,,,,1.0,,14,,76.0,A,Not specified,Not specified,No,"Britselei,24 2000- Anvers",,Yes,No,,Yes,500000.0,Hyper equipped,,2021.0,,,,,No,,No,,Yes,No,,,No,,,,,,,,,,,
1349,9331285,1.0,,,,64,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Visserskaai 8 8400- Oostende,,Yes,,,,227850.0,Not installed,,,,,,,,,,,,,,,,,,,,Yes,,,,,,
1350,9330875,1.0,,,,90,2.0,,,,1.0,,14,,74.0,A,Not specified,Not specified,No,"Britselei,24 2000- Anvers",,,,,Yes,490000.0,Hyper equipped,,2021.0,,,,,,,No,,Yes,No,,,No,,,,,,,,,,,
1387,9238362,2.0,,,,91,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Tolpoortstraat 1189800- Deinze,,,,Gas,Yes,385000.0,Installed,,2021.0,,,,,,,No,,,,,,No,,,,,Yes,,,,,,
1394,9238616,8.0,,,,166,3.0,,,,,1.0,,,259.0,E,Not specified,Not specified,No,Groendreef 14 1000- Brussel,,Yes,,Electric,Yes,750000.0,Hyper equipped,,,As new,,,,No,,No,,Yes,No,,2.6,,No,,,,Yes,,,,,,
1396,9239714,1.0,1.0,,,162,3.0,15,12,11,2.0,3.0,38,,78.0,B,Not specified,Not specified,No,"Avenue du Hockey, 40 1150- Woluwe-St-Pierre",48m² square meters,,,Gas,Yes,580000.0,Installed,16,2016.0,As new,Yes,,,,,,,,,,1.607,,,,,,,,,,,,48
1397,9239715,2.0,1.0,,,162,3.0,,,,2.0,3.0,10,,,Not specified,Not specified,Not specified,No,"Avenue du Hockey, 40 1150- Woluwe-St-Pierre",48m² square meters,,,Gas,Yes,580000.0,Installed,,,As new,Yes,,,,,,,,,€ 218 218 €,1.607,,,,,,,,,,,,48
1398,9240447,1.0,,17.0,Urban,98,2.0,14,17,,1.0,1.0,5,,,Not specified,Not specified,Not specified,No,"Bld des Déportés, 56 A 7500- Tournai",,Yes,,Gas,Yes,188000.0,Installed,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1409,9240458,4.0,,17.0,Urban,76,2.0,10,14,,1.0,1.0,5,,,Not specified,Not specified,Not specified,No,"Bld des Déportés, 56 A 7500- Tournai",,Yes,,Gas,Yes,187000.0,Installed,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1412,9240461,4.0,,17.0,Urban,76,2.0,14,11,,1.0,1.0,5,,,Not specified,Not specified,Not specified,No,"Bld des Déportés, 56 A 7500- Tournai",,Yes,,Gas,Yes,187000.0,Installed,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1413,9240460,4.0,,17.0,Urban,78,2.0,11,16,,1.0,1.0,5,,,Not specified,Not specified,Not specified,No,"Bld des Déportés, 56 A 7500- Tournai",,Yes,,Gas,Yes,190000.0,Installed,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1419,9241727,2.0,,,"Living area (residential, urban or rural)",80,2.0,13,9,,2.0,1.0,,,350.0,G,75 kg CO₂/m²,Not specified,No,"Avenue des Cerisiers, 95 1200- Woluwe-St-Lambert",40m² square meters,No,,,Yes,295000.0,USA hyper equipped,40,1960.0,As new,,,3.0,No,,,,,,€ 25 25 €,674.674,,,,,,,,,,,,40
1420,9241754,1.0,,,,132,3.0,,,,2.0,2.0,13,,,Not specified,Not specified,Not specified,No,Lippenslaan 393 8300- Knokke,,Yes,,Gas,Yes,1045.0,USA hyper equipped,,2022.0,As new,Yes,,2.0,,,,,,No,,,Yes,,,,,,,,,,,
1424,9242507,2.0,,,,82,2.0,,,,,2.0,,,,Not specified,Not specified,Not specified,No,Sparrendreef 90 – Kustlaan 239 – Duinbergenlaan 92 8300- Knokke-Heist,,,,,Yes,1650.0,,,2018.0,,,,,,,No,,Yes,,,,No,,,,,,,,,,,
1426,9242764,1.0,,,,,2.0,,,,1.0,1.0,10,,44.0,A,Not specified,Not specified,No,Markt 15 8700- Tielt,,Yes,Yes,Gas,Yes,242000.0,Installed,,2020.0,,,,,No,,No,,Yes,,,,No,,,,Yes,,,,,,,
1429,9244752,2.0,,,,217,3.0,27,15,15,1.0,,24,,,Not specified,Not specified,Not specified,No,Schepen Dejonghstraat 29 3800- Sint Truiden,64m² square meters,Yes,Yes,,Yes,880200.0,Installed,28,2021.0,,,,,No,,No,,Yes,,,,No,,,,,,,,,,,64
1430,9244786,8.0,,,,88,2.0,,,,1.0,1.0,14,,,Not specified,Not specified,Not specified,No,A.Ruzettestraat 1878370- Blankenberge,,Yes,,Gas,Yes,499150.0,Installed,,2019.0,,,,4.0,,,,,Yes,No,,,,,,,,,,,,,,
1431,9244753,1.0,,,,217,3.0,27,16,15,1.0,,24,,,Not specified,Not specified,Not specified,No,Schepen Dejonghstraat 29 3800- Sint Truiden,64m² square meters,Yes,Yes,,Yes,880200.0,Installed,28,2021.0,,,,,No,,No,,Yes,,,,No,,,,,,,,,,,64
1439,9246657,3.0,,1.0,,69,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,157900.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1443,9246656,3.0,,1.0,,85,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,189500.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1444,9246623,2.0,2.0,,"Living area (residential, urban or rural)",56,1.0,,,,1.0,1.0,,,89.0,A,Not specified,Not specified,No,Natiënlaan 231 8300- Knokke-Heist,,Yes,Yes,,Yes,449000.0,,,2018.0,,Yes,,,No,,No,Yes,Yes,No,,,No,,,,Yes,Yes,,,,,,
1445,9246664,2.0,,1.0,,87,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,189900.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1446,9246665,2.0,,1.0,,67,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,151900.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1448,9246659,3.0,,1.0,,67,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,154900.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1449,9246663,2.0,,1.0,,69,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,154900.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1450,9246666,2.0,,1.0,,75,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,165900.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1451,9246667,2.0,,1.0,,70,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,152900.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1452,9246668,2.0,,1.0,,92,3.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,199900.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1453,9246670,1.0,,1.0,,69,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,149900.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1455,9246669,1.0,,1.0,,85,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,184900.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1456,9246672,1.0,,1.0,,68,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Franklin Rooseveltlaan 22 A 9000- Gent,,Yes,No,,No,149900.0,,,2022.0,,,,,No,,No,,Yes,Yes,,,No,,,,,Yes,,,,,,
1463,9332903,1.0,,,,100,3.0,14,12,11,1.0,2.0,,,310.0,F,77 kg CO₂/m²,Not specified,No,Avenue de Tervuren 113 1040- Etterbeek,32m² square meters,Yes,,Fuel oil,Yes,335000.0,Hyper equipped,12,1964.0,To be done up,Yes,,3.0,No,,,,,,,,,,,,,,,,,,,32
1464,9332792,1.0,,,,110,2.0,,,,1.0,,,,205.0,C,Not specified,Not specified,No,Artanlaan 2 8620- Nieuwpoort,,No,No,Electric,Yes,385000.0,Installed,,2004.0,As new,Yes,,,No,,Yes,,Yes,No,,1.23,No,,,,,Yes,,,,,,
1465,9333195,5.0,,1.0,,60,2.0,,,,2.0,2.0,,,106.0,B,Not specified,Not specified,No,Zeedijk 63 8430- Middelkerke,,Yes,,Electric,Yes,395000.0,Not installed,,2003.0,Good,,,2.0,,,,,Yes,No,,,,,,,,Yes,,,,,,
