,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Garden,Garden orientation,Terrace surface,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Neighbourhood or locality,Street frontage width,Width of the lot on the street,"Gas, water &amp; electricity",Conformity certification for fuel tanks,Available date,Obligation to build,Covered parking spaces,Surroundings type,How many fireplaces?,Dressing room,Office,Professional space surface,Professional space,Basement surface,Attic surface,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,Garden surface,Terrace orientation,Caretaker,Elevator,Accessible for disabled people,Intercom,Secure access / alarm,Air conditioning,TV cable,Visio phone,Jacuzzi,Sauna,Swimming pool,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Bedroom 4 surface,Office surface,Dining room,Terrace,Virtual visit,Shower rooms,Total ground floor buildable,Laundry room,Attic,E-level (overall energy performance),Bedroom 5 surface,Living room,Isolated,Monthly charges,Percentage rented,Current monthly revenue,Property name,Number of annexes,Agent's name,EPC description,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Date of the sale,Value of the property,Sea view
10094187,10094187,house,apartmentblock,719000,forsale,2140,m,installed,,justrenovated,gas,168,6,0,,true,,true,,,,,,Antwerp,,,Just renovated,2,,220m²square meters,,Installed,,6,,,,3,5,Yes,No,,,,12m²square meters,168 kWh/m²kilowatt hour per square meters,B,0002065077-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 719,000719000 €",,Yes,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,11055 - 3596517,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987526,9987526,house,house,735000,forsale,2018,m,semiequipped,1938,,gas,649,3,265,,true,153,true,,,4,,,Antwerp,After signing the deed,1938,,2,,300m²square meters,,Semi equipped,,3,,,,1,2,Yes,No,265m²square meters,,South,25m²square meters,649 kWh/m²kilowatt hour per square meters,F,202205090002599518-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 735,000735000 €",,No,"Coquilhatstraat, 37-39 2000- Antwerpen",http://www.resa-vastgoed.be,5637 - 1193,Antwerp,EXPO,,7 mmeters,Yes,,,,4,,1,,,,,,,,,,,,,153m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088527,10088527,house,house,735000,forsale,2020,m,semiequipped,1938,,gas,649,3,265,,true,153,true,,,4,,,Antwerp,After signing the deed,1938,,2,,300m²square meters,,Semi equipped,,3,,,,1,2,Yes,No,265m²square meters,,South,25m²square meters,649 kWh/m²kilowatt hour per square meters,F,202205090002599518-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 735,000735000 €",,No,"Coquilhatstraat, 37-39 2000- Antwerpen",http://www.resa-vastgoed.be,5671 - 1193,Antwerp,Toonstelling,,7 mmeters,Yes,,,,4,,1,,,,,,,,,,,,,153m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079629,10079629,house,house,996000,forsale,2640,m,installed,,justrenovated,gas,157,4,0,,,250,,,,2,,,Antwerp,After signing the deed,,Just renovated,2,,250m²square meters,70m²square meters,Installed,,4,,,,1,3,,No,,,West,,157 kWh/m²kilowatt hour per square meters,B,20210527-0002421331-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 996,000996000 €",,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,10998 - 3596681,Antwerp,,,,,,,,2,,,,,,,,,,,,,,,250m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110443,10110443,house,house,899000,forsale,2018,m,installed,1922,good,gas,372,5,0,,true,55,,,,,,,Antwerp,After signing the deed,1922,Good,2,,332m²square meters,,Installed,,5,,,,1,3,Yes,No,,,,,372 kWh/m²kilowatt hour per square meters,D,20220202-0002537903-Res-1,Not specified,Not specified,No,Gas,Yes,,No,No,,Non flood zone,,"€ 899,000899000 €",,No,Museumstraat 50 2000- Antwerpen,https://agency.quares.be,835951 - 93364436,Antwerp,Harmonie,,,,,,,,,,,,,,,,,,,,,,55m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146055,10146055,house,house,425000,forsale,2920,m,hyperequipped,,good,gas,246,2,1518,,,,true,,,,1,,Antwerp,To be defined,,Good,,1,104m²square meters,,Hyper equipped,,2,,,,,1,,No,1518m²square meters,Yes,South West,,246 kWh/m²kilowatt hour per square meters,C,20220927-0002678783-RES-1,Not specified,Not specified,No,Gas,Yes,,,No,,Non flood zone,Farming area,"€ 425,000425000 €",€ 686686 €,No,Vandenhoudtsraat 27 2950- Kapellen,http://www.lefevervastgoed.be,,Antwerp,,,,Yes,,,,,,,No,,,,,,,,,,,Connected,,South West,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9976399,9976399,house,house,365000,forsale,2170,m,hyperequipped,1939,asnew,gas,150,5,75,,true,40,,,,,,,Antwerp,,1939,As new,,,140m²square meters,21m²square meters,Hyper equipped,15m²square meters,5,16m²square meters,8m²square meters,7m²square meters,2,2,,No,75m²square meters,,South,,150 kWh/m²kilowatt hour per square meters,B,20210421-0002403772-RES-2,Not specified,Not specified,,Gas,No,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 365,000365000 €",€ 456456 €,No,Tavernierkaai 2 b 29 2000- Antwerpen,,spir4618C,Antwerp,,5 m,5 mmeters,Yes,,,No,,Urban,,No,No,,,12m²square meters,,,No,No,No,No,Not connected,40m²square meters,,No,No,No,Yes,No,,No,Yes,,,No,,,,,,,16m²square meters,,,,,,59m²square meters,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10140670,10140670,house,villa,645000,forsale,2382,m,hyperequipped,1992,asnew,gas,158,7,840,true,true,,true,,,2,10,,Antwerp,To be defined,1992,As new,4,10,352m²square meters,56m²square meters,Hyper equipped,,7,25m²square meters,24m²square meters,24m²square meters,2,3,Yes,,840m²square meters,,,,158 kWh/m²kilowatt hour per square meters,B,20220829-0002663878-RES-1,Not specified,Not specified,,Gas,,Yes,No,No,No,Non flood zone,Extended residential area,"€ 645,000645000 €","€ 2,0552055 €",No,Grote Markt 22 2300- Turnhout,,4878177,Antwerp,Ravels,14 m,20 mmeters,Yes,,,,2,,,,,41m²square meters,,,,,,,,,Connected,,,,,,,,,Yes,,,,,,,,,,,41m²square meters,,,Yes,Link to the virtual visit,,,,Yes,,24m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10161413,10161413,house,townhouse,347000,forsale,2940,m,installed,,good,gas,226,3,198,,,,true,,,1,,,Antwerp,Immediately,,Good,2,,,,Installed,,3,,,,1,2,,No,198m²square meters,,,,226 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 347,000347000 €","€ 1,0731073 €",No,"Molenstraat, 201 2840- Reet-Rumst",,1620 - 2359,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161412,10161412,house,townhouse,199000,forsale,2400,m,notinstalled,,torenovate,gas,500,2,148,,,,true,,,1,,,Antwerp,Immediately,,To renovate,3,,,,Not installed,,2,,,,1,1,,No,148m²square meters,,,,500 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 199,000199000 €",€ 576576 €,No,"Molenstraat, 201 2840- Reet-Rumst",,1619 - 2358,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158017,10158017,house,villa,649000,forsale,2500,m,installed,1981,asnew,gas,151,3,462,,true,,true,,,,3,,Antwerp,After signing the deed,1981,As new,4,3,150m²square meters,,Installed,,3,,,,1,2,Yes,No,462m²square meters,,,,151 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 649,000649000 €",,No,Hallaarstraat 51B 2222- Heist op den Berg,http://www.reypensmentor.com,4965821,Antwerp,,,,Yes,,,,,Urban,,,,,,,,,,,,,Connected,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10094190,10094190,house,house,324900,forsale,2160,m,installed,1960,good,gas,194,3,0,,,207,,,,2,,,Antwerp,After signing the deed,1960,Good,,,115m²square meters,45m²square meters,Installed,,3,,,,1,2,,No,,,East,,194 kWh/m²kilowatt hour per square meters,B,0002625654-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 324,900324900 €",€ 818818 €,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,11045 - 3596522,Antwerp,,,,,,,,2,,,,,,,,,,,,,,,207m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163909,10163909,house,house,379000,forsale,2640,m,installed,1939,asnew,gas,290,3,100,,true,,,,,,,,Antwerp,,1939,As new,,,160m²square meters,,Installed,18m²square meters,3,20m²square meters,13m²square meters,9m²square meters,1,1,,,100m²square meters,Yes,North East,,290 kWh/m²kilowatt hour per square meters,C,2674315,Not specified,Not specified,,Gas,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 379,000379000 €",€ 761761 €,No,Turnhoutsebaan 175 2110- Wijnegem,,VKW1683,Antwerp,,6 m,,Yes,,August 1 2023 - 12:00 AM,No,,,,No,No,,,30m²square meters,,,No,No,No,No,Not connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156879,10156879,house,house,218000,forsale,2430,m,semiequipped,1959,good,gas,276,2,0,,true,,,,,1,,,Antwerp,,1959,Good,3,,,,Semi equipped,,2,,,,1,,Yes,No,,,,,276 kWh/m²kilowatt hour per square meters,C,20211014-0002440548-RES-1,Not specified,Not specified,No,Gas,,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 218,000218000 €",€ 466466 €,No,Hasseltsesteenweg 17 3540- Herk-de-Stad,,289 - 1511,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081175,10081175,house,house,549000,forsale,2970,m,installed,1996,asnew,,297,4,605,,,400,true,,,1,3,,Antwerp,Immediately,1996,As new,3,3,283m²square meters,,Installed,26m²square meters,4,25m²square meters,25m²square meters,11m²square meters,2,2,,,605m²square meters,,East,50m²square meters,297 kWh/m²kilowatt hour per square meters,C,20220827-0002648054-RES-1,Not specified,Not specified,,,Yes,Yes,,,,Possible flood zone,"Living area (residential, urban or rural)","€ 549,000549000 €","€ 1,4741474 €",No,,,,Antwerp,,15 m,16 mmeters,Yes,,,,1,"Living area (residential, urban or rural)",1,No,No,,No,,,No,No,No,No,No,Connected,400m²square meters,,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,37m²square meters,,,,,,135m²square meters,Yes,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
10156428,10156428,house,townhouse,359000,forsale,2160,m,installed,,justrenovated,gas,596,4,0,,,200,,,,1,,,Antwerp,After signing the deed,,Just renovated,2,,170m²square meters,33m²square meters,Installed,,4,,,,4,4,,No,,,West,,596 kWh/m²kilowatt hour per square meters,F,0002532544-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 359,000359000 €",,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,11165 - 3596398,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,200m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138487,10138487,house,house,357000,forsale,2960,m,hyperequipped,1924,asnew,gas,523,3,433,,true,,true,,,1,,,Antwerp,To be defined,1924,As new,3,,132m²square meters,35m²square meters,Hyper equipped,12m²square meters,3,14m²square meters,14m²square meters,6m²square meters,1,1,,No,433m²square meters,,,,523 kWh/m²kilowatt hour per square meters,F,2656514,Not specified,Not specified,,Gas,Yes,,,,,Recognized flood zone,,"€ 357,000357000 €",€ 225225 €,No,Eikenlei 2 2960- Brecht / St-Job-in-'t-Goor,http://www.coga.be,4870221,Antwerp,,8.65 m,11.65 mmeters,Yes,,,,1,Urban,,,,,,5m²square meters,,,,,,,Connected,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160226,10160226,house,townhouse,425000,forsale,2180,m,hyperequipped,1963,justrenovated,gas,328,4,169,true,true,78,true,true,,1,1,,Antwerp,After signing the deed,1963,Just renovated,2,1,170m²square meters,27m²square meters,Hyper equipped,8m²square meters,4,15m²square meters,15m²square meters,9m²square meters,1,2,,,169m²square meters,,,14m²square meters,328 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,Gas,Yes,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 425,000425000 €","€ 1,0531053 €",No,Eikenlei 2 2960- Brecht / St-Job-in-'t-Goor,http://www.coga.be,4958342,Antwerp,,6.5 m,6.5 mmeters,Yes,,,,1,Isolated,,,Yes,,,11m²square meters,28m²square meters,,,,,,Connected,78m²square meters,,,,,Yes,,,Yes,,,,,,,,,,,8m²square meters,6m²square meters,,,,,58m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446515,9446515,house,chalet,209000,forsale,2870,m,semiequipped,1970,torestore,gas,1477,3,1552,,,,true,,,,4,,Antwerp,Immediately,1970,To restore,4,4,80m²square meters,,Semi equipped,6m²square meters,3,10m²square meters,8m²square meters,7m²square meters,1,1,,Yes,1552m²square meters,Yes,South,,1477 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,Gas,,Yes,Yes,No,No,Non flood zone,Leisure area,"€ 209,000209000 €",€ 101101 €,No,Hoek 12 2850- Boom,,,Antwerp,Liezele,8 m,,Yes,,,,,Countryside,,,,,,,,,,,,,Not connected,,South,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,,Vakantiedomein Walsingen,,,,,,,,,,,,,,,,,,,,
10055136,10055136,house,house,199000,forsale,2300,m,usahyperequipped,1925,tobedoneup,gas,330,2,138,,true,34,,,,,,,Antwerp,After signing the deed,1925,To be done up,2,,125m²square meters,32m²square meters,USA hyper equipped,10m²square meters,2,19m²square meters,17m²square meters,,1,1,Yes,No,138m²square meters,,,,330 kWh/m²kilowatt hour per square meters,D,20190620-0002171356-RES-1,Not specified,Not specified,,Gas,,Yes,,,,,"Living area (residential, urban or rural)","€ 199,000199000 €",€ 257257 €,No,Noord-Brabantlaan 3 2300- Turnhout,http://www.home-id.be,4865982,Antwerp,,5 m,5 mmeters,Yes,,,,,Isolated,,,,,,,,,,,,,Connected,34m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,,,1,85m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160316,10160316,house,villa,835000,forsale,2360,m,usahyperequipped,1987,good,,287,4,2500,,true,,true,,,,6,,Antwerp,After signing the deed,1987,Good,4,6,430m²square meters,50m²square meters,USA hyper equipped,30m²square meters,4,60m²square meters,60m²square meters,50m²square meters,2,3,Yes,No,2500m²square meters,,,60m²square meters,287 kWh/m²kilowatt hour per square meters,C,20221007-0002689037-RES-2,Not specified,Not specified,No,,,Yes,Yes,,No,Non flood zone,Residential park,"€ 835,000835000 €",,No,Dorp 28 2360- OUD-TURNHOUT,http://www.echovastgoed.be,4766705,Antwerp,,225 m,35 mmeters,Yes,,,,,"Living area (residential, urban or rural)",,,,,,,,Yes,,,,,Connected,,,,No,No,Yes,Yes,,Yes,Yes,,,,,,,Yes,,,,,Yes,,,1,315m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030186,10030186,house,house,225000,forsale,2490,m,semiequipped,1956,,fueloil,624,3,600,,true,,,,,2,,,Antwerp,,1956,,3,,233m²square meters,,Semi equipped,,3,,,,,2,,No,600m²square meters,,,,624 kWh/m²kilowatt hour per square meters,F,20220725-0002645476-RES-1,Not specified,Not specified,No,Fuel oil,,Yes,No,No,,Non flood zone,,"€ 225,000225000 €",€ 957957 €,No,Voogdijstraat 12 2400- Mol,http://www.vanheesimmo.be,3044 - 338,Antwerp,,,,Yes,,,,2,,,,,,,36m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124659,10124659,house,house,225000,forsale,2980,m,semiequipped,1948,torenovate,fueloil,966,2,437,,true,,true,,,,,,Antwerp,After signing the deed,1948,To renovate,3,,122m²square meters,,Semi equipped,,2,,,,1,1,Yes,No,437m²square meters,,,,966 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,Fuel oil,,Yes,No,No,,Possible flood zone,"Living area (residential, urban or rural)","€ 225,000225000 €",€ 552552 €,No,Handelslei 34 2980- Zoersel,,307 - 1541,Antwerp,,,,Yes,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103152,10103152,house,house,249000,forsale,2850,m,semiequipped,,tobedoneup,gas,327,2,0,,,,true,,,1,,,Antwerp,,,To be done up,2,,133m²square meters,,Semi equipped,7m²square meters,2,19m²square meters,14m²square meters,,1,1,,No,,,,6m²square meters,327 kWh/m²kilowatt hour per square meters,D,20220615-0002622992-RES-1,Not specified,Not specified,No,Gas,,,,,,Non flood zone,,"€ 249,000249000 €","€ 1,1721172 €",No,Strijdersstraat 8 2650- Edegem,http://www.immovivo.be,2199 - 22-20053,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071509,10071509,house,house,285000,forsale,2800,m,semiequipped,1964,good,gas,462,4,0,,,,true,,,,,,Antwerp,,1964,Good,2,,155m²square meters,,Semi equipped,17m²square meters,4,19m²square meters,16m²square meters,12m²square meters,1,2,,No,,,,14m²square meters,462 kWh/m²kilowatt hour per square meters,E,2535977,Not specified,Not specified,No,Gas,Yes,Yes,,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",€ 649649 €,No,Oude Schrieksebaan 20 2820- Bonheiden,,1706302 - 345346093,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899476,9899476,house,house,250000,forsale,2300,m,usahyperequipped,1977,good,gas,286,3,130,,,40,,,,1,1,,Antwerp,After signing the deed,1977,Good,2,1,145m²square meters,29m²square meters,USA hyper equipped,10m²square meters,3,13m²square meters,12m²square meters,10m²square meters,1,2,,No,130m²square meters,,,,286 kWh/m²kilowatt hour per square meters,C,20191001-0002200231-RES-1,Not specified,Not specified,,Gas,Yes,Yes,Yes,,No,,"Living area (residential, urban or rural)","€ 250,000250000 €",€ 627627 €,No,Noord-Brabantlaan 3 2300- Turnhout,http://www.home-id.be,4748592,Antwerp,Omgeving Turnhout,7.9 m,7.3 mmeters,Yes,,,,1,Isolated,,,,,,,,,,,,,Connected,40m²square meters,,,,,Yes,,,Yes,,,,,,,,,,,,,,,Link to the virtual visit,1,90m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071508,10071508,house,apartmentblock,285000,forsale,2800,m,semiequipped,1964,good,gas,462,4,0,,,,true,,,,,,Antwerp,,1964,Good,2,,155m²square meters,,Semi equipped,17m²square meters,4,19m²square meters,16m²square meters,12m²square meters,1,2,,No,,,,14m²square meters,462 kWh/m²kilowatt hour per square meters,E,2535977,Not specified,Not specified,No,Gas,Yes,Yes,,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",€ 649649 €,Yes,Oude Schrieksebaan 20 2820- Bonheiden,,1706221 - 345346092,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9858127,9858127,house,house,310000,forsale,2950,m,installed,,good,gas,310,3,100,,true,,true,,,,,,Antwerp,After signing the deed,,Good,2,,125m²square meters,33m²square meters,Installed,,3,,,,1,2,Yes,No,100m²square meters,,,29m²square meters,310 kWh/m²kilowatt hour per square meters,D,0002575837,Not specified,Not specified,No,Gas,Yes,,,,,,"Living area (residential, urban or rural)","€ 310,000310000 €",€ 354354 €,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,10651 - 3596476,Antwerp,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135241,10135241,house,house,339000,forsale,2040,m,installed,,good,gas,459,3,300,,true,85,true,,,1,,,Antwerp,,,Good,,,160m²square meters,70m²square meters,Installed,,3,,,,2,2,Yes,No,300m²square meters,,North,20m²square meters,459 kWh/m²kilowatt hour per square meters,E,0002589834,Not specified,Not specified,No,Gas,Yes,,,,,,"Living area (residential, urban or rural)","€ 339,000339000 €",,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,11139 - 3596535,Antwerp,,,,,,,,1,,2,,,,,,,,,,,,,85m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129543,10129543,house,townhouse,349000,forsale,2940,m,installed,1974,good,gas,253,3,0,,,270,true,,,2,,,Antwerp,,1974,Good,3,,130m²square meters,30m²square meters,Installed,,3,,,,1,2,,No,,,North West,10m²square meters,253 kWh/m²kilowatt hour per square meters,C,20220823-0002660706-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 349,000349000 €",,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,11129 - 3596691,Antwerp,,6 m,,Yes,,January 1 2023 - 12:00 AM,,2,"Living area (residential, urban or rural)",,,,,,,,,,,,,,270m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092029,10092029,house,house,325000,forsale,2180,m,notinstalled,1961,good,,380,3,0,,true,60,true,,,,,,Antwerp,Immediately,1961,Good,2,,90m²square meters,31m²square meters,Not installed,,3,,,,1,2,Yes,No,,,South West,6m²square meters,380 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,No,,Non flood zone,"Living area (residential, urban or rural)","€ 325,000325000 €",€ 726726 €,No,Theo Verellenlaan 19 2990- Wuustwezel,http://www.janssenenjanssen.be,1315027 - 1314339,Antwerp,,,30 mmeters,Yes,,,,,,,,,,,,,,,,,,,60m²square meters,,,,,,,,,,,,,,,,,,,,,,,Link to the virtual visit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094210,10094210,house,house,368000,forsale,2900,m,installed,,good,gas,418,4,220,,,125,true,,,1,2,,Antwerp,,,Good,2,2,170m²square meters,40m²square meters,Installed,,4,,,,1,2,,No,220m²square meters,,North West,15m²square meters,418 kWh/m²kilowatt hour per square meters,E,0002627696,Not specified,Not specified,No,Gas,Yes,,,,,,"Living area (residential, urban or rural)","€ 368,000368000 €",€ 894894 €,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,11086 - 3596599,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,125m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094246,10094246,house,house,369000,forsale,2650,m,semiequipped,1934,torenovate,gas,458,3,0,,true,200,,,,1,,,Antwerp,After signing the deed,1934,To renovate,2,,120m²square meters,25m²square meters,Semi equipped,,3,,,,1,1,Yes,No,,,South,,458 kWh/m²kilowatt hour per square meters,E,20220806-0002651762-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 369,000369000 €",,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,11032 - 3596663,Antwerp,,6 m,,Yes,,,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,,200m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110368,10110368,house,house,350000,forsale,2060,m,semiequipped,1899,good,gas,246,4,100,true,true,15,,,,,,,Antwerp,After signing the deed,1899,Good,2,,172m²square meters,30m²square meters,Semi equipped,12m²square meters,4,21m²square meters,11m²square meters,9m²square meters,2,2,,,100m²square meters,,West,,246 kWh/m²kilowatt hour per square meters,C,20220908-0002670667-RES-1,Not specified,Not specified,,Gas,No,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 350,000350000 €",€ 677677 €,No,,,,Antwerp,,5 m,,Yes,,,No,,Urban,,No,No,,No,40m²square meters,22m²square meters,No,Yes,No,No,No,Connected,15m²square meters,,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,16m²square meters,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134033,10134033,house,house,349500,forsale,2500,m,installed,1957,good,gas,235,2,300,,true,170,true,true,,1,1,,Antwerp,After signing the deed,1957,Good,3,1,166m²square meters,30m²square meters,Installed,6m²square meters,2,14m²square meters,14m²square meters,,1,2,Yes,No,300m²square meters,,,39m²square meters,235 kWh/m²kilowatt hour per square meters,C,20220329-0002572947-RES-2,7 kg CO₂/m²,Not specified,,Gas,Yes,Yes,No,,No,Non flood zone,"Living area (residential, urban or rural)","€ 349,500349500 €",€ 870870 €,No,Goedehoopstraat 21 2000- Anvers,http://Www.walls.be,4802186,Antwerp,2500 Lier,6 m,6 mmeters,Yes,,,,1,Urban,,,Yes,,,,,,,,,,Connected,170m²square meters,,,,No,Yes,,,Yes,,,,No,,,,,,,,5m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
