,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,TV cable,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Total ground floor buildable,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Dining room,Basement surface,Attic surface,Swimming pool,Double glazing,Available date,Office surface,Office,Thermic solar panels,Basement,Attic,Terrace,Subdivision permit,Professional space surface,Intercom,Property name,Conformity certification for fuel tanks,Extra information,Current monthly revenue,Secure access / alarm,Living room,Bedroom 5 surface,Armored door,Caretaker,Visio phone,Professional space,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Garden orientation,Terrace orientation,Heat pump,Photovoltaic solar panels,Common water heater,Agent's name,How many fireplaces?,Garden,E-level (overall energy performance),Number of annexes,Sauna,Monthly charges,Air conditioning,Jacuzzi,Internet,Type of building,Obligation to build,Isolated,Venue of the sale,Single session,Starting price,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Terms of visit,Percentage rented,Maximum duration of annuity,Age of annuitants
9890738,9890738,house,house,399000,forsale,1472,m,usahyperequipped,2019,asnew,gas,,3,0,,,,,,,,,,Waloon Brabant,,,2019,As new,7 m,3,,,,,,,USA hyper equipped,,3,14m²square meters,13m²square meters,12m²square meters,,2,,2,No,,,,,,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,Extended residential area,"€ 399,000399000 €",,No,Avenue Bel Air 81 1970- Wezembeek-Oppem,,spir219,Waloon Brabant,,,,No,Yes,,,No,,,,,,,Yes,,No,,,Yes,,,,No,Yes,,No,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,
10065211,10065211,house,villa,675000,forsale,1370,m,usahyperequipped,2004,good,,142,6,900,true,true,900,true,true,true,1,4,,Waloon Brabant,After signing the deed,,2004,Good,,4,1,4,,,310m²square meters,37m²square meters,USA hyper equipped,17m²square meters,6,42m²square meters,40m²square meters,25m²square meters,13m²square meters,2,2,2,,900m²square meters,,Connected,Yes,900m²square meters,100m²square meters,,,Yes,142 kWh/m²kilowatt hour per square meters,B,20220629029179,Not specified,61239 kWh/year,,,,,,,,,"€ 675,000675000 €","€ 1,8441844 €",No,Chaussée de Tirlemont 1 1370- Jodoigne,http://www.century21.be/sb,4868550,Waloon Brabant,Yes,,,Yes,Yes,,10m²square meters,Yes,Yes,Yes,Yes,,,,,,,,,,,13m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073051,10073051,house,house,519000,forsale,1410,m,installed,1978,,,290,3,386,,true,310,true,,,1,,,Waloon Brabant,,,1978,,,3,1,,,,150m²square meters,37m²square meters,Installed,,3,,,,,1,1,2,No,386m²square meters,,,,310m²square meters,40m²square meters,,,,290 kWh/m²kilowatt hour per square meters,D,20220624009046,Not specified,43485 kWh/year,No,,,,,,,,"€ 519,000519000 €","€ 1,9311931 €",No,Avenue d'Hyon 1 7000-Mons,http://www.bierlaire.be,1004190-1,Waloon Brabant,,,,,Yes,January 31 2023 - 12:00 AM,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,Laurent BIERLAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141593,10141593,house,house,285000,forsale,1480,m,notinstalled,,good,,336,4,0,,true,,,,,,,,Waloon Brabant,,,,Good,,2,,,,,170m²square meters,,Not installed,,4,,,,,1,1,,No,,,,,,,,,,336 kWh/m²kilowatt hour per square meters,D,20161216007351,Not specified,Not specified,No,,,,,,,,"€ 285,000285000 €",,No,Rue de Bruxelles 295 A 1480- Tubize,http://www.century21.be/excellent-tubize,5438 - 87459991,Waloon Brabant,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110300,10110300,house,villa,665000,forsale,1410,m,installed,1987,tobedoneup,fueloil,,4,1000,,true,1,true,true,true,,,,Waloon Brabant,After signing the deed,,1987,To be done up,,4,,,,,310m²square meters,,Installed,,4,,,,,1,,2,,1000m²square meters,,,No,1m²square meter,1m²square meter,No,No,No,Not specified,C,20220708006052,Not specified,Not specified,,Fuel oil,,,,,,,"€ 665,000665000 €",,No,,,,Waloon Brabant,Yes,,,Yes,No,,,Yes,No,Yes,,,,,No,,,,,No,Yes,,No,No,No,Yes,Yes,Yes,No,No,No,No,,,No,No,No,,,,,,No,,No,No,No,All kind,,,,,,,,,,,,,,,,,
10024058,10024058,house,mansion,595000,forsale,1420,m,hyperequipped,,good,gas,,5,0,,true,60,true,true,,,,,Waloon Brabant,After signing the deed,,,Good,,3,,,Urban,,329m²square meters,30m²square meters,Hyper equipped,,5,,,,,3,,4,,,,Connected,Yes,60m²square meters,32m²square meters,,,,Not specified,F,20220502023217,Not specified,Not specified,,Gas,,,,,,,"€ 595,000595000 €",,No,,,,Waloon Brabant,Yes,90m²square meters,,,Yes,,24m²square meters,Yes,No,,,,,,,,,,,,,,No,,,Yes,No,,No,No,No,No,South West,South West,No,No,No,,1,,,,,,,,,All kind,,,,,,,,,,,,,,,,,
10097272,10097272,house,villa,995000,forsale,1380,m,hyperequipped,1971,asnew,wood,,5,2445,true,,,true,,,2,5,,Waloon Brabant,Immediately,,1971,As new,,4,2,5,,,290m²square meters,,Hyper equipped,,5,28m²square meters,18m²square meters,17m²square meters,16m²square meters,2,1,4,,2445m²square meters,,,Yes,,50m²square meters,,,Yes,Not specified,D,Not specified,Not specified,337 kWh/year,,Wood,,,,,,"Living area (residential, urban or rural)","€ 995,000995000 €",,,Avenue Louise 523 1050- Bruxelles,,,Waloon Brabant,,,,,Yes,,,,,,Yes,,,50m²square meters,Yes,,,,,Yes,,15m²square meters,,,Yes,Yes,,Yes,,,,Yes,South East,South East,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9340516,9340516,house,villa,330000,forsale,1480,m,installed,2021,asnew,,,4,500,,,500,true,,,,,1,Waloon Brabant,At delivery,,2021,As new,,4,,,,,160m²square meters,50m²square meters,Installed,,4,15m²square meters,12m²square meters,10m²square meters,9m²square meters,1,1,1,No,500m²square meters,,,,500m²square meters,30m²square meters,No,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 330,000330000 €",,No,Rue du Virginal 83 7090- Hennuyères,http://www.inmgroup.be,4274137,Waloon Brabant,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158271,10158271,house,house,320000,forsale,1350,m,installed,2021,,gas,,3,897,,,,true,,,,2,,Waloon Brabant,After signing the deed,,2021,,,3,,2,"Living area (residential, urban or rural)",,,,Installed,,3,,,,,1,,2,,897m²square meters,,,Yes,,,,,,Not specified,B,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 320,000320000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Waloon Brabant,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088646,10088646,house,house,165000,forsale,1430,m,notinstalled,,torenovate,fueloil,167,4,0,,true,,,,,,,,Waloon Brabant,,,,To renovate,,,,,,,183m²square meters,,Not installed,,4,,,,,1,,1,No,,,,,,,,,,167 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,50120 kWh/year,No,Fuel oil,,,,,,,"€ 165,000165000 €",,No,Rue de Bruxelles 295 A 1480- Tubize,http://www.century21.be/excellent-tubize,5339 - 87459983,Waloon Brabant,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165481,10165481,house,house,455000,forsale,1410,m,usainstalled,,good,gas,,4,417,,true,,,,,1,2,,Waloon Brabant,After signing the deed,,,Good,,3,1,2,,,157m²square meters,42m²square meters,USA installed,20m²square meters,4,11m²square meters,7m²square meters,11m²square meters,13m²square meters,1,,1,No,417m²square meters,,Not connected,Yes,,,,,,Not specified,A++,20220927022360,Not specified,Not specified,,Gas,,,No,,Non flood zone,,"€ 455,000455000 €","€ 1,8051805 €",No,Rue du Bois des Pauvres 21450- Chastre,http://www.a-immo.be,AV22MP,Waloon Brabant,Yes,,,,Yes,,,,,Yes,,,No,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,,,,24030,,,,,,,,No,,,,,,,,,,,,,,,,
10150630,10150630,house,exceptionalproperty,1825000,forsale,1370,m,hyperequipped,,asnew,fueloil,242,10,9928,true,true,,true,true,,2,15,,Waloon Brabant,,,,As new,50 m,4,2,15,,,2400m²square meters,80m²square meters,Hyper equipped,20m²square meters,10,32m²square meters,32m²square meters,14m²square meters,25m²square meters,3,,5,,9928m²square meters,70 mmeters,,No,,,,,Yes,242 kWh/m²kilowatt hour per square meters,C,20210726010666,Not specified,186645 kWh/year,,Fuel oil,,1000m²square meters,,,,,"€ 1,825,0001825000 €",,No,Chaussée de Tirlemont 1 1370- Jodoigne,http://www.century21.be/sb,4962406,Waloon Brabant,Yes,,,,Yes,,65m²square meters,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007743,10007743,house,house,170000,forsale,1400,m,,,tobedoneup,gas,320,4,0,true,true,,true,,,,,,Waloon Brabant,After signing the deed,,,To be done up,,2,,,,,,20m²square meters,,17m²square meters,4,10m²square meters,12m²square meters,17m²square meters,17m²square meters,1,,1,No,,,Connected,Yes,,,,,,320 kWh/m²kilowatt hour per square meters,D,20220704012930,Not specified,40502 kWh/year,,Gas,,,,,Non flood zone,,"Make an offer starting from€ 170,000Make an offer starting from170000 €",€ 542542 €,No,Chée de Nivelles 167 7181- Arquennes (Nivelles),http://www.housy.be,4840561,Waloon Brabant,,42m²square meters,16m²square meters,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121597,10121597,house,exceptionalproperty,1050000,forsale,1360,m,notinstalled,1940,tobedoneup,,469,12,12900,,,,,,,2,30,,Waloon Brabant,To be defined,,1940,To be done up,,4,2,30,,,860m²square meters,,Not installed,,12,,,,,,,4,,12900m²square meters,,Not connected,No,,,No,,,469 kWh/m²kilowatt hour per square meters,F,20201210021809,Not specified,Not specified,,,,960m²square meters,,,,,"€ 1,050,0001050000 €",,No,"Av. de Broqueville, 57 Bte 18 1200- Bruxelles",,4935067,Waloon Brabant,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124727,10124727,house,villa,399000,forsale,1357,m,,1991,tobedoneup,fueloil,390,4,2020,true,true,2020,true,,,,,,Waloon Brabant,,,1991,To be done up,,4,,,,,175m²square meters,30m²square meters,,17m²square meters,4,15m²square meters,18m²square meters,19m²square meters,11m²square meters,2,2,2,,2020m²square meters,,Connected,No,2020m²square meters,40m²square meters,,,Yes,390 kWh/m²kilowatt hour per square meters,E,20220916008063,Not specified,76614 kWh/year,,Fuel oil,,,,,,,"€ 399,000399000 €","€ 1,3411341 €",No,Chaussée de Tirlemont 1 1370- Jodoigne,http://www.century21.be/sb,4906123,Waloon Brabant,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093948,10093948,house,townhouse,460000,forsale,1420,m,installed,,asnew,electric,,5,324,,,50,true,,,2,4,,Waloon Brabant,To be defined,,,As new,7.5 m,3,2,4,,,250m²square meters,30m²square meters,Installed,10m²square meters,5,50m²square meters,20m²square meters,15m²square meters,12m²square meters,1,1,2,No,324m²square meters,,Connected,Yes,50m²square meters,20m²square meters,,,,Not specified,Not specified,en cours,Not specified,Not specified,,Electric,,,,,,"Living area (residential, urban or rural)","€ 460,000460000 €","€ 2,0722072 €",,Rue du Hainaut 35 1420- Braine-l'Alleud,,,Waloon Brabant,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,10m²square meters,,,,,,Yes,,,,,,North East,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9964561,9964561,house,villa,1250000,forsale,1380,m,hyperequipped,1995,asnew,fueloil,282,4,2100,,true,,true,,,2,3,,Waloon Brabant,Depending on the tenant,,1995,As new,,4,2,3,,,323m²square meters,54m²square meters,Hyper equipped,30m²square meters,4,18m²square meters,27m²square meters,9m²square meters,20m²square meters,2,1,3,No,2100m²square meters,,Connected,,,75m²square meters,,,,282 kWh/m²kilowatt hour per square meters,D,20131024021236,70 kg CO₂/m²,Not specified,,Fuel oil,,,,,,"Living area (residential, urban or rural)","€ 1,250,0001250000 €",,No,Chaussée de Louvain 542 1380- Ohain,,,Waloon Brabant,Yes,20m²square meters,,,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,,Fabienne Peeterbroek,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10141610,10141610,house,house,350000,forsale,1480,m,installed,,good,fueloil,513,3,0,,,,,,,1,1,,Waloon Brabant,After signing the deed,,,Good,,,1,1,,,,,Installed,,3,,,,,1,1,2,No,,,,,,,,,,513 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,No,Fuel oil,,,,,,,"€ 350,000350000 €","€ 1,1351135 €",No,Rue de Bruxelles 295 A 1480- Tubize,http://www.century21.be/excellent-tubize,5428 - 87460002,Waloon Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141591,10141591,house,villa,575000,forsale,1420,m,installed,1971,,fueloil,350,5,0,,,,,,,1,,,Waloon Brabant,After signing the deed,,1971,,,,1,,,,,,Installed,,5,,,,,2,,1,No,,,,,,,,,,350 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Fuel oil,,,,,,,"€ 575,000575000 €",,No,Rue de Bruxelles 295 A 1480- Tubize,http://www.century21.be/excellent-tubize,5422 - 87460006,Waloon Brabant,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10159026,10159026,house,house,240000,forsale,1320,m,installed,1980,,fueloil,522,3,437,,,,true,,,,,,Waloon Brabant,After signing the deed,,1980,,,2,,,,,130m²square meters,31m²square meters,Installed,10m²square meters,3,17m²square meters,14m²square meters,14m²square meters,,1,,2,No,437m²square meters,,,,,,,,,522 kWh/m²kilowatt hour per square meters,G,20220329013803,11525 kg CO₂/m²,68364 kWh/year,No,Fuel oil,,,,,,,"€ 240,000240000 €","€ 1,0631063 €",No,"Avenue des Combattants, 9 1370- Jodoigne",http://www.atomeimmobilier.be,-1-1,Waloon Brabant,,,,,Yes,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,,Thomas Kinart,,,,,,,,,,,,,,,,,,,,,,,,,,,
9968130,9968130,house,house,175000,forsale,1430,m,,,torenovate,,,3,250,,,,,,,,,,Waloon Brabant,After signing the deed,,,To renovate,,2,,,,,145m²square meters,,,,3,,,,,1,,2,,250m²square meters,,Connected,Yes,,,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 175,000175000 €",,No,,,,Waloon Brabant,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,No,No,No,No,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,
10055980,10055980,house,house,320000,forsale,1332,m,semiequipped,,tobedoneup,,230,1,0,,true,44,true,,,,,,Waloon Brabant,After signing the deed,,,To be done up,,2,,,,,167m²square meters,35m²square meters,Semi equipped,,1,38m²square meters,,,,,2,2,,,,,,44m²square meters,9m²square meters,,,,230 kWh/m²kilowatt hour per square meters,C,20150114033059,Not specified,38429 kWh/year,,,,,,,,,"€ 320,000320000 €","€ 1,6761676 €",No,rue du Moulin 4 1340- Ottignies,http://www.bureaugp.be,4853064,Waloon Brabant,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100007,10100007,house,house,370000,forsale,1457,m,installed,,,electric,414,0,112,,,,,,,,,,Waloon Brabant,,,,,,2,,,,,162m²square meters,,Installed,,,,,,,,,,No,112m²square meters,,,,,,,,,414 kWh/m²kilowatt hour per square meters,E,20220714022884,Not specified,Not specified,No,Electric,,,,,,,"€ 370,000370000 €","€ 1,5141514 €",No,"Avenue du Centre Sportif, 1 1300- Wavre",http://www.blueimmo.be,2207052M2FB2C3,Waloon Brabant,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,Nathalie Demortier,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047799,10047799,house,apartmentblock,370000,forsale,1457,m,installed,,,electric,414,0,112,,,,,,,,,,Waloon Brabant,,,,,,2,,,,,162m²square meters,,Installed,,,,,,,,,,No,112m²square meters,,,,,,,,,414 kWh/m²kilowatt hour per square meters,E,20220714022652,Not specified,Not specified,No,Electric,,,,,,,"€ 370,000370000 €","€ 1,5141514 €",Yes,"Avenue du Centre Sportif, 1 1300- Wavre",http://www.blueimmo.be,2207052M2FB2C,Waloon Brabant,,,,,Yes,,,,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,,No,No,,Nathalie Demortier,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159461,10159461,house,house,255000,forsale,1460,m,installed,,good,gas,391,2,0,,,,,,,,,,Waloon Brabant,,,,Good,,2,,,,,,,Installed,,2,,,,,1,,1,No,,,,,,,,,,391 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Gas,,,,,,,"€ 255,000255000 €",,No,Avenue Winston Churchill 192 1180- Uccle,http://www.century21excellent.be,5450 - 87460011,Waloon Brabant,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023371,10023371,house,house,75000,forsale,1350,m,,,,,,1,550,,,,,,,,,,Waloon Brabant,,,,,,,,,,,,,,,1,,,,,,,,No,550m²square meters,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,,,,,,"Make an offer starting from€ 75,000Make an offer starting from75000 €",,No,Rue de Landen 354280- Hannut,,393 - 1574,Waloon Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167179,10167179,house,house,280000,forsale,1480,m,semiequipped,,good,fueloil,400,3,225,,true,,,,,,,,Waloon Brabant,,,,Good,,,,,,,290m²square meters,,Semi equipped,,3,,,,,1,1,2,No,225m²square meters,,,,,,,,,400 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Fuel oil,,,,,,,"€ 280,000280000 €","€ 1,4471447 €",Yes,Rue De Mons 46 1480- Tubize,http://www.treviconseil.be,3653 - 2507,Waloon Brabant,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033297,10033297,house,house,375000,forsale,1370,m,usahyperequipped,,good,gas,198,4,520,,,520,true,,,1,3,,Waloon Brabant,,,,Good,,3,1,3,,,125m²square meters,31m²square meters,USA hyper equipped,13m²square meters,4,13m²square meters,11m²square meters,10m²square meters,10m²square meters,1,1,2,,520m²square meters,,Connected,Yes,520m²square meters,25m²square meters,,,Yes,198 kWh/m²kilowatt hour per square meters,C,20180418008586,Not specified,29228 kWh/year,,Gas,,,,,,,"€ 375,000375000 €","€ 1,1671167 €",No,Chaussée de Tirlemont 1 1370- Jodoigne,http://www.century21.be/sb,4807514,Waloon Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165551,10165551,house,house,675000,forsale,1380,m,installed,,,gas,,5,649,,,,true,,,2,,,Waloon Brabant,,,,,,3,2,,,,460m²square meters,,Installed,,5,,,,,5,,,No,649m²square meters,,,,,50m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,,,,,,,"€ 675,000675000 €",,No,Rue Faider 11 1060- St-Gilles,http://www.eurostates.be,6473,Waloon Brabant,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,Sébastien TAILLIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,
10038357,10038357,house,villa,395000,forsale,1360,m,usahyperequipped,,good,fueloil,595,4,678,,true,678,true,,,,2,,Waloon Brabant,After signing the deed,,,Good,,4,,2,,,135m²square meters,32m²square meters,USA hyper equipped,12m²square meters,4,14m²square meters,16m²square meters,13m²square meters,10m²square meters,1,1,1,,678m²square meters,,Connected,No,678m²square meters,25m²square meters,,,Yes,595 kWh/m²kilowatt hour per square meters,G,20220719005114,Not specified,86793 kWh/year,,Fuel oil,,,,,,,"€ 395,000395000 €",€ 827827 €,No,Chaussée de Tirlemont 1 1370- Jodoigne,http://www.century21.be/sb,4850992,Waloon Brabant,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9153022,9153022,house,exceptionalproperty,378900,forsale,1480,m,hyperequipped,2017,,gas,230,3,250,true,true,150,true,,,1,,,Waloon Brabant,,,2017,,,2,1,,,,200m²square meters,80m²square meters,Hyper equipped,20m²square meters,3,16m²square meters,14m²square meters,10m²square meters,,1,1,1,No,250m²square meters,,,,150m²square meters,50m²square meters,No,,,230 kWh/m²kilowatt hour per square meters,C,20160902012507,Not specified,38990 kWh/year,,Gas,,,,,,,"€ 378,900378900 €",,No,Rue du Virginal 83 7090- Hennuyères,http://www.inmgroup.be,4252206,Waloon Brabant,,,,,Yes,,,,,Yes,Yes,,,60m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9806684,9806684,house,mixedusebuilding,600000,forsale,1310,m,,,good,gas,,0,0,,true,,true,,,3,,,Waloon Brabant,Depending on the tenant,,,Good,,3,3,,Urban,,,,,,,,,,,,,,,,,Connected,Yes,,,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,,"€ 600,000600000 €","€ 1,3801380 €",Yes,Rue de Namur 167 1300- Wavre,http://www.capsud.be,4638676,Waloon Brabant,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150971,10150971,house,countrycottage,410000,forsale,1370,m,installed,,,fueloil,140,3,868,,,,true,,true,,,,Waloon Brabant,,,,,,3,,,,,230m²square meters,53m²square meters,Installed,19m²square meters,3,20m²square meters,,,,1,1,2,No,868m²square meters,,Connected,,,60m²square meters,,,Yes,140 kWh/m²kilowatt hour per square meters,B,20220926016763,8 kg CO₂/m²,34634 kWh/year,No,Fuel oil,,,,,,,"€ 410,000410000 €",€ 788788 €,No,"Avenue des Combattants, 9 1370- Jodoigne",http://www.atomeimmobilier.be,1725,Waloon Brabant,,,,Yes,No,June 15 2023 - 12:00 AM,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,Jeremy Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033296,10033296,house,villa,759000,forsale,1370,m,usahyperequipped,,good,fueloil,266,6,5965,true,true,5965,true,true,true,2,6,,Waloon Brabant,After signing the deed,,,Good,,4,2,6,,,250m²square meters,40m²square meters,USA hyper equipped,21m²square meters,6,10m²square meters,13m²square meters,13m²square meters,18m²square meters,1,1,2,,5965m²square meters,,Connected,No,5965m²square meters,50m²square meters,,,Yes,266 kWh/m²kilowatt hour per square meters,D,20220201004480,Not specified,92912 kWh/year,,Fuel oil,,,,,,,"€ 759,000759000 €","€ 1,1521152 €",No,Chaussée de Tirlemont 1 1370- Jodoigne,http://www.century21.be/sb,4805009,Waloon Brabant,Yes,,,Yes,,,10m²square meters,Yes,Yes,Yes,Yes,,,,,,,,,,,15m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108462,10108462,house,house,245000,forsale,1370,m,,,tobedoneup,fueloil,417,4,0,true,true,,true,,,,,,Waloon Brabant,After signing the deed,,,To be done up,,2,,,,,,32m²square meters,,23m²square meters,4,13m²square meters,14m²square meters,18m²square meters,6m²square meters,1,,2,,,,Connected,,,20m²square meters,,,,417 kWh/m²kilowatt hour per square meters,E,20220802012443,Not specified,71901 kWh/year,,Fuel oil,,,,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 245,000Make an offer starting from245000 €",€ 805805 €,No,"avenue Hubert Jacobs, 18 1360- Perwez",,,Waloon Brabant,Yes,36m²square meters,,,Yes,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,No,,,Jean FOSSOUL,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139696,10139696,house,house,260000,forsale,1357,m,,,,,719,4,2002,,true,,,,,,,,Waloon Brabant,After signing the deed,,,,,4,,,,,,,,,4,,,,,1,,1,,2002m²square meters,,,,,,,,,719 kWh/m²kilowatt hour per square meters,G,20220531003058,Not specified,90902 kWh/year,,,,,No,No,,"Living area (residential, urban or rural)","€ 260,000260000 €",€ 944944 €,No,"Rue de Landen, 76A, 91 4280- HANNUT",,,Waloon Brabant,Yes,,,,,,,,,Yes,,,No,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,Marine CLOUX,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074953,10074953,house,house,250000,forsale,1400,m,installed,1957,,gas,359,2,144,,true,,,,,1,,,Waloon Brabant,After signing the deed,,1957,,,2,1,,,,160m²square meters,37m²square meters,Installed,,2,16m²square meters,13m²square meters,,,1,,2,No,144m²square meters,,,,,,,,,359 kWh/m²kilowatt hour per square meters,E,20220817021996,66 kg CO₂/m²,59473 kWh/year,No,Gas,,,,,,,"€ 250,000250000 €","€ 1,2071207 €",No,Rue de la Station 45 7090- Braine-le-Comte,http://www.immoparis.be,4016,Waloon Brabant,,,,,No,,,,No,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,No,No,,Nicolas LENOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,
