,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room,Kitchen type,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Basement surface,Attic surface,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Planning permission obtained,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Neighbourhood or locality,Living room surface,Dining room,Kitchen surface,Shower rooms,Office surface,Office,Professional space surface,Basement,Attic,Furnished,Terrace surface,Double glazing,Garden orientation,As built plan,Secure access / alarm,Garden,Intercom,E-level (overall energy performance),Thermic solar panels,Visio phone,How many fireplaces?,Conformity certification for fuel tanks,Agent's name,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Dressing room,Laundry room,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Heat pump,Photovoltaic solar panels,Common water heater,Value of the property,Current monthly revenue,Professional space,Terrace orientation,Jacuzzi,Sauna,Internet,Type of building,Obligation to build,Monthly charges,Air conditioning,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Isolated,Number of annexes,Property name,Monthly rental price
9788538,9788538,house,house,309000,forsale,4430,l,hyperequipped,,asnew,gas,215,3,205,,true,,true,true,,,2,,Liege,After signing the deed,,As new,,2,,2,"Living area (residential, urban or rural)",,170m²square meters,,Hyper equipped,3,35m²square meters,12m²square meters,14m²square meters,,,3,,,,205m²square meters,,Connected,Yes,,Yes,No,No,Yes,No,215 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,44214 kWh/year,Gas,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 309,000309000 €","€ 1,0481048 €",No,Chaussée Verte nr 94/6 4367- Crisnée,,4679878,Liege,,Grand Liège,28m²square meters,,22m²square meters,,9m²square meters,Yes,,Yes,,No,,Yes,,No,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10054736,10054736,house,house,315000,forsale,4570,l,,,asnew,pellet,89,3,1197,,,1,true,,,1,2,,Liege,,,As new,,3,1,2,Countryside,,156m²square meters,,,3,,,,,,1,2,,,1197m²square meters,,,Yes,1m²square meter,,,,,,89 kWh/m²kilowatt hour per square meters,B,20140630007673,Not specified,Not specified,Pellet,,,,,,,,"€ 315,000315000 €",,No,,,,Liege,,,,,,,,No,,,,,1m²square meter,No,,,,,,,No,,,,,,,,,,,,,,No,,No,No,No,No,No,,No,Yes,No,,,No,,,,,All kind,,,,,,,,,,,,
10120158,10120158,house,house,316000,forsale,4960,l,,1960,good,fueloil,,3,0,true,true,600,true,true,,2,1,,Liege,Immediately,1960,Good,11 m,4,2,1,Mall,,200m²square meters,Yes,,3,,,,,,2,2,,,,,Connected,Yes,600m²square meters,,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,Yes,,,,No,Non flood zone,,"€ 316,000316000 €","€ 1,0161016 €",No,,,,Liege,,,,Yes,,,,Yes,,Yes,Yes,,1m²square meter,No,South,,No,,No,,No,No,1,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,,,Yes,South,No,No,Yes,,,,No,,,,,,,,,
9854279,9854279,house,house,323400,forsale,4550,l,installed,2019,,gas,129,3,0,,,22,true,,,,,,Liege,To be defined,2019,,,4,,,Countryside,,158m²square meters,,Installed,3,19m²square meters,12m²square meters,12m²square meters,,,,2,,,,,,,22m²square meters,,Yes,,,,129 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,,,,,,,,"€ 323,400323400 €",,No,30 Rue de Villers 4520- Vinalmont,,Les Jardins de Tinlot - A02 Nandrin,Liege,,,49m²square meters,,,2,,,,,,No,9m²square meters,Yes,South West,No,,,Yes,,No,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,
9854278,9854278,house,house,323400,forsale,4557,l,installed,2019,,gas,129,3,0,,,22,true,,,,,,Liege,To be defined,2019,,,4,,,Countryside,,158m²square meters,,Installed,3,19m²square meters,12m²square meters,12m²square meters,,,,2,,,,,,,22m²square meters,,Yes,,,,129 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,,,,,,,,"€ 323,400323400 €",,No,30 Rue de Villers 4520- Vinalmont,,Les Jardins de Tinlot - A02 Fraiture,Liege,,,49m²square meters,,,2,,,,,,No,9m²square meters,Yes,South West,No,,,Yes,,No,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,
9863630,9863630,house,house,359000,forsale,4100,l,installed,,justrenovated,gas,475,3,0,,,977,,,,,,,Liege,,,Just renovated,,4,,,,,120m²square meters,,Installed,3,16m²square meters,13m²square meters,9m²square meters,,,,,,,,,,Yes,977m²square meters,,,,,,475 kWh/m²kilowatt hour per square meters,F,20191222005792,Not specified,50836 kWh/year,Gas,,,,,,,,"€ 359,000359000 €","€ 1,1101110 €",No,Route du Condroz 94 4121- Neupré,http://www.immocosy.be,1510 - 132,Liege,,,,,,,,,,,,No,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10085106,10085106,house,house,340000,forsale,4420,l,installed,,asnew,gas,201,4,0,,,20,true,,true,,,,Liege,After signing the deed,,As new,,3,,,,,150m²square meters,,Installed,4,12m²square meters,11m²square meters,10m²square meters,7m²square meters,,3,3,,,,,Connected,No,20m²square meters,,No,No,Yes,Yes,201 kWh/m²kilowatt hour per square meters,C,20220830000259,Not specified,Not specified,Gas,Yes,,Yes,No,,,,"€ 340,000340000 €",,No,,,,Liege,,,14m²square meters,Yes,15m²square meters,,,No,,,,,28m²square meters,Yes,,,Yes,,Yes,,No,No,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,,,No,,No,No,Yes,All kind,,,Yes,,,,,,,,,
10016847,10016847,house,villa,399000,forsale,4877,l,installed,,asnew,fueloil,167,5,860,true,true,,true,true,,2,5,,Liege,Depending on the tenant,,As new,,3,2,5,Isolated,,200m²square meters,,Installed,5,12m²square meters,13m²square meters,11m²square meters,16m²square meters,19m²square meters,2,,,,860m²square meters,,,No,,,,,Yes,,167 kWh/m²kilowatt hour per square meters,B,20170618006741,Not specified,58787 kWh/year,Fuel oil,,,,,,,,"Make an offer starting from€ 399,000Make an offer starting from399000 €","€ 1,4591459 €",No,Voie de L'air Pur 211 4052- Beaufays,http://www.immored.be,4844060,Liege,,,13m²square meters,Yes,,,12m²square meters,Yes,,Yes,Yes,,41m²square meters,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074258,10074258,house,house,429000,forsale,4607,l,installed,2011,,,129,3,910,,,,,,,1,1,,Liege,,2011,,,4,1,1,,,181m²square meters,,Installed,3,,,,,,1,1,,,910m²square meters,,,,,,,,,,129 kWh/m²kilowatt hour per square meters,B,20191009001425,37 kg CO₂/m²,23309 kWh/year,,,,,,,,,"€ 429,000429000 €","€ 1,1501150 €",No,Avenue Franklin Roosevelt 22A 4600- Visé,http://www.waucomont.be,W3393,Liege,,,55m²square meters,,,,,,,,,No,,No,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,
9992342,9992342,house,mixedusebuilding,475000,forsale,4040,l,,,,gas,128,2,770,,true,80,true,true,,,,,Liege,,,,,2,,,,,481m²square meters,,,2,19m²square meters,18m²square meters,,,,2,2,,,770m²square meters,,Connected,Yes,80m²square meters,,No,No,Yes,No,128 kWh/m²kilowatt hour per square meters,B,20220625006808,Not specified,8968 kWh/year,Gas,,,,,,,,"Make an offer starting from€ 475,000Make an offer starting from475000 €","€ 3,5003500 €",Yes,Grand Route 260 4400- Flémalle,http://www.bhsgroup.be,4807521,Liege,,,30m²square meters,,12m²square meters,2,12m²square meters,Yes,,Yes,,No,30m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9675317,9675317,house,house,459000,forsale,4470,l,installed,,torenovate,fueloil,509,3,5000,true,true,,true,true,,1,50,,Liege,After signing the deed,,To renovate,,4,1,50,Countryside,,155m²square meters,,Installed,3,12m²square meters,15m²square meters,10m²square meters,,,2,,,,5000m²square meters,,,No,,Yes,,No,Yes,,509 kWh/m²kilowatt hour per square meters,F,20201222012498,Not specified,105675 kWh/year,Fuel oil,,,No,No,No,Non flood zone,,"€ 459,000459000 €",€ 494494 €,No,Chaussée Verte nr 94/6 4367- Crisnée,,4612088,Liege,,,30m²square meters,,14m²square meters,1,,Yes,,Yes,Yes,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9893810,9893810,house,villa,595000,forsale,4052,l,installed,1974,asnew,electric,491,4,0,true,,,true,,,1,,,Liege,To be defined,1974,As new,,4,1,,Isolated,,230m²square meters,,Installed,4,21m²square meters,16m²square meters,21m²square meters,16m²square meters,,2,,,,,,,No,,,No,Yes,Yes,,491 kWh/m²kilowatt hour per square meters,F,20220503001758,Not specified,125918 kWh/year,Electric,,,,,,Non flood zone,,"€ 595,000595000 €","€ 1,5831583 €",No,Voie de l'Ardenne 1794053- Embourg,http://www.bourse-immobiliere.be,4735823,Liege,,Grand Liège,51m²square meters,,16m²square meters,,,,,,Yes,No,35m²square meters,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019415,10019415,house,house,640000,forsale,4800,l,hyperequipped,,good,gas,360,8,1161,true,true,650,true,true,,,5,,Liege,After signing the deed,,Good,,4,,5,Urban,,396m²square meters,,Hyper equipped,8,16m²square meters,17m²square meters,15m²square meters,15m²square meters,21m²square meters,4,,,,1161m²square meters,,Connected,Yes,650m²square meters,,No,No,,,360 kWh/m²kilowatt hour per square meters,E,20220713006657,Not specified,190044 kWh/year,Gas,,,,,,,,"€ 640,000640000 €",,No,Rue des Raines 1 4800- Verviers,http://www.myplace.immo,4840572,Liege,,,31m²square meters,Yes,24m²square meters,4,,Yes,,Yes,Yes,No,78m²square meters,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005065,10005065,house,exceptionalproperty,755000,forsale,4987,l,installed,1992,good,fueloil,282,10,3510,true,true,,true,true,true,2,10,,Liege,After signing the deed,1992,Good,,4,2,10,,Link to the virtual visit,,,Installed,10,,,,,,7,,,,3510m²square meters,,,,,Yes,,,,Yes,282 kWh/m²kilowatt hour per square meters,D,"20200602017642,",Not specified,84585 kWh/year,Fuel oil,,358m²square meters,,,,,,"€ 755,000755000 €","€ 2,3022302 €",No,Avenue Louis Libert 1 4920- Aywaille,http://www.schmidtimmo.be,4839385,Liege,,,149m²square meters,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129482,10129482,house,house,625000,forsale,4950,l,installed,2002,good,fueloil,,5,3100,,,2500,true,,,,,,Liege,To be defined,2002,Good,18 m,4,,,,,330m²square meters,,Installed,5,16m²square meters,12m²square meters,13m²square meters,13m²square meters,18m²square meters,3,4,,,3100m²square meters,,Not connected,Yes,2500m²square meters,,No,No,Yes,No,Not specified,C,20200223011075,Not specified,Not specified,Fuel oil,Yes,,Yes,,No,Non flood zone,"Living area (residential, urban or rural)","€ 625,000625000 €","€ 1,5021502 €",No,,,,Liege,,,29m²square meters,Yes,14m²square meters,2,,No,,,,Yes,40m²square meters,Yes,South,,Yes,,No,,No,No,1,,,,,,,,,,,,No,,No,Yes,No,No,Yes,No,No,No,No,,,No,South,No,No,Yes,,No,,No,,,,,,,,,
10095200,10095200,housegroup,housegroup,305000-465000,forsale,4821,l,,,,,,,,,,,,,,,,1,Liege,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,No,rue Slar 49 4801- Stembert,http://www.greenconstruct.be,,Liege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558372,9558372,housegroup,housegroup,275000-389000,forsale,4670,l,,,,,,,,,,,,,,,,1,Liege,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,,,,,,,,,No,"Rue Henri Goossens, 7 4431- Loncin",http://www.hobeco-group.com,,Liege,,Place Diabolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10068716,10068716,housegroup,housegroup,376250-490200,forsale,4607,l,,,,,,,,,,,,,,,,1,Liege,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,No,Voie de L'air Pur 211 4052- Beaufays,http://www.immored.be,4881811,Liege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123827,10123827,housegroup,housegroup,379000-467500,forsale,4367,l,,,,,,,,,,,,,,,1,1,Liege,,,,,,,1,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,No,Rue de la Fontaine 3 4880- Aubel,http://www.etiennepiron.be,4935153,Liege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10059686,10059686,house,house,384713,forsale,4840,l,usahyperequipped,,,,,3,246,true,,,true,,,1,1,1,Liege,After signing the deed,,,,2,1,1,,,141m²square meters,,USA hyper equipped,3,14m²square meters,15m²square meters,20m²square meters,,,1,2,,,246m²square meters,,Connected,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 384,713384713 €",,No,Voie de Liège 104 4840- Welkenraedt,http://www.batico.be,4868639,Liege,,,29m²square meters,,10m²square meters,,,,,,Yes,,24m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080469,10080469,house,house,433928,forsale,4840,l,usahyperequipped,,,,,4,441,true,,,true,,,1,1,1,Liege,After signing the deed,,,,3,1,1,,,136m²square meters,,USA hyper equipped,4,14m²square meters,14m²square meters,11m²square meters,8m²square meters,,1,2,,,441m²square meters,,Connected,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 433,928433928 €",,No,Voie de Liège 104 4840- Welkenraedt,http://www.batico.be,4895145,Liege,,,28m²square meters,,10m²square meters,,,,,,Yes,,24m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140689,10140689,house,house,325000,forsale,4880,l,usainstalled,1988,asnew,electric,553,3,900,,,900,,,,1,4,,Liege,After signing the deed,1988,As new,,4,1,4,,,115m²square meters,,USA installed,3,16m²square meters,12m²square meters,10m²square meters,,,1,2,,,900m²square meters,,,No,900m²square meters,,,,Yes,,553 kWh/m²kilowatt hour per square meters,G,20160630019745,Not specified,90220 kWh/year,Electric,,,,,,,,"€ 325,000325000 €",€ 790790 €,No,Place Communale 3 4684- Haccourt,http://www.wolfs.be,4961561,Liege,,,26m²square meters,,14m²square meters,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106033,10106033,house,house,437000,forsale,4602,l,,,,,,3,520,true,,,true,,,1,1,1,Liege,After signing the deed,,,8 m,3,1,1,,,162m²square meters,,,3,21m²square meters,20m²square meters,15m²square meters,,,1,2,,,520m²square meters,,Connected,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 437,000437000 €",,No,Voie de Liège 104 4840- Welkenraedt,http://www.batico.be,4928115,Liege,,,35m²square meters,,9m²square meters,,,,,,Yes,,24m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106036,10106036,house,house,443912,forsale,4042,l,,,,,,3,266,true,,,true,,,1,1,1,Liege,After signing the deed,,,7.9 m,2,1,1,,,169m²square meters,,,3,20m²square meters,23m²square meters,15m²square meters,,,1,2,,,266m²square meters,,Connected,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 443,912443912 €",,No,Voie de Liège 104 4840- Welkenraedt,http://www.batico.be,4928127,Liege,,,33m²square meters,,12m²square meters,,,,,,Yes,,30m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080463,10080463,house,house,458144,forsale,4042,l,,,,,,4,342,true,,,true,,,1,1,1,Liege,After signing the deed,,,7.3 m,3,1,1,,,147m²square meters,,,4,13m²square meters,15m²square meters,12m²square meters,8m²square meters,,1,2,,,342m²square meters,,Connected,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 458,144458144 €",,No,Voie de Liège 104 4840- Welkenraedt,http://www.batico.be,4895107,Liege,,,30m²square meters,,12m²square meters,,,,,,Yes,,28m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10059678,10059678,house,house,486538,forsale,4042,l,,,,,,5,344,true,,,true,true,,1,1,1,Liege,After signing the deed,,,7.53 m,3,1,1,,,190m²square meters,,,5,13m²square meters,15m²square meters,12m²square meters,8m²square meters,21m²square meters,2,2,,,344m²square meters,,Connected,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 486,538486538 €",,No,Voie de Liège 104 4840- Welkenraedt,http://www.batico.be,4868581,Liege,,,30m²square meters,,12m²square meters,,5m²square meters,Yes,,,Yes,,28m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9997611,9997611,house,house,489000,forsale,4840,l,,,,,,5,425,true,,,true,true,,1,1,1,Liege,After signing the deed,,,7.5 m,3,1,1,,,194m²square meters,,,5,16m²square meters,13m²square meters,13m²square meters,8m²square meters,21m²square meters,2,3,,,425m²square meters,,Connected,No,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 489,000489000 €",,No,Voie de Liège 104 4840- Welkenraedt,http://www.batico.be,4813563,Liege,,,32m²square meters,,11m²square meters,,,Yes,,,Yes,,24m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159344,10159344,house,house,172000,forsale,4300,l,installed,,good,pellet,587,3,90,,,,,,,,2,,Liege,After signing the deed,,Good,,3,,2,,,101m²square meters,,Installed,3,12m²square meters,15m²square meters,16m²square meters,,,1,1,,,90m²square meters,,Connected,No,,,No,No,Yes,No,587 kWh/m²kilowatt hour per square meters,G,20220823009667,2 kg CO₂/m²,74624 kWh/year,Pellet,,,,,,,,"Make an offer starting from€ 172,000Make an offer starting from172000 €",€ 277277 €,No,Rue du Bois aux Pirettes 2 4280- Hannut,http://www.cap-sud.com,4968774,Liege,,,16m²square meters,Yes,12m²square meters,1,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164940,10164940,house,house,120000,forsale,4020,l,notinstalled,,torenovate,electric,,2,0,,true,600,,,,1,1,,Liege,Immediately,,To renovate,,3,1,1,,,,Yes,Not installed,2,,,,,,1,1,,,,,Connected,No,600m²square meters,,,,,,Not specified,G,20220627023047,Not specified,Not specified,Electric,,,,,,Non flood zone,,"€ 120,000120000 €",€ 624624 €,No,,,,Liege,,,,,,,,No,,Yes,,,,No,,,,,,,No,,,No,,,,,,,,,,,No,,No,No,No,Yes,No,,No,No,No,,,No,,,,,All kind,,,,,,,,,,,,
9626403,9626403,house,house,220000,forsale,4040,l,installed,1975,asnew,gas,443,4,0,,,,,,,1,,,Liege,To be defined,1975,As new,,,1,,,,179m²square meters,,Installed,4,14m²square meters,11m²square meters,8m²square meters,8m²square meters,,,2,,,,,Connected,No,,,No,No,No,No,443 kWh/m²kilowatt hour per square meters,F,20210617001721,84 kg CO₂/m²,79098 kWh/year,Gas,,157m²square meters,No,No,No,,,"€ 220,000220000 €","€ 1,1991199 €",No,Rue Royale 41 4690- Glons,,6226449,Liege,,,21m²square meters,Yes,,1,,No,,,,No,,Yes,,No,Yes,,No,15017,No,No,,No,Jérome FRANCESCHINI,,,,,,,,,,No,,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,
10165360,10165360,house,apartmentblock,439000,forsale,4630,l,installed,,,gas,540,6,160,,,,,,,,,,Liege,,,,,2,,,,,272m²square meters,Yes,Installed,6,,,,,,3,3,,,160m²square meters,,,,,,,,,,540 kWh/m²kilowatt hour per square meters,G,20220913016003,102 kg CO₂/m²,45052 kWh/year,Gas,,,,,,,,"€ 439,000439000 €","€ 1,3071307 €",Yes,Avenue Franklin Roosevelt 22A 4600- Visé,http://www.waucomont.be,W3421,Liege,,,,,,1,,,,,,No,,No,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,
10159699,10159699,house,mixedusebuilding,490000,forsale,4970,l,installed,,asnew,fueloil,,3,0,true,true,,true,true,,,,,Liege,To be defined,,As new,18 m,3,,,,,550m²square meters,,Installed,3,12m²square meters,20m²square meters,10m²square meters,,,2,5,50m²square meters,20m²square meters,,,Connected,No,,,No,No,Yes,No,Not specified,B,Not specified,Not specified,Not specified,Fuel oil,,,,,,Non flood zone,,"€ 490,000490000 €",,Yes,,,,Liege,,,16m²square meters,Yes,,2,10m²square meters,Yes,32m²square meters,,,,30m²square meters,Yes,,,Yes,,Yes,,No,Yes,,"Yes, conform",,,,,,,,,,,Yes,,No,No,No,No,No,No,No,No,Yes,,,Yes,South,No,No,Yes,All kind,,,No,,,,,,Yes,,,
10056664,10056664,house,mixedusebuilding,110000,forsale,4420,l,installed,,tobedoneup,gas,461,2,100,,,,,,,,,,Liege,After signing the deed,,To be done up,,2,,,Urban,,,,Installed,2,20m²square meters,14m²square meters,,,,,2,,,100m²square meters,,Connected,,,,,,,,461 kWh/m²kilowatt hour per square meters,F,20211216025214,Not specified,41022 kWh/year,Gas,,,No,No,No,,"Living area (residential, urban or rural)","€ 110,000110000 €",€ 842842 €,Yes,rue Ferdinand Nicolay 700 4420- Tilleur,,,Liege,,,19m²square meters,,8m²square meters,1,,,,,,,,Yes,,,,,,,No,,,,Florence LAMBERT,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
10138362,10138362,house,mixedusebuilding,270000,forsale,4000,l,,,tobedoneup,gas,585,5,160,,true,,true,true,,,,,Liege,After signing the deed,,To be done up,15 m,2,,,Urban,,150m²square meters,,,5,19m²square meters,14m²square meters,16m²square meters,,,2,2,,,160m²square meters,15 mmeters,Connected,Yes,,Yes,,,,,585 kWh/m²kilowatt hour per square meters,G,20220213004688,Not specified,76937 kWh/year,Gas,,,,No,,Non flood zone,,"€ 270,000270000 €","€ 2,6022602 €",Yes,Rue des Raines 1 4800- Verviers,http://www.myplace.immo,4960487,Liege,,,25m²square meters,,12m²square meters,,5m²square meters,Yes,,Yes,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139357,10139357,house,house,200000,forsale,4030,l,hyperequipped,,good,gas,344,2,75,true,true,,true,,,,,,Liege,After signing the deed,,Good,,2,,,,,100m²square meters,,Hyper equipped,2,17m²square meters,12m²square meters,,,,1,1,,,75m²square meters,,Connected,Yes,,,,,Yes,,344 kWh/m²kilowatt hour per square meters,E,20130405010093,Not specified,49226 kWh/year,Gas,,,,,,,,"Make an offer starting from€ 200,000Make an offer starting from200000 €",€ 406406 €,No,Grand Route 260 4400- Flémalle,http://www.bhsgroup.be,4932186,Liege,,,16m²square meters,Yes,11m²square meters,,,,,Yes,Yes,No,16m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138596,10138596,house,mixedusebuilding,500000,forsale,4000,l,semiequipped,,good,gas,280,4,180,true,true,,,true,,,,,Liege,After signing the deed,,Good,7.7 m,2,,,Urban,,,Yes,Semi equipped,4,,,,,,4,5,,,180m²square meters,7.7 mmeters,Connected,Yes,,,No,No,Yes,,280 kWh/m²kilowatt hour per square meters,D,20151028025827,Not specified,15982 kWh/year,Gas,,187m²square meters,,,,,,"Make an offer starting from€ 500,000Make an offer starting from500000 €",,Yes,Voie de l'Ardenne 1794053- Embourg,http://www.bourse-immobiliere.be,4960512,Liege,,Grand Liège,,,,4,,Yes,,Yes,Yes,No,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144738,10144738,house,apartmentblock,195000,forsale,4420,l,installed,,,fueloil,165,2,100,,,,true,,,,,,Liege,,,,,2,,,,,199m²square meters,,Installed,2,,,,,,,2,,,100m²square meters,,,,,,,,,,165 kWh/m²kilowatt hour per square meters,B,20210720000178,31 kg CO₂/m²,21300 kWh/year,Fuel oil,,,,,,,,"€ 195,000195000 €",€ 743743 €,Yes,Avenue Franklin Roosevelt 22A 4600- Visé,http://www.waucomont.be,W3431 - Lot 3,Liege,,,34m²square meters,,,1,,,,,,No,21m²square meters,No,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,
10144740,10144740,house,apartmentblock,195000,forsale,4420,l,installed,,,gas,261,2,60,,,,,,,,,,Liege,,,,,2,,,,,158m²square meters,,Installed,2,,,,,,,2,,,60m²square meters,,,,,,,,,,261 kWh/m²kilowatt hour per square meters,D,20210720007053,52 kg CO₂/m²,26946 kWh/year,Gas,,,,,,,,"€ 195,000195000 €",€ 356356 €,Yes,Avenue Franklin Roosevelt 22A 4600- Visé,http://www.waucomont.be,W3431 - Lot 4,Liege,,,43m²square meters,,,1,,,,,,No,,No,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,
