,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,How many fireplaces?,Kitchen type,Bedrooms,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Width of the lot on the street,"Gas, water &amp; electricity",Garden surface,Garden orientation,Terrace,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Virtual visit,Living room surface,Dining room,Kitchen surface,Bedroom 1 surface,Bedroom 2 surface,Shower rooms,Office surface,Office,Attic,Connection to sewer network,Terrace surface,Elevator,Accessible for disabled people,TV cable,Total ground floor buildable,Cadastral income,Bedroom 3 surface,Bedroom 4 surface,Garden,Property name,Basement surface,Type of building,Obligation to build,Living room,Attic surface,E-level (overall energy performance),Dressing room,Terrace orientation,Heat pump,Agent's name,Bedroom 5 surface,Professional space surface,Conformity certification for fuel tanks,Thermic solar panels,Laundry room,Professional space,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Number of annexes,Caretaker,Intercom,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Common water heater,Isolated,Neighbourhood or locality,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant
10157165,10157165,house,house,390000,forsale,3500,xl,installed,1975,torenovate,electric,343,3,206,true,,,,,,2,,,Limburg,,1975,To renovate,,2,,,210m²square meters,,Installed,3,1,1,,,206m²square meters,,Yes,,North,,,,343 kWh/m²kilowatt hour per square meters,D,20221005-0002689281-RES-1,Not specified,Not specified,,Electric,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 390,000390000 €",No,Havermarkt 22 3500- Hasselt,http://www.vestio.com,VKTK0224-TV-SO,Limburg,,6 m,,,Yes,18m²square meters,11m²square meters,18m²square meters,,,No,,Not connected,,,,,,€ 944944 €,15m²square meters,,Yes,,,,No,,43m²square meters,,No,,,,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10137609,10137609,house,house,330000,forsale,3581,xl,installed,2021,asnew,gas,20,4,335,,,,,,,,,1,Limburg,Immediately,2021,As new,3,,,,200m²square meters,,Installed,4,1,2,,,335m²square meters,,Yes,,,,No,No,20 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,Gas,Yes,,,,,,,"€ 330,000330000 €",No,,,,Limburg,,,,,,,,,1,,No,,Connected,,No,No,No,,€ 500500 €,,,,,,All kind,,,,,No,,No,,,,,Yes,,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,
9938520,9938520,house,house,275000,forsale,3620,xl,installed,1963,asnew,fueloil,586,4,289,,,,,,,,,,Limburg,,1963,As new,,,,,186m²square meters,1,Installed,4,1,2,,No,289m²square meters,,Yes,,,,,,586 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 275,000275000 €",No,Kloosterstraat 4 3740- Bilzen,http://www.matisimmo.be,spir1174 [3264290],Limburg,,,,,,,,,,,No,,Connected,,,,,,€ 634634 €,,,,,,,No,,,,No,,No,,,,"Yes, conform",,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10148876,10148876,house,house,425000,forsale,3770,xl,hyperequipped,1982,good,gas,166,3,576,,true,413,true,true,,2,4,,Limburg,To be defined,1982,Good,4,2,4,"Living area (residential, urban or rural)",350m²square meters,,Hyper equipped,3,1,3,Yes,No,576m²square meters,18 mmeters,Yes,413m²square meters,,,,No,166 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,No,Non flood zone,Extended residential area,"€ 425,000425000 €",No,Maastrichtersteenweg 7/1 3770- Riemst,http://www.immojanssen-marres.be,4958175,Limburg,,12 m,,42m²square meters,,18m²square meters,16m²square meters,11m²square meters,,7m²square meters,Yes,,Connected,40m²square meters,No,,Yes,182m²square meters,€ 743743 €,13m²square meters,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115618,10115618,house,house,315400,forsale,3910,xl,installed,2022,,gas,,3,163,,true,87,true,,,2,,,Limburg,At delivery,2022,,2,2,,,134m²square meters,,Installed,3,1,2,Yes,No,163m²square meters,,Yes,87m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 315,400315400 €",No,Kerkstraat 3 3920- Lommel,http://www.heylenvastgoed.be,67157 - NWB-22-KLU-1,Limburg,,,,,,,,,,,,,,31m²square meters,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111334,10111334,house,house,328000,forsale,3910,xl,installed,2022,,gas,,3,161,,true,46,true,,,2,,,Limburg,At delivery,2022,,3,2,,,152m²square meters,,Installed,3,1,2,Yes,No,161m²square meters,,Yes,46m²square meters,North West,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 328,000328000 €",No,Kerkstraat 3 3920- Lommel,http://www.heylenvastgoed.be,67061 - NWB-22-KLU-1,Limburg,,,,,,,,,,,,,,26m²square meters,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9983739,9983739,house,house,395000,forsale,3680,xl,installed,1973,good,fueloil,394,3,1056,,true,,true,,,1,,,Limburg,After signing the deed,1973,Good,4,1,,Urban,200m²square meters,,Installed,3,1,2,Yes,No,1056m²square meters,17.5 mmeters,No,,,,,,394 kWh/m²kilowatt hour per square meters,D,20220615-0002623053-RES-1,Not specified,Not specified,,Fuel oil,Yes,,,,,Non flood zone,,"€ 395,000395000 €",No,Stationswal 28 3960- Bree,http://Www.beneca.be,4804393,Limburg,,12.4 m,,55m²square meters,,21m²square meters,22m²square meters,20m²square meters,,,,,Not connected,56m²square meters,,,Yes,122m²square meters,€ 934934 €,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030289,10030289,house,house,479000,forsale,3950,xl,installed,2012,asnew,electric,122,3,1700,true,,1200,true,,,1,1,,Limburg,Immediately,2012,As new,4,1,1,,220m²square meters,,Installed,3,1,2,,,1700m²square meters,15 mmeters,Yes,1200m²square meters,South,Yes,No,No,122 kWh/m²kilowatt hour per square meters,B,72003-G-2008/226/EP14992/A001/D01/SD001,Not specified,Not specified,,Electric,Yes,Yes,,,,Non flood zone,,"€ 479,000479000 €",No,,,,Limburg,,9 m,,,Yes,,,,,,No,Yes,Connected,,No,No,Yes,,€ 937937 €,,,,,,,,Yes,,66,Yes,South,Yes,,,,,No,Yes,No,No,Yes,No,No,No,1,No,No,Yes,No,No,No,Yes,No,No,Yes,,,,,,,,,,,,,,,
10140381,10140381,house,house,349000,forsale,3550,xl,installed,2013,asnew,gas,108,5,132,,,,,,,2,,,Limburg,After signing the deed,2013,As new,2,2,,,148m²square meters,,Installed,5,1,1,,No,132m²square meters,,,,,,,,108 kWh/m²kilowatt hour per square meters,B,20220927-0002678544-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €",No,Lommelsebaan3940- Hechtel,http://www.engelvoelkers.com/noord-limburg,spir195,Limburg,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150890,10150890,house,house,374500,forsale,3980,xl,,1958,justrenovated,gas,205,3,455,,,,,,,,,,Limburg,Immediately,1958,Just renovated,3,,,,215m²square meters,,,3,1,2,,,455m²square meters,,Yes,,,,No,No,205 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,,,,,,,"€ 374,500374500 €",No,,,,Limburg,,,,,,,,,1,,No,,Connected,,No,No,No,,€ 650650 €,,,,,,All kind,,,,,No,,No,,,,,No,,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,
10093436,10093436,house,house,219000,forsale,3770,xl,,1953,torenovate,fueloil,474,4,429,,true,200,,,,,,,Limburg,After signing the deed,1953,To renovate,3,,,Countryside,120m²square meters,,,4,1,1,,,429m²square meters,,Yes,200m²square meters,South,,,,474 kWh/m²kilowatt hour per square meters,E,20220415-0002585132-RES-1,Not specified,Not specified,,Fuel oil,No,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",No,,,,Limburg,,,,18m²square meters,Yes,18m²square meters,17m²square meters,17m²square meters,,,No,,Connected,,,,,,€ 644644 €,8m²square meters,6m²square meters,,,56m²square meters,,,,,,No,,No,,,,,No,,No,No,No,No,No,No,1,,,,,,,,No,No,,,,,,,,,,,,,,,,
10140382,10140382,house,exceptionalproperty,574000,forsale,3945,xl,installed,1992,good,fueloil,243,4,4000,,,2000,,,,2,10,,Limburg,After signing the deed,1992,Good,4,2,10,,319m²square meters,,Installed,4,1,1,,No,4000m²square meters,,,2000m²square meters,North East,,,,243 kWh/m²kilowatt hour per square meters,C,20220321-0002567946-RES-1,Not specified,Not specified,No,Fuel oil,Yes,Yes,Yes,No,No,Non flood zone,Mixed living area (accommodation &amp; economic activities),"€ 574,000574000 €",No,Lommelsebaan3940- Hechtel,http://www.engelvoelkers.com/noord-limburg,spir196,Limburg,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,No,,No,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9188753,9188753,house,mixedusebuilding,285000,forsale,3640,xl,,1951,good,fueloil,195,4,401,true,true,,true,,,2,,,Limburg,Depending on the tenant,1951,Good,4,2,,Urban,327m²square meters,,,4,2,2,Yes,No,401m²square meters,13.05 mmeters,No,,,Yes,Yes,,195 kWh/m²kilowatt hour per square meters,B,20210221-0002376531-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",Yes,Stationswal 28 3960- Bree,http://Www.beneca.be,4271484,Limburg,,9.9 m,,28m²square meters,,18m²square meters,18m²square meters,18m²square meters,2,,,Yes,Connected,,,No,Yes,,,16m²square meters,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limburg,,,,,,,,,,,,,,
10081480,10081480,house,villa,349000,forsale,3950,xl,,1982,asnew,fueloil,240,4,1918,true,true,1500,true,,,2,4,,Limburg,After signing the deed,1982,As new,4,2,4,Countryside,235m²square meters,1,,4,1,2,,,1918m²square meters,20 mmeters,Yes,1500m²square meters,East,,Yes,No,240 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Fuel oil,No,Yes,No,No,No,Non flood zone,,"€ 349,000349000 €",No,,,,Limburg,,12 m,,45m²square meters,,16m²square meters,20m²square meters,15m²square meters,2,,No,,Connected,15m²square meters,No,No,Yes,1920m²square meters,,15m²square meters,22m²square meters,,,15m²square meters,Villa,No,,15m²square meters,,Yes,East,No,,,11m²square meters,No,No,,No,No,Yes,No,Yes,Yes,1,No,No,No,No,No,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,
8187081,8187081,housegroup,housegroup,270500-299500,forsale,3680,xl,,,,,,,,,,,,,,,,1,Limburg,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,No,No,,,,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,P0229_H,Limburg,,,,,,,,,,,,,,,,,,,,,,,,,All kind,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925211,9925211,house,villa,1750000,forsale,3630,xl,installed,1996,asnew,gas,295,4,10000,,,,,,true,1,6,,Limburg,After signing the deed,1996,As new,4,1,6,,900m²square meters,,Installed,4,3,3,,Yes,10000m²square meters,40 mmeters,,,South West,,Yes,Yes,295 kWh/m²kilowatt hour per square meters,C,20220513-0002599204-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 1,750,0001750000 €",No,Lommelsebaan3940- Hechtel,http://www.engelvoelkers.com/noord-limburg,spir170,Limburg,,,Link to the virtual visit,,,,,,,,No,,,,Yes,No,No,,,,,Yes,,,,No,,,,Yes,,No,,,,No,,Yes,,,,,,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
7684184,7684184,housegroup,housegroup,316000-344000,forsale,3650,xl,,,,,,,,,,,,,,,,1,Limburg,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,Yes,Yes,No,No,Non flood zone,,,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,P0585_H,Limburg,,,,,,,,,,,,,,,,,,,,,,,,,All kind,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102954,10102954,housegroup,housegroup,408000-413000,forsale,3570,xl,,,,,,,,,,,,,,,,1,Limburg,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,Yes,Yes,No,,Non flood zone,,,No,"Abeelplein, 15 3840- Borgloon",,3800 -,Limburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9010284,9010284,housegroup,housegroup,364500-364500,forsale,3520,xl,,,,,,,,,,,,,,,,1,Limburg,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,Yes,Yes,No,No,Non flood zone,,,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,P0240_H,Limburg,,,,,,,,,,,,,,,,,,,,,,,,,All kind,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8881756,8881756,housegroup,housegroup,410000-420000,forsale,3500,xl,,,,,,,,,,,,,,,,1,Limburg,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,No,No,,,,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,P0216_H,Limburg,,,,,,,,,,,,,,,,,,,,,,,,,All kind,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119675,10119675,house,house,279000,forsale,3520,xl,usainstalled,1970,torenovate,fueloil,693,3,1173,,true,,true,,,1,2,,Limburg,After signing the deed,1970,To renovate,4,1,2,"Living area (residential, urban or rural)",180m²square meters,,USA installed,3,1,2,,No,1173m²square meters,18 mmeters,No,,,Yes,,,693 kWh/m²kilowatt hour per square meters,F,20220817-0002657301-RES-1,Not specified,Not specified,"Yes, conform",Fuel oil,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",No,Dorpsstraat 40 3520- Zonhoven,http://www.idylia.be,4933709,Limburg,,12 m,,32m²square meters,,15m²square meters,16m²square meters,14m²square meters,,,,,Connected,,,,,,€ 904904 €,8m²square meters,,,,24m²square meters,,,,,,,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9971269,9971269,house,house,329000,forsale,3800,xl,installed,2000,asnew,gas,257,3,406,true,true,98,true,,,1,3,,Limburg,After signing the deed,2000,As new,3,1,3,Countryside,173m²square meters,,Installed,3,1,2,,No,406m²square meters,12 mmeters,Yes,98m²square meters,,,,,257 kWh/m²kilowatt hour per square meters,C,20220428-0002592920-RES-2,Not specified,Not specified,,Gas,,Yes,Yes,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 329,000329000 €",No,Leuvensestraat 70 3300- TIENEN,http://www.century21.be/immok,4800886,Limburg,,9 m,,42m²square meters,,23m²square meters,16m²square meters,18m²square meters,,,,,Connected,98m²square meters,,,,119m²square meters,€ 919919 €,11m²square meters,,,,92m²square meters,,,,27m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014127,10014127,house,house,179000,forsale,3890,xl,installed,1951,good,fueloil,848,3,291,true,,137,true,,,1,4,,Limburg,After signing the deed,1951,Good,2,1,4,Urban,138m²square meters,,Installed,3,2,2,,Yes,291m²square meters,6.5 mmeters,Yes,137m²square meters,,,,,848 kWh/m²kilowatt hour per square meters,F,20220706-0002636624-RES-1,Not specified,Not specified,,Fuel oil,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 179,000179000 €",No,Leuvensestraat 70 3300- TIENEN,http://www.century21.be/immok,4808586,Limburg,,6.5 m,,14m²square meters,Yes,13m²square meters,14m²square meters,13m²square meters,,,,Yes,Connected,46m²square meters,,,,91m²square meters,€ 394394 €,6m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161564,10161564,house,house,395000,forsale,3583,xl,installed,,justrenovated,gas,230,5,480,,,,,,,,,,Limburg,Immediately,,Just renovated,4,,,,240m²square meters,,Installed,5,1,2,,,480m²square meters,,Yes,,,,No,No,230 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,,,,,,,"€ 395,000395000 €",No,,,,Limburg,,,,,,,,,1,,No,,Connected,,No,No,No,,€ 700700 €,,,,,,All kind,,,,,No,,No,,,,,No,,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,
9741603,9741603,house,house,349000,forsale,3680,xl,installed,1965,good,fueloil,513,3,550,,true,,,,,,10,,Limburg,,1965,Good,4,,10,Mall,240m²square meters,,Installed,3,1,2,Yes,No,550m²square meters,12 mmeters,Yes,,,,,,513 kWh/m²kilowatt hour per square meters,F,20190813-0002185303-RES-2,Not specified,Not specified,,Fuel oil,Yes,Yes,Yes,No,No,,"Living area (residential, urban or rural)","€ 349,000349000 €",No,Stationswal 28 3960- Bree,http://Www.beneca.be,4642586,Limburg,,9 m,,,,,,,,,,,Connected,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limburg,,,,,,,,,,,,,,
9884253,9884253,house,house,329000,forsale,3806,xl,installed,2000,asnew,gas,257,3,406,true,true,98,true,,,1,3,,Limburg,After signing the deed,2000,As new,3,1,3,Countryside,173m²square meters,,Installed,3,1,2,,No,406m²square meters,12 mmeters,Yes,98m²square meters,,,,,257 kWh/m²kilowatt hour per square meters,C,20220428-0002592920-RES-2,Not specified,Not specified,,Gas,,Yes,Yes,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 329,000329000 €",No,Leuvensestraat 70 3300- TIENEN,http://www.century21.be/immok,4619204,Limburg,,9 m,,42m²square meters,,23m²square meters,16m²square meters,18m²square meters,,,,,Connected,98m²square meters,,,,119m²square meters,€ 919919 €,11m²square meters,,,,92m²square meters,,,,27m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064392,10064392,house,house,368000,forsale,3640,xl,installed,1978,good,gas,217,5,450,,true,,true,,,1,,,Limburg,After signing the deed,1978,Good,4,1,,Isolated,185m²square meters,,Installed,5,2,2,Yes,No,450m²square meters,19.5 mmeters,Yes,,,Yes,,,217 kWh/m²kilowatt hour per square meters,C,20220812-0002654885-RES-1,Not specified,Not specified,,Gas,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 368,000368000 €",No,Stationswal 28 3960- Bree,http://Www.beneca.be,4867833,Limburg,,13 m,,32m²square meters,,12m²square meters,20m²square meters,19m²square meters,2,,,,Connected,,,,Yes,117m²square meters,,15m²square meters,15m²square meters,,,,,,,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108529,10108529,house,house,349000,forsale,3800,xl,hyperequipped,1950,good,fueloil,613,4,773,true,true,600,true,true,,1,1,,Limburg,After signing the deed,1950,Good,4,1,1,Countryside,165m²square meters,,Hyper equipped,4,2,2,,No,773m²square meters,30 mmeters,No,600m²square meters,,,Yes,No,613 kWh/m²kilowatt hour per square meters,F,20220912-0002672646-RES-1,Not specified,Not specified,,Fuel oil,,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €",No,Leuvensestraat 70 3300- TIENEN,http://www.century21.be/immok,4618049,Limburg,,12 m,Link to the virtual visit,20m²square meters,Yes,24m²square meters,12m²square meters,13m²square meters,,,Yes,,Connected,50m²square meters,No,,,170m²square meters,€ 922922 €,13m²square meters,16m²square meters,,,15m²square meters,,,,58m²square meters,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,
10098993,10098993,house,house,389000,forsale,3520,xl,usahyperequipped,1950,good,gas,304,2,506,true,true,,true,,,,,,Limburg,To be defined,1950,Good,3,,,Urban,269m²square meters,,USA hyper equipped,2,1,3,Yes,No,506m²square meters,13 mmeters,Yes,,,Yes,Yes,,304 kWh/m²kilowatt hour per square meters,D,20220802-0002649222-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 389,000389000 €",No,Dorpsstraat 40 3520- Zonhoven,http://www.idylia.be,4904152,Limburg,,8.5 m,,21m²square meters,Yes,16m²square meters,,,,,,,Connected,,,,,,€ 929929 €,,,,,,,,,60m²square meters,,,,,,,48m²square meters,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
10104709,10104709,house,house,385000,forsale,3800,xl,installed,1966,tobedoneup,fueloil,769,3,3136,true,true,2900,true,,,1,3,,Limburg,After signing the deed,1966,To be done up,4,1,3,Countryside,187m²square meters,,Installed,3,1,2,,No,3136m²square meters,35 mmeters,No,2900m²square meters,,,,,769 kWh/m²kilowatt hour per square meters,F,20220902-0002667091-RES-1,Not specified,Not specified,,Fuel oil,,Yes,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 385,000385000 €",No,Leuvensestraat 70 3300- TIENEN,http://www.century21.be/immok,4850250,Limburg,,16 m,Link to the virtual visit,34m²square meters,Yes,10m²square meters,12m²square meters,8m²square meters,,,,Yes,Connected,25m²square meters,,,,220m²square meters,€ 870870 €,16m²square meters,,,,50m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9891628,9891628,house,house,479000,forsale,3770,xl,installed,1947,good,fueloil,592,5,2458,true,true,2332,true,true,,1,5,,Limburg,To be defined,1947,Good,4,1,5,Isolated,258m²square meters,,Installed,5,2,1,Yes,No,2458m²square meters,48.62 mmeters,No,2332m²square meters,,,Yes,,592 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Fuel oil,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 479,000479000 €",No,Maastrichtersteenweg 7/1 3770- Riemst,http://www.immojanssen-marres.be,4736913,Limburg,,9.7 m,,38m²square meters,,17m²square meters,17m²square meters,13m²square meters,1,8m²square meters,Yes,Yes,Connected,11m²square meters,No,No,Yes,126m²square meters,,13m²square meters,11m²square meters,,,,,,,,,,,,,8m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021567,10021567,house,house,449000,forsale,3500,xl,hyperequipped,1964,justrenovated,gas,437,3,1000,,true,220,true,true,,,,,Limburg,After signing the deed,1964,Just renovated,4,,,"Living area (residential, urban or rural)",,,Hyper equipped,3,1,2,,,1000m²square meters,20 mmeters,Yes,220m²square meters,North,,No,No,437 kWh/m²kilowatt hour per square meters,E,20200109-0002234124-RES-1,Not specified,Not specified,,Gas,Yes,,,,,Non flood zone,,"€ 449,000449000 €",No,,,,Limburg,,20 m,,20m²square meters,Yes,20m²square meters,20m²square meters,15m²square meters,,16m²square meters,Yes,,Connected,40m²square meters,No,No,Yes,,"€ 1,4711471 €",15m²square meters,,,,20m²square meters,All kind,,,,,Yes,South,No,,,,"Yes, conform",No,,Yes,No,Yes,No,Yes,Yes,,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,
10141372,10141372,house,house,1750000,forsale,3550,xl,semiequipped,,torenovate,,960,3,56841,true,true,,,,,,1,,Limburg,To be defined,,To renovate,,,1,,300m²square meters,,Semi equipped,3,,1,Yes,No,56841m²square meters,,Yes,,West,,,,960 kWh/m²kilowatt hour per square meters,F,20220531-0002613633-RES-1,Not specified,Not specified,,,,,,,,,,"€ 1,750,0001750000 €",No,Avenue Louise 251 (6ième étage) 1000- Bruxelles,http://www.real-lab.com,,Limburg,,,,,,,,,,,,Yes,Connected,,,,,,,,,Yes,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124851,10124851,house,house,1350000,forsale,3500,xl,installed,,good,gas,,8,984,true,true,,,,,1,,,Limburg,To be defined,,Good,,1,,,950m²square meters,,Installed,8,,5,Yes,No,984m²square meters,,Yes,,South West,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 1,350,0001350000 €",No,Parklaan 187 9300- Aalst,http://www.immolierman.be,,Limburg,,,,60m²square meters,,15m²square meters,23m²square meters,17m²square meters,,,,Yes,Connected,,,,,,"€ 10,02910029 €",22m²square meters,12m²square meters,Yes,,,,,,,,No,,No,,18m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
