,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,How many fireplaces?,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement surface,Furnished,Surface of the plot,Garden,Garden orientation,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Surroundings type,Living room,Dressing room,Office,Width of the lot on the street,Garden surface,Caretaker,Elevator,Accessible for disabled people,Intercom,TV cable,Visio phone,Conformity certification for fuel tanks,Heat pump,Planning permission obtained,Obligation to build,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Dining room,Basement,Terrace,Subdivision permit,Shower rooms,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water &amp; electricity",Laundry room,Total ground floor buildable,Agent's name,Available date,Bedroom 4 surface,Bedroom 5 surface,Neighbourhood or locality,Living room surface,Terrace surface,Professional space,Armored door,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Attic,Virtual visit,E-level (overall energy performance),Property name,Office surface,Professional space surface,Terrace orientation,Attic surface,Number of annexes,Isolated,Extra information,Monthly charges,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,EPC description,Sea view,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity
10066268,10066268,house,house,535000,forsale,8301,xl,,1925,,gas,454,5,72,,,,,,,,,,West Flanders,,1925,,2,,287m²square meters,,,,5,,,,2,3,,No,72m²square meters,Yes,South,,,454 kWh/m²kilowatt hour per square meters,E,20150823-0001786684-1,Not specified,Not specified,,Gas,Yes,"€ 535,000535000 €",€ 742742 €,No,Posterijstraat 61 8793- Waregem,http://www.opt-immo.be,"Dwarsstraat 22, 8301 Knokke",West Flanders,,,,Yes,,No,,,,,,,,,,,,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,Not connected,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107118,10107118,house,villa,575000,forsale,8760,xl,installed,2002,asnew,gas,142,4,958,,,,,true,,2,3,,West Flanders,,2002,As new,4,3,343m²square meters,,Installed,,4,21m²square meters,14m²square meters,17m²square meters,1,3,,,958m²square meters,,,No,No,142 kWh/m²kilowatt hour per square meters,B,20210406-0002397361,Not specified,Not specified,,Gas,Yes,"€ 575,000575000 €",,No,,,,West Flanders,,2,,,No,Yes,,,No,No,No,No,Yes,No,,No,Yes,,No,No,,,,,,,1,Yes,No,No,Yes,Connected,Yes,,,,,35m²square meters,,,,,Yes,No,No,No,No,Yes,No,No,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120386,10120386,house,villa,590000,forsale,8800,xl,semiequipped,1970,tobedoneup,fueloil,,3,4211,true,true,4026,true,,,2,4,,West Flanders,After signing the deed,1970,To be done up,4,4,185m²square meters,1,Semi equipped,14m²square meters,3,13m²square meters,15m²square meters,16m²square meters,1,2,14m²square meters,,4211m²square meters,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Fuel oil,No,"€ 590,000590000 €",€ 980980 €,No,,,,West Flanders,20 m,2,Countryside,,No,No,,4026m²square meters,No,No,No,No,Yes,No,,No,Yes,,No,No,Non flood zone,,,,,No,,Yes,No,No,No,,No,,,,,,,,45m²square meters,10m²square meters,No,No,No,No,No,No,No,No,No,All kind,,,,,,,,190m²square meters,,,,,,,,,,,,,,,,,,,,,
10107972,10107972,house,villa,599000,forsale,8210,xl,,1987,good,,243,4,720,,,,true,true,,2,,,West Flanders,,1987,Good,4,,262m²square meters,,,14m²square meters,4,25m²square meters,13m²square meters,12m²square meters,1,2,,No,720m²square meters,Yes,South West,Yes,No,243 kWh/m²kilowatt hour per square meters,C,20220421-0002588214-RES-1,Not specified,Not specified,,,Yes,"€ 599,000599000 €",,No,Steenbrugsestraat 8210- Loppem,http://www.albert-vastgoed.be,TK/LO/AV/0292,West Flanders,,2,,,,Yes,,,,No,No,No,No,No,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",Yes,,Yes,Yes,,,,,,Connected,Yes,,147m²square meters,,,12m²square meters,,,33m²square meters,,,No,,,,,,,,Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012532,10012532,house,villa,620000,forsale,8450,xl,,1983,good,electric,611,3,1555,,,800,true,,,,,,West Flanders,,1983,Good,4,,310m²square meters,,,,3,,,,2,3,,No,1555m²square meters,,,,,611 kWh/m²kilowatt hour per square meters,F,2634588,Not specified,Not specified,,Electric,,"€ 620,000620000 €","€ 1,9731973 €",No,Leopold II - laan 29 8400- Oostende,http://www.dewaele.com,D8400-22061,West Flanders,,,Urban,,,,,800m²square meters,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,,,,,,,,,,,45m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098855,10098855,house,villa,695000,forsale,8670,xl,,1991,asnew,gas,232,4,931,,,,,,,1,,,West Flanders,,1991,As new,,,228m²square meters,,,,4,,,,,2,,No,931m²square meters,Yes,South,,,232 kWh/m²kilowatt hour per square meters,C,20210107-0002356819-res-1,Not specified,Not specified,,Gas,No,"€ 695,000695000 €",,No,Westendestraat 12 8670- Koksijde,,Majoor d'hoogeC,West Flanders,,1,,Yes,No,No,,,,,,,,,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,No,No,No,No,Not connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9714389,9714389,house,mixedusebuilding,720000,forsale,8760,xl,,,,,,6,240,,true,,,,,,3,,West Flanders,,,,,3,320m²square meters,,,,6,,,,3,3,,No,240m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,"€ 720,000720000 €",,Yes,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,15488 - VK 3217,West Flanders,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102315,10102315,house,house,850000,forsale,8620,xl,hyperequipped,,good,fueloil,345,6,1151,,,600,true,,,,7,,West Flanders,,,Good,4,7,220m²square meters,,Hyper equipped,,6,,,,2,1,,No,1151m²square meters,,,,,345 kWh/m²kilowatt hour per square meters,D,2630261,Not specified,Not specified,,Fuel oil,,"€ 850,000850000 €",€ 864864 €,No,Albert I-laan 173/J 8620- Nieuwpoort,http://www.dewaele.com,D8620-22020,West Flanders,,,Urban,,,,,600m²square meters,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,,,,,,,,,,,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10053575,10053575,house,manorhouse,969000,forsale,8020,xl,,1996,good,fueloil,183,5,21530,,,,,,,1,,,West Flanders,,1996,Good,4,,431m²square meters,,,25m²square meters,5,26m²square meters,19m²square meters,20m²square meters,2,1,,No,21530m²square meters,Yes,South,,,183 kWh/m²kilowatt hour per square meters,B,20210826-0002456466-RES-1,Not specified,Not specified,,Fuel oil,Yes,"€ 969,000969000 €","€ 1,6561656 €",No,Vredelaan 21 8820- Torhout,,20473,West Flanders,,1,,,,No,,,,,,,,,,,Yes,,No,No,Non flood zone,Farming area,,,,No,,,,,,Not connected,No,,,,,19m²square meters,19m²square meters,,49m²square meters,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117108,10117108,house,house,745000,forsale,8300,xl,installed,1972,torenovate,fueloil,453,3,530,,,,,,,,1,,West Flanders,,1972,To renovate,4,1,119m²square meters,,Installed,,3,,,,1,,,No,530m²square meters,Yes,West,No,No,453 kWh/m²kilowatt hour per square meters,E,20220913-0002674152-RES-1,Not specified,Not specified,,Fuel oil,No,"€ 745,000745000 €","€ 1,2191219 €",No,Lippenslaan 201 8300- Knokke,http://www.immo-cauwe.be,V720,West Flanders,,,"Living area (residential, urban or rural)",Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,No,No,No,No,Not connected,Yes,,,,,,,,,,,,,,,,,,,All kind,,,,Open bebouwing,,,,,,,,,,,,,,,,,,,,,,,,,
9442830,9442830,house,house,975000,forsale,8301,xl,semiequipped,1936,,gas,616,6,249,true,true,,,,,1,1,,West Flanders,After signing the deed,1936,,4,1,215m²square meters,,Semi equipped,14m²square meters,6,14m²square meters,13m²square meters,13m²square meters,1,2,,,249m²square meters,,,,,616 kWh/m²kilowatt hour per square meters,F,2225901,Not specified,Not specified,,Gas,Yes,"€ 975,000975000 €",,No,Koningslaan 238 8300- Knokke,http://www.immofevery.be,4425862,West Flanders,,1,,,,,,,,,,,,,,,,,No,,Non flood zone,"Living area (residential, urban or rural)",,Yes,,No,,,,,,,,,,,July 1 2021 - 12:00 AM,14m²square meters,10m²square meters,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9674612,9674612,house,house,550000,forsale,8200,xl,installed,1954,good,gas,531,5,1098,,,800,,,,,,,West Flanders,,1954,Good,2,,410m²square meters,,Installed,,5,,,,1,,,No,1098m²square meters,,,,,531 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Gas,,"€ 550,000550000 €","€ 1,2511251 €",No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,D8000-F1291,West Flanders,,,Urban,,,,,800m²square meters,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105728,10105728,house,exceptionalproperty,995000,forsale,8340,xl,hyperequipped,2011,,gas,131,6,826,true,,,true,,,,4,,West Flanders,,2011,,4,4,339m²square meters,,Hyper equipped,,6,,,,5,5,,,826m²square meters,,,,,131 kWh/m²kilowatt hour per square meters,B,31006-G-2009/0018/EP02069/C758/D01/SD001,Not specified,Not specified,,Gas,Yes,"€ 995,000995000 €","€ 1,3761376 €",No,Monnikeredestraat 11 8340- Damme,http://www.bonnevastgoed.be,4927816,West Flanders,,,Urban,Yes,,,,,,,,,Yes,Yes,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,3,,,,,Connected,Yes,,,,June 1 2022 - 12:00 AM,,,,,,,,,,,,,Yes,,,Yes,,77,,,,,,,,,,,,,,,,,,,,,,,,,,
9744132,9744132,house,villa,995000,forsale,8500,xl,,2021,asnew,,34,3,2500,,,,,,,1,,,West Flanders,,2021,As new,3,,260m²square meters,,,,3,,,,2,3,,No,2500m²square meters,,,No,No,34 kWh/m²kilowatt hour per square meters,A,34022-2015/00203,Not specified,Not specified,,,Yes,"€ 995,000995000 €",,No,Broelkaai 1 8500- Kortrijk,http://www.mgold.be,,West Flanders,,1,,Yes,,No,,,,Yes,No,No,No,No,,,,,,No,,,,,,,,,,,,Connected,Yes,,,,,,,,,,,No,,,,,,,,Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133661,10133661,house,mansion,1199000,forsale,8000,xl,hyperequipped,,asnew,,130,6,330,,true,,true,,,,2,,West Flanders,After signing the deed,,As new,3,2,400m²square meters,,Hyper equipped,,6,,,,4,,,Yes,330m²square meters,,,,No,130 kWh/m²kilowatt hour per square meters,B,0002048920,Not specified,Not specified,,,Yes,"€ 1,199,0001199000 €","€ 2,0092009 €",No,Moerkerkse Steenweg 1 8310- Brugge,http://www.immax.be,4958104,West Flanders,,,Urban,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,No,No,Non flood zone,Residential area with cultural historical aesthetic value,,Yes,Yes,No,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123342,10123342,house,farmhouse,1100000,forsale,8900,xl,installed,,tobedoneup,wood,613,3,56952,,true,,,,,1,,,West Flanders,,,To be done up,4,,284m²square meters,,Installed,,3,,,,1,2,,,56952m²square meters,,,No,No,613 kWh/m²kilowatt hour per square meters,F,20220914-0002655267-RES-1,Not specified,Not specified,,Wood,Yes,"€ 1,100,0001100000 €",,No,Vlaskaai 6 8500- Kortrijk,http://www.dekeyser.immo,DIK-OUDERDOMSEW-52,West Flanders,31 m,1,Countryside,Yes,No,No,250 mmeters,,No,No,No,No,Yes,No,,,,No,No,No,Non flood zone,Area of landscape interest,Yes,Yes,,No,,No,No,No,No,Not connected,No,Yes,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141474,10141474,house,house,349000,forsale,8370,xl,installed,1956,good,gas,164,4,82,,true,,true,,,,,,West Flanders,,1956,Good,,,188m²square meters,,Installed,,4,,,,2,2,,No,82m²square meters,,,No,No,164 kWh/m²kilowatt hour per square meters,B,20211202-0002502993-RES-1,Not specified,Not specified,,Gas,Yes,"€ 349,000349000 €",,Yes,Komvest 1 8000- Brugge,http://www.llvastgoed.be,12696-2,West Flanders,,,,Yes,,No,,,,No,No,No,Yes,No,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,Yes,No,,,,,,Connected,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10148384,10148384,house,house,259000,forsale,8710,xl,,2014,asnew,,104,4,129,,,,true,,,1,,,West Flanders,,2014,As new,,,189m²square meters,,,,4,,,,1,2,,No,129m²square meters,,,,,104 kWh/m²kilowatt hour per square meters,B,37017-G-2009_179/EP12462/A001/D01/SD001,Not specified,Not specified,,,No,"€ 259,000259000 €",,No,Gentseweg 91 8790- Waregem,,SBV-LEI,West Flanders,,1,,,No,No,,,,,,,,,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141483,10141483,house,house,225000,forsale,8530,xl,installed,1899,good,fueloil,799,4,417,,,111,,,,1,,,West Flanders,,1899,Good,3,,172m²square meters,,Installed,11m²square meters,4,12m²square meters,15m²square meters,9m²square meters,1,1,,No,417m²square meters,,North West,,,799 kWh/m²kilowatt hour per square meters,F,20140717-0001629512-00000008-2,Not specified,Not specified,,Fuel oil,Yes,"€ 225,000225000 €",€ 441441 €,No,Vierkeerstraat 2 bus 2 8551- Zwevegem,,YP/22087/KC,West Flanders,14 m,1,,,,No,18 mmeters,111m²square meters,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,Not connected,No,,169m²square meters,,,11m²square meters,,,39m²square meters,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026363,10026363,house,house,2795000,forsale,8300,xl,hyperequipped,2002,,gas,189,4,458,,true,,,true,,1,2,,West Flanders,,2002,,4,2,298m²square meters,1,Hyper equipped,,4,,,,4,,,,458m²square meters,Yes,South,Yes,No,189 kWh/m²kilowatt hour per square meters,B,20220720-0002644374-RES-1,Not specified,Not specified,,Gas,Yes,"€ 2,795,0002795000 €","€ 2,1402140 €",No,Kustlaan 277 8300- Knokke-Heist,http://www.knokkerealestate.com,6105,West Flanders,,1,,Yes,No,Yes,,,No,No,No,No,Yes,No,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",Yes,Yes,,Yes,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10148281,10148281,house,house,325000,forsale,8580,xl,,,asnew,fueloil,579,6,247,,true,,true,true,,1,,,West Flanders,,,As new,,,268m²square meters,1,,,6,,,,1,2,,,247m²square meters,,,No,No,579 kWh/m²kilowatt hour per square meters,F,202209270002683970-RES1,Not specified,Not specified,,Fuel oil,Yes,"€ 325,000325000 €","€ 1,4901490 €",No,Schoolstraat 43 8540- Deerlijk,http://www.immotaelman.be,3307906,West Flanders,,1,,Yes,No,Yes,,,No,No,No,No,Yes,No,,,Yes,No,No,No,,"Living area (residential, urban or rural)",Yes,Yes,Yes,No,,No,No,No,No,Connected,No,Yes,,,,,,,,,,,,,,,,,,,,,,Handelspand met veel mogelijkheden en bijhorende w,,,,,,,,,,,,,,,,,,,,,,,,,
10138192,10138192,house,house,135000,forsale,8600,xl,semiequipped,,torenovate,,826,2,430,,,,,,,1,,,West Flanders,,,To renovate,,,108m²square meters,,Semi equipped,,2,,,,1,1,,No,430m²square meters,Yes,South,No,No,826 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,,Yes,"€ 135,000135000 €",€ 173173 €,No,Esenweg 197 8600- Diksmuide,,D20220075CCC,West Flanders,,1,,Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,,Possible flood zone,Farming area,,,,No,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152689,10152689,house,house,379000,forsale,8000,xl,notinstalled,1951,,,118,2,225,,true,,,,,,,,West Flanders,,1951,,2,,219m²square meters,,Not installed,14m²square meters,2,,,,2,2,,No,225m²square meters,Yes,South West,No,No,118 kWh/m²kilowatt hour per square meters,B,20221005-0002687988-RES-1,Not specified,Not specified,,,Yes,"€ 379,000379000 €",€ 946946 €,No,Marktstraat 20 b1 8460- Oudenburg,http://www.residentievastgoed.be,OU22895,West Flanders,5.52 m,,,,,No,5.52 mmeters,,,No,No,No,Yes,No,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,,No,,,,,,Connected,Yes,,102m²square meters,,,,,,21m²square meters,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161270,10161270,house,house,299500,forsale,8020,xl,installed,1931,torenovate,,647,3,582,,true,,true,,,1,,,West Flanders,,1931,To renovate,,,,,Installed,,3,,,,1,,,,582m²square meters,Yes,South,No,No,647 kWh/m²kilowatt hour per square meters,F,20220823-0002660577-RES-1,Not specified,Not specified,,,No,"€ 299,500299500 €",€ 468468 €,No,Kortrijksestraat 124/0.1 8020- Oostkamp,,VH1170,West Flanders,,1,,Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,Yes,No,,No,No,No,No,Not connected,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158339,10158339,house,house,275000,forsale,8870,xl,installed,,good,,263,4,192,,,,true,,,1,,,West Flanders,,,Good,2,,244m²square meters,1,Installed,,4,,,,,,,No,192m²square meters,Yes,West,Yes,No,263 kWh/m²kilowatt hour per square meters,C,0002560639,Not specified,Not specified,,,Yes,"€ 275,000275000 €",€ 562562 €,No,Noordlaan 51 8800- Roeselare,http://www.bricx.be,BR/LVH/TK/0252,West Flanders,,1,,,,No,,,,No,No,No,No,No,,,Yes,,Yes,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,,,,Connected,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158392,10158392,house,house,299000,forsale,8380,xl,installed,,good,gas,380,5,212,,true,,true,,,1,1,,West Flanders,,,Good,4,1,210m²square meters,,Installed,,5,,,,2,1,,No,212m²square meters,,,No,No,380 kWh/m²kilowatt hour per square meters,D,20220513-0002603330-RES-1,Not specified,Not specified,,Gas,No,"€ 299,000299000 €",,No,Komvest 1 8000- Brugge,http://www.llvastgoed.be,42651,West Flanders,,1,,Yes,,No,,,,No,No,No,Yes,No,,,,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,Yes,No,,,,,,Connected,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164546,10164546,house,house,420000,forsale,8630,xl,installed,1993,good,,467,4,1216,,,,,,,1,3,,West Flanders,,1993,Good,4,3,,,Installed,,4,,,,1,2,,,1216m²square meters,,,,,467 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,,,"€ 420,000420000 €",€ 671671 €,,Leopold 2 laan 83a 8670- Oostduinkerke,http://www.broker.be,,West Flanders,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140218,10140218,house,house,229000,forsale,8800,xl,,1976,asnew,,554,3,210,,,150,true,,,1,1,,West Flanders,,1976,As new,,1,123m²square meters,,,,3,,,,1,1,,No,210m²square meters,,South West,No,No,554 kWh/m²kilowatt hour per square meters,F,20220503-0002595722-RES-1,Not specified,Not specified,,,No,"€ 229,000229000 €",€ 666666 €,No,Westlaan 134 8800- Roeselare,http://www.centro.be,A1746,West Flanders,,1,Urban,Yes,No,No,,150m²square meters,No,No,No,No,Yes,No,,,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)",,,,,,No,No,No,No,Connected,Yes,,63m²square meters,,,,,,,15m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156292,10156292,house,house,70000,forsale,8400,xl,,1918,tobedoneup,,939,1,90,,,,,,,,,,West Flanders,After signing the deed,1918,To be done up,2,,90m²square meters,,,,1,,,,1,,,,90m²square meters,,,,,939 kWh/m²kilowatt hour per square meters,F,20220619-0002625331-res-1,Not specified,Not specified,,,,,€ 327327 €,No,"Vijverstraat, 49 8400- Oostende",,,West Flanders,,,,Yes,,,,,,,,,,,,,Yes,,Yes,,Non flood zone,,,,,,,,,,,,,,,Kantoor NOTULUS,,,,,,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,Link to online sale,No,"nl :Elke zat. van 10u-12u en elke woe. van 15u-17u, vanaf 15/10 tem 12/11","€ 70,00070000 €",,,,,,,,,,,,
10146347,10146347,house,house,529000,forsale,8710,xl,,2004,asnew,,228,7,801,,true,,true,,,1,,,West Flanders,,2004,As new,,,259m²square meters,,,,7,,,,1,1,,No,801m²square meters,Yes,South West,No,No,228 kWh/m²kilowatt hour per square meters,C,20210806-0002448720-RES-1,Not specified,Not specified,,,Yes,"€ 529,000529000 €",,No,Kortrijksesteenweg 241A 9830- Sint-Martens-Latem,http://www.ocvastgoed.be,AS017C,West Flanders,,1,,,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,Yes,Yes,,No,No,No,No,Not connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159956,10159956,house,house,925000,forsale,8755,xl,,2016,,,114,4,943,,,,true,true,,,,,West Flanders,,2016,,,,250m²square meters,,,,4,,,,2,1,,,943m²square meters,Yes,East,Yes,No,114 kWh/m²kilowatt hour per square meters,B,20221005-0002688386-RES-1,Not specified,Not specified,,,No,"€ 925,000925000 €",€ 983983 €,No,Kortrijksesteenweg 241A 9830- Sint-Martens-Latem,http://www.ocvastgoed.be,JVC 207,West Flanders,,,,Yes,No,Yes,,,No,No,No,No,Yes,No,,,,,,,,,Yes,,Yes,,,No,No,No,No,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150605,10150605,house,house,162000,forsale,8552,xl,installed,1938,good,,1577,2,414,,true,302,,,,,3,,West Flanders,,1938,Good,3,3,166m²square meters,,Installed,14m²square meters,2,21m²square meters,13m²square meters,,1,1,9m²square meters,No,414m²square meters,,North West,,,1577 kWh/m²kilowatt hour per square meters,F,20221010-0002672167-RES-2,Not specified,Not specified,,,Yes,"€ 162,000162000 €",€ 297297 €,No,Vierkeerstraat 2 bus 2 8551- Zwevegem,,SD/22109/K,West Flanders,5.65 m,,,,,No,5.65 mmeters,302m²square meters,,,,,,,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,Connected,No,,112m²square meters,,,,,,29m²square meters,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161965,10161965,house,house,190000,forsale,8750,xl,,1975,,gas,919,2,1060,true,,,,,,1,,,West Flanders,After signing the deed,1975,,4,,87m²square meters,,,,2,,,,1,,,,1060m²square meters,,,,,919 kWh/m²kilowatt hour per square meters,F,20220629-0002632638-RES-1,Not specified,Not specified,,Gas,,,€ 508508 €,No,"Oude Bruggestraat, 63 8750- WINGENE",,,West Flanders,,1,,Yes,,,,,,,,,,,,No,Yes,,,,Non flood zone,,,,,Yes,,,,,,,,,,Véronique DE SCHEPPER,,,,,,,,,,,,,,,,,Yes,Link to the virtual visit,,,,,,,,,,,,Link to online sale,No,"nl :Woe. van 16u-18u en zat. van 10u-12u, vanaf 12/10 tem 12/11","€ 190,000190000 €",,,,,,,,,,,,
9966162,9966162,house,house,169000,forsale,8400,xl,semiequipped,1932,tobedoneup,gas,620,2,0,,,,true,,,1,,,West Flanders,,1932,To be done up,,,90m²square meters,,Semi equipped,10m²square meters,2,15m²square meters,12m²square meters,,1,,,,,,,,,620 kWh/m²kilowatt hour per square meters,F,2621875,Not specified,Not specified,,Gas,Yes,"€ 169,000169000 €",€ 312312 €,No,Karel Janssenslaan 1 8400- Oostende,http://www.dermul.be,VINGERLINGSTRAAT 22,West Flanders,3.5 m,1,,,No,No,,,,,,,,,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,Yes,,No,No,No,No,Connected,Yes,,,,,,,,14m²square meters,3m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115855,10115855,house,house,175000,forsale,8370,xl,semiequipped,,tobedoneup,gas,454,4,0,,,,,,,,,,West Flanders,,,To be done up,,,70m²square meters,,Semi equipped,,4,,,,1,3,,Yes,,,,,,454 kWh/m²kilowatt hour per square meters,E,20220001955243-0001 res1,Not specified,Not specified,No,Gas,Yes,"€ 175,000175000 €",€ 641641 €,No,Franchommelaan 1048370- Blankenberge,http://www.immoporthouse.com,2121 -,West Flanders,,,,,,,,,,,,,,,,,,,,,Non flood zone,"Living area (residential, urban or rural)",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142892,10142892,housegroup,housegroup,64400-370032.41,forsale,8850,xl,,,,,,,,,,,,,,,,1,West Flanders,After signing the deed,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,No,Den Triangel 2 8610- Kortemark,http://www.hyboma.be,4962042,West Flanders,,,,,,,,,,,,,,,,,,,No,No,Non flood zone,,,,,Yes,,,,,,,,,,,,,,ROESELARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
