,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement surface,Attic surface,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Outdoor parking spaces,Attic,Width of the lot on the street,Terrace,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Elevator,Accessible for disabled people,TV cable,Swimming pool,Basement,Garden surface,Terrace surface,Living room,Planning permission obtained,Bedroom 5 surface,As built plan,Available date,Secure access / alarm,Intercom,Professional space,Armored door,Jacuzzi,Sauna,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Garden,Garden orientation,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Extra information,Professional space surface,How many fireplaces?,Obligation to build,Venue of the sale,Single session,Terms of visit,Starting price,Agent's name,Caretaker,Air conditioning,Visio phone,Internet,Type of building,Isolated,Number of annexes,Current monthly revenue,Property name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Monthly charges,Architectural style,Construction delay,Energy performance,Is architect included in sale price,Is blower door test included,Kitchen included,Is outskirts arrangements included,Is safety coordinator included in sale price,Is soil investigation included in price,Is stability engineer included
10158557,10158557,house,house,289000,forsale,6870,m,installed,2022,,gas,,4,1324,,,,true,,,,2,1,Belgian Luxembourg,After signing the deed,,2022,,4,,"Living area (residential, urban or rural)",,,,,Installed,,4,,,,,1,,2,,,,,,1324m²square meters,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 289,000289000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158494,10158494,house,house,289000,forsale,6870,m,installed,2022,,gas,,4,1363,,,,,,,,2,1,Belgian Luxembourg,After signing the deed,,2022,,4,,"Living area (residential, urban or rural)",,,,,Installed,,4,,,,,2,,2,,,,,,1363m²square meters,,Yes,Not specified,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 289,000289000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910494,9910494,house,house,342500,forsale,6860,m,notinstalled,,,gas,,3,2635,,true,,,,,,,1,Belgian Luxembourg,,,,,4,,Countryside,,180m²square meters,,Yes,Not installed,,3,,,,,,1,2,,,50m²square meters,,No,2635m²square meters,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 342,500342500 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,North,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113636,10113636,house,villa,195000,forsale,6820,m,,1962,tobedoneup,fueloil,520,2,2000,,,,true,,,2,,,Belgian Luxembourg,Immediately,,1962,To be done up,4,2,"Living area (residential, urban or rural)",,,,,,,2,,,,,,,,,,,,,2000m²square meters,Connected,Yes,520 kWh/m²kilowatt hour per square meters,G,20220622010221,Not specified,66224 kWh/year,Fuel oil,Yes,"€ 195,000195000 €",€ 681681 €,,"20, Rue d'Arlon 6820- Florenville",,,Belgian Luxembourg,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costa Yves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910325,9910325,house,house,220000,forsale,6690,m,,,tobedoneup,electric,404,2,106,,,,true,,,,,,Belgian Luxembourg,After signing the deed,,,To be done up,4,,Urban,,,,Yes,,,2,,,,,1,,2,,,,,No,106m²square meters,,Yes,404 kWh/m²kilowatt hour per square meters,E,20191109005841,Not specified,Not specified,Electric,,"€ 220,000220000 €",,,"Rue du Vieux Marché, 42 6690- Vielsalm",http://www.immobiliere-des-ardennes.be,,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10121422,10121422,house,villa,178000,forsale,6690,m,,1960,torenovate,electric,739,2,908,true,,,true,,,1,2,,Belgian Luxembourg,After signing the deed,,1960,To renovate,4,1,,,144m²square meters,,,,,2,,,,,1,,,,,,,,908m²square meters,Connected,,739 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,Electric,,"€ 178,000178000 €",€ 837837 €,,Rue de Glimes 1 1367- Huppaye,http://www.immo-far.be,,Belgian Luxembourg,5 m,2,Yes,,Yes,,,,,,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9979055,9979055,house,house,279000,forsale,6960,m,,,good,,445,3,868,,,,true,,,1,,,Belgian Luxembourg,After signing the deed,Ardenne,,Good,4,1,,,113m²square meters,,,,,3,,,,,1,,,,,,,Yes,868m²square meters,Not connected,Yes,445 kWh/m²kilowatt hour per square meters,F,20220621012408,92 kg CO₂/m²,50279 kWh/year,,Yes,"€ 279,000279000 €",€ 575575 €,No,"RUE DU PURNALET, 8 6980- LA ROCHE-EN-ARDENNE",http://www.ardenneimmo.be,4784998,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9840564,9840564,house,house,275000,forsale,6700,m,,,good,gas,401,2,165,,,,,,,,,,Belgian Luxembourg,After signing the deed,,,Good,2,,"Living area (residential, urban or rural)",,110m²square meters,,,,,2,,,,,2,,2,,,,,No,165m²square meters,Connected,Yes,401 kWh/m²kilowatt hour per square meters,E,20220330015640,Not specified,Not specified,Gas,Yes,"€ 275,000275000 €",€ 607607 €,,Route d'Arlon 51 8410- Steinfort,http://www.fcimmo.lu,,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,South,,,,,,,,,,,,,,,,Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118518,10118518,house,house,159000,forsale,6980,m,,,torenovate,,637,3,755,,,,,,,,,,Belgian Luxembourg,After signing the deed,Ardenne,,To renovate,3,,,,193m²square meters,,,,,3,,,,,1,,,,,,,No,755m²square meters,,No,637 kWh/m²kilowatt hour per square meters,G,20220913008513,182 kg CO₂/m²,123098 kWh/year,,Yes,"€ 159,000159000 €",€ 560560 €,No,"RUE DU PURNALET, 8 6980- LA ROCHE-EN-ARDENNE",http://www.ardenneimmo.be,4933814,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10043069,10043069,house,house,224500,forsale,6672,m,,,good,,522,3,1073,,,,,,,1,,,Belgian Luxembourg,After signing the deed,Ardenne,,Good,4,1,,,120m²square meters,,,,,3,,,,,1,,,,,,,No,1073m²square meters,,No,522 kWh/m²kilowatt hour per square meters,G,20220613023610,129 kg CO₂/m²,62693 kWh/year,,,"€ 224,500224500 €",€ 448448 €,No,"RUE DU PURNALET, 8 6980- LA ROCHE-EN-ARDENNE",http://www.ardenneimmo.be,4850249,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926602,9926602,house,house,320000,forsale,6700,m,,,good,fueloil,355,4,627,,,,,,,,,,Belgian Luxembourg,After signing the deed,,,Good,3,,"Living area (residential, urban or rural)",,142m²square meters,,,,,4,16m²square meters,15m²square meters,28m²square meters,,1,,1,,,,,,627m²square meters,Connected,Yes,355 kWh/m²kilowatt hour per square meters,E,20211117013100,Not specified,Not specified,Fuel oil,Yes,"€ 320,000320000 €",,,Route d'Arlon 51 8410- Steinfort,http://www.fcimmo.lu,,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodrigue Jordens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9582528,9582528,house,mixedusebuilding,525000,forsale,6700,m,,1918,good,gas,271,3,0,,true,,,,,,,,Belgian Luxembourg,After signing the deed,,1918,Good,2,,"Living area (residential, urban or rural)",,,,,,,3,,,,,1,,,,,,,,,Connected,Yes,271 kWh/m²kilowatt hour per square meters,D,20190802015217,Not specified,Not specified,Gas,Yes,"€ 525,000525000 €","€ 3,8843884 €",Yes,Avenue Jean-Baptiste Nothomb 10 bte 11 6700- Arlon,http://www.centrefoncier.be,,Belgian Luxembourg,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9831505,9831505,house,house,619000,forsale,6983,m,,2013,,,213,3,1188,,,,,,,,,,Belgian Luxembourg,After signing the deed,,2013,,4,,,,223m²square meters,,,,,3,,,,,1,,,,,,,,1188m²square meters,,No,213 kWh/m²kilowatt hour per square meters,C,20220328018670,61 kg CO₂/m²,47461 kWh/year,,,"€ 619,000619000 €",€ 856856 €,No,"RUE DU PURNALET, 8 6980- LA ROCHE-EN-ARDENNE",http://www.ardenneimmo.be,4715358,Belgian Luxembourg,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900873,9900873,house,house,329000,forsale,6890,m,,,good,,471,6,1187,,,,,,,,,,Belgian Luxembourg,After signing the deed,Ardenne,,Good,3,,,,205m²square meters,,,,,6,,,,,1,,,,,,,No,1187m²square meters,Connected,Yes,471 kWh/m²kilowatt hour per square meters,F,20220505022739,11 kg CO₂/m²,96460 kWh/year,,,"€ 329,000329000 €","€ 1,0011001 €",No,"RUE DU PURNALET, 8 6980- LA ROCHE-EN-ARDENNE",http://www.ardenneimmo.be,4755631,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9838226,9838226,house,house,598000,forsale,6890,m,,,,,229,9,0,,true,,,true,,,,,Belgian Luxembourg,After signing the deed,,,,3,,,,374m²square meters,72m²square meters,,,29m²square meters,9,24m²square meters,17m²square meters,16m²square meters,16m²square meters,9,,,15m²square meters,Yes,49m²square meters,,Yes,,Not connected,No,229 kWh/m²kilowatt hour per square meters,C,20200212011890,27506 kg CO₂/m²,110135 kWh/year,,Yes,"€ 598,000598000 €","€ 2,1322132 €",Yes,Grand Route 8 6640- Vaux-Sur-Sûre,http://www.milisa.immo,6643482,Belgian Luxembourg,,,,,,450m²square meters,No,No,No,,,,,,,,,,,,16m²square meters,No,,,,,No,,,,No,No,No,No,No,,,No,,No,No,No,No,,,,,,,,,,Gregory TARABELLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992828,9992828,house,house,450000,forsale,6700,m,,,good,gas,370,3,0,,true,,,true,,,,,Belgian Luxembourg,After signing the deed,,,Good,3,,,,121m²square meters,43m²square meters,,,16m²square meters,3,14m²square meters,13m²square meters,,,1,2,2,5m²square meters,Yes,12m²square meters,,No,,Connected,No,370 kWh/m²kilowatt hour per square meters,E,20220520005618,68 kg CO₂/m²,57467 kWh/year,Gas,Yes,"€ 450,000450000 €",€ 860860 €,No,Rue du Château d'Eau 12 3364- Leudelange,http://www.swixim.com,6991012,Belgian Luxembourg,,,,,,193m²square meters,No,No,No,,,No,No,Yes,No,,,,,,,No,,No,No,,Yes,,,,No,No,No,No,No,,,No,Yes,No,No,No,No,,,,,,,,,,Sébastien DEJARDIN,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10109655,10109655,house,castle,695000,forsale,6830,m,hyperequipped,1850,asnew,gas,,7,8000,true,true,8000,true,true,,2,10,,Belgian Luxembourg,After signing the deed,,1850,As new,4,2,,,400m²square meters,100m²square meters,Yes,Hyper equipped,,7,35m²square meters,35m²square meters,10m²square meters,22m²square meters,4,,4,,Yes,,,No,8000m²square meters,,No,Not specified,Not specified,F,Not specified,Not specified,Gas,,"€ 695,000695000 €",,No,"Av. de Broqueville, 57 Bte 18 1200- Bruxelles",,4802480,Belgian Luxembourg,,10,Yes,,Yes,500m²square meters,,,,Non flood zone,,,,,,Yes,8000m²square meters,,,,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,100m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141777,10141777,house,house,345000,forsale,6690,m,installed,,,fueloil,336,4,3089,,,,true,true,,1,5,,Belgian Luxembourg,After signing the deed,,,,4,1,Countryside,,216m²square meters,,Yes,Installed,,4,,,,,2,,3,,Yes,,,,3089m²square meters,Not connected,Yes,336 kWh/m²kilowatt hour per square meters,D,20210529006422,Not specified,Not specified,Fuel oil,Yes,"€ 345,000345000 €","€ 1,2451245 €",,Poteauerstrasse 90 4780- St-Vith,http://www.immokeul.be,,Belgian Luxembourg,,5,,,Yes,,,No,No,,"Living area (residential, urban or rural)",,,,,,,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,Colin Elst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908725,9908725,house,castle,5500000,forsale,6880,m,,1850,asnew,,540,10,22938,true,true,,true,true,,1,10,,Belgian Luxembourg,,,1850,As new,4,1,,Link to the virtual visit,1110m²square meters,,,,,10,,,,,7,,,,Yes,,,Yes,22938m²square meters,,,540 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,599485 kWh/year,,Yes,"€ 5,500,0005500000 €",,No,Rue Emile Feron 153 1060- Saint-Gilles,http://www.binet.kwbelgium.com,4747434,Belgian Luxembourg,,10,Yes,,Yes,,,,,,,Yes,Yes,,,Yes,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156622,10156622,house,house,110000,forsale,6980,m,,,justrenovated,,,1,0,,true,,,true,,,,,Belgian Luxembourg,Immediately,,,Just renovated,3,,,,90m²square meters,30m²square meters,,,,1,,,,,,,2,30m²square meters,Yes,,,No,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 110,000110000 €","€ 2,2402240 €",No,"Rue de Hotton, 22 6987- Rendeux",http://www.bg-immo.be,2697 - 2423,Belgian Luxembourg,,,,,,,,,,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128656,10128656,house,house,125000,forsale,6769,m,,,tobedoneup,fueloil,287,2,125,,,,,,,,,,Belgian Luxembourg,After signing the deed,,,To be done up,2,,,,,,,,,2,,,,,,,,,,,,,125m²square meters,,,287 kWh/m²kilowatt hour per square meters,D,20220921016609,Not specified,36231 kWh/year,Fuel oil,Yes,"€ 125,000125000 €",€ 240240 €,No,Avenue Bouvier 66 6760- Virton,http://www.notairemoreau.be,,Belgian Luxembourg,,,,,,,No,,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,Aline RATY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134992,10134992,house,house,225500,forsale,6690,m,,,,gas,,3,969,,,,,,,,2,1,Belgian Luxembourg,,,,,4,,Countryside,,120m²square meters,,Yes,,,3,,,,,,1,2,,,,,No,969m²square meters,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 225,500225500 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9962646,9962646,house,house,254000,forsale,6900,m,,,,gas,,3,319,,,,,,,,2,1,Belgian Luxembourg,,,,,2,,"Living area (residential, urban or rural)",,170m²square meters,,Yes,,,3,,,,,1,,2,,,,,No,319m²square meters,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 254,000254000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,South,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090956,10090956,house,house,295000,forsale,6640,m,installed,2022,asnew,gas,,4,0,,,,,,,,2,1,Belgian Luxembourg,After signing the deed,,2022,As new,4,,"Living area (residential, urban or rural)",,140m²square meters,,,Installed,,4,,,,,1,,2,,,,,,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 295,000295000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baijot Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9994402,9994402,house,house,269000,forsale,6810,m,installed,2022,asnew,gas,,3,336,,,,,,,1,2,1,Belgian Luxembourg,After signing the deed,,2022,As new,3,1,"Living area (residential, urban or rural)",,,,,Installed,,3,,,,,1,,,,,,,,336m²square meters,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 269,000269000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,West,,,,,,,,,,,,,,,,Baijot Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161279,10161279,house,house,220000,forsale,6810,m,,,asnew,,389,3,127,,,,true,,,,,,Belgian Luxembourg,Immediately,,,As new,2,,"Living area (residential, urban or rural)",,,,,,,3,,,,,,,,,,,,,127m²square meters,Connected,Yes,389 kWh/m²kilowatt hour per square meters,E,20140814012565,Not specified,83049 kWh/year,,Yes,"€ 220,000220000 €",€ 480480 €,,"20, Rue d'Arlon 6820- Florenville",,,Belgian Luxembourg,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costa Yves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056775,10056775,house,house,599000,forsale,6983,m,,,,gas,253,4,2984,,,,true,,,,,,Belgian Luxembourg,After signing the deed,Ardenne,,,4,,,,230m²square meters,,,,,4,,,,,3,,2,,,,,Yes,2984m²square meters,Not connected,Yes,253 kWh/m²kilowatt hour per square meters,C,20220811011065,53 kg CO₂/m²,60358 kWh/year,Gas,Yes,"€ 599,000599000 €",,No,"RUE DU PURNALET, 8 6980- LA ROCHE-EN-ARDENNE",http://www.ardenneimmo.be,4854240,Belgian Luxembourg,,,,,,,,,,,,,,,,,,50m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918694,9918694,house,house,315000,forsale,6850,m,installed,1938,torenovate,fueloil,,3,2412,true,true,,,,,2,10,,Belgian Luxembourg,After signing the deed,,1938,To renovate,4,2,,,152m²square meters,,,Installed,,3,,,,,2,,,,,,,,2412m²square meters,Connected,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 315,000315000 €",€ 843843 €,,Rue de Glimes 1 1367- Huppaye,http://www.immo-far.be,,Belgian Luxembourg,17 m,10,Yes,,,,,,,,"Living area (residential, urban or rural)",,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165454,10165454,house,house,240000,forsale,6929,m,installed,2022,,gas,,3,0,true,,,true,,,,2,1,Belgian Luxembourg,After signing the deed,,2022,,3,,"Living area (residential, urban or rural)",,,,,Installed,,3,,,,,1,,2,,,,,,,,Yes,Not specified,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 240,000240000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149344,10149344,house,farmhouse,50000,forsale,6834,m,,,torenovate,,881,3,1131,,,,,,,,,,Belgian Luxembourg,After signing the deed,,,To renovate,,,,,,,,,,3,,,,,,,,,,,,,1131m²square meters,,,881 kWh/m²kilowatt hour per square meters,G,20220812016266,Not specified,157099 kWh/year,,No,"Make an offer starting from€ 50,000Make an offer starting from50000 €",€ 349349 €,No,"Rue de l´Hospice, 5 6830- Bouillon",,,Belgian Luxembourg,,,,,,,No,No,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catherine PHILIPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165447,10165447,house,house,240000,forsale,6929,m,installed,2022,,gas,,3,0,true,,,true,,,,2,1,Belgian Luxembourg,After signing the deed,,2022,,3,,"Living area (residential, urban or rural)",,,,,Installed,,3,,,,,1,,2,,,,,No,,,Yes,Not specified,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 240,000240000 €",,,Rue de l'école 7 5575- Patignies,http://www.maisonsbaijot.be,,Belgian Luxembourg,,2,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9634165,9634165,house,countrycottage,149500,forsale,6666,m,,,torenovate,,732,4,766,,,,,,,,,,Belgian Luxembourg,To be defined,Ardenne,,To renovate,4,,Countryside,Link to the virtual visit,209m²square meters,,,,,4,,,,,1,,,,,,,,766m²square meters,,No,732 kWh/m²kilowatt hour per square meters,G,20170705020708,10 kg CO₂/m²,152872 kWh/year,,,"€ 149,500149500 €",€ 318318 €,No,"RUE DU PURNALET, 8 6980- LA ROCHE-EN-ARDENNE",http://www.ardenneimmo.be,4585685,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104150,10104150,house,house,279000,forsale,6941,m,,,asnew,pellet,244,3,400,true,,,true,,,,2,1,Belgian Luxembourg,After signing the deed,,,As new,3,,,,154m²square meters,,,,,3,,,,,1,,,,,,,,400m²square meters,,Yes,244 kWh/m²kilowatt hour per square meters,C,20220622015300,Not specified,Not specified,Pellet,Yes,"€ 279,000279000 €",,,Rue de Glimes 1 1367- Huppaye,http://www.immo-far.be,,Belgian Luxembourg,7.9 m,2,Yes,,Yes,,Yes,,,,"Living area (residential, urban or rural)",,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058374,10058374,house,villa,300000,forsale,6820,m,,1998,asnew,,335,2,1570,,,,true,,,,,,Belgian Luxembourg,Immediately,Azy/Chassepierre,1998,As new,4,,"Living area (residential, urban or rural)",,,,,,,2,,,,,,2,,,,,,,1570m²square meters,Connected,Yes,335 kWh/m²kilowatt hour per square meters,D,20220809015797,Not specified,33258 kWh/year,,Yes,"€ 300,000300000 €",€ 577577 €,,"20, Rue d'Arlon 6820- Florenville",,,Belgian Luxembourg,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[email protected],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9906218,9906218,house,house,295000,forsale,6880,m,installed,,torenovate,fueloil,375,4,2194,true,true,,,,,,6,,Belgian Luxembourg,,,,To renovate,3,,,,290m²square meters,,,Installed,,4,,,,,,,,,,,,,2194m²square meters,,,375 kWh/m²kilowatt hour per square meters,E,20220426008558,Not specified,Not specified,Fuel oil,Yes,"€ 295,000295000 €","€ 1,0191019 €",,Rue de Glimes 1 1367- Huppaye,http://www.immo-far.be,,Belgian Luxembourg,9 m,6,Yes,,,,,,,,"Living area (residential, urban or rural)",,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Yes,South West,,Yes,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10063581,10063581,house,villa,430000,forsale,6870,m,hyperequipped,,asnew,fueloil,269,4,600,,true,,true,true,,1,4,,Belgian Luxembourg,After signing the deed,,,As new,4,1,,,156m²square meters,,,Hyper equipped,,4,,,,,2,,,,Yes,,,,600m²square meters,Connected,,269 kWh/m²kilowatt hour per square meters,D,20220813002282,Not specified,Not specified,Fuel oil,Yes,"€ 430,000430000 €","€ 1,0681068 €",,Rue de Glimes 1 1367- Huppaye,http://www.immo-far.be,,Belgian Luxembourg,11 m,4,,,Yes,,,,,,"Living area (residential, urban or rural)",,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Yes,South,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9790284,9790284,house,exceptionalproperty,720000,forsale,6690,m,installed,2013,asnew,pellet,292,2,48860,,,,true,true,,,,,Belgian Luxembourg,After signing the deed,,2013,As new,4,,,,,,Yes,Installed,,2,,,,,1,,2,,Yes,,,No,48860m²square meters,,,292 kWh/m²kilowatt hour per square meters,D,20220131003907,Not specified,Not specified,Pellet,,"€ 720,000720000 €",,,avenue Louise 480 1050- Ixelles,http://www.cofim.be,,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,1,,,,,,Berleur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
