,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Office,Basement surface,Furnished,Armored door,Surface of the plot,"Gas, water &amp; electricity",Terrace,Elevator,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Shower rooms,Office surface,Attic,Width of the lot on the street,Connection to sewer network,Garden surface,Terrace surface,Accessible for disabled people,Intercom,TV cable,Flood zone type,How many fireplaces?,Garden orientation,As built plan,Living room,Dressing room,Laundry room,Professional space,Basement,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Number of annexes,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Garden,Planning permission obtained,Subdivision permit,Total ground floor buildable,Attic surface,Obligation to build,Conformity certification for fuel tanks,Professional space surface,E-level (overall energy performance),Agent's name,Property name,Isolated,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Percentage rented,EPC description,Maximum duration of annuity
9937903,9937903,house,villa,535000,forsale,1910,l,hyperequipped,1983,good,gas,193,4,930,true,,,true,,,2,4,,Flemish Brabant,After signing the deed,Vlaams-brabant,1983,Good,4,2,4,,,210m²square meters,,Yes,Hyper equipped,,4,,,,,,1,2,,,No,Yes,930m²square meters,Yes,Yes,,Yes,,193 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 535,000535000 €","€ 1,9211921 €",No,HAACHTSESTEENWEG 510 BUS 5 1910- Kampenhout,http://www.animmo.eu,4771960,Flemish Brabant,,,,,Yes,,Connected,,,Yes,,Yes,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118855,10118855,house,house,595000,forsale,1820,l,hyperequipped,1989,good,gas,217,2,863,,,,true,true,,1,,,Flemish Brabant,,,1989,Good,4,1,,,,200m²square meters,70m²square meters,,Hyper equipped,,2,,,,,,1,1,Yes,,No,,863m²square meters,,,,,,217 kWh/m²kilowatt hour per square meters,C,20220914-0002674322-RES-1,Not specified,Not specified,Gas,Yes,"€ 595,000595000 €","€ 1,5911591 €",No,Brusselsesteenweg 527 3090- Overijse,http://www.immovermast.be,2563 - 1677,Flemish Brabant,,,,,,,,,30m²square meters,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027632,10027632,house,house,575000,forsale,1830,l,installed,2017,asnew,,141,4,268,,,,true,true,,1,4,,Flemish Brabant,,,2017,As new,3,1,4,"Living area (residential, urban or rural)",,215m²square meters,,Yes,Installed,,4,,,,,,1,2,Yes,,No,,268m²square meters,Yes,Yes,,,,141 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,,"€ 575,000575000 €","€ 1,3481348 €",,Schoolstraat 101 1745- Opwijk,http://www.schoukens.be,,Flemish Brabant,,,,,,,,,,,,,Possible flood zone,,South East,,Yes,,Yes,,,,,,,South East,,,Yes,,,,,,,,,,,,"Living area (residential, urban or rural)",Yes,,,,,,,,,Gino Brondeel,,,,,,,,,,,,,,,,,,,,
10054147,10054147,house,house,545000,forsale,3140,l,installed,1984,torenovate,fueloil,643,3,2792,true,true,,true,,,2,,,Flemish Brabant,,,1984,To renovate,4,2,,Isolated,Link to the virtual visit,210m²square meters,40m²square meters,,Installed,11m²square meters,3,11m²square meters,10m²square meters,,,,1,2,,,,,2792m²square meters,No,Yes,No,Yes,No,643 kWh/m²kilowatt hour per square meters,F,20220218-0002548627-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 545,000545000 €","€ 2,4022402 €",No,Oudstrijderslaan 38 3140- Keerbergen,https://www.imovastgoed.be/nl/home,4866004,Flemish Brabant,,21 m,,,Yes,64.4 mmeters,Connected,,,,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,Residential park,,Yes,Yes,210m²square meters,,,,55m²square meters,,,,,,,,,,,,,,,,,,,,,,
9977910,9977910,house,farmhouse,650000,forsale,3401,l,notinstalled,,torenovate,,690,4,8779,,,,,,,,,,Flemish Brabant,,,,To renovate,4,,,,,260m²square meters,,,Not installed,,4,,,,,,1,,,,No,,8779m²square meters,,,,,,690 kWh/m²kilowatt hour per square meters,F,20220214-0002545614-RES-1,440 kg CO₂/m²,Not specified,,,"€ 650,000650000 €",€ 777777 €,No,"Quai de la Batte, 4 4500- Huy",http://www.comptoir-foncier.be,3084 - 1343,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9792694,9792694,house,mixedusebuilding,595000,forsale,1860,l,hyperequipped,1899,tobedoneup,gas,474,2,1200,,true,,true,,,,8,,Flemish Brabant,After signing the deed,,1899,To be done up,3,,8,"Living area (residential, urban or rural)",,330m²square meters,36m²square meters,,Hyper equipped,,2,18m²square meters,23m²square meters,,,,2,3,,,No,,1200m²square meters,Yes,Yes,,,No,474 kWh/m²kilowatt hour per square meters,E,2552442-RES-1,Not specified,Not specified,Gas,Yes,"€ 595,000595000 €","€ 2,5012501 €",Yes,Brusselsesteenweg 59/1 1860- Meise,,4663218,Flemish Brabant,,13.5 m,,,,19.25 mmeters,Connected,,,,,Yes,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,No,238m²square meters,,,,150m²square meters,,,,,,,,,,,,,,,,,,,,,,
9928385,9928385,house,villa,699000,forsale,1820,l,usainstalled,1992,justrenovated,gas,304,4,880,true,,1,true,,true,1,3,,Flemish Brabant,After signing the deed,,1992,Just renovated,4,1,3,,,210m²square meters,,,USA installed,,4,,,,,,1,2,No,,No,No,880m²square meters,Yes,,No,Yes,Yes,304 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Gas,Yes,"€ 699,000699000 €","€ 1,6801680 €",No,,,,Flemish Brabant,,,,,Yes,,Connected,1m²square meter,1m²square meter,No,No,Yes,Non flood zone,1,,,,No,Yes,No,,No,No,No,Yes,,,No,No,No,No,No,Yes,Yes,No,No,No,Villa,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087764,10087764,house,villa,725000,forsale,3140,l,usahyperequipped,1990,good,electric,588,3,2984,true,true,,true,true,true,1,6,,Flemish Brabant,After signing the deed,,1990,Good,4,1,6,"Living area (residential, urban or rural)",Link to the virtual visit,223m²square meters,,,USA hyper equipped,,3,,,,,,1,1,Yes,,No,,2984m²square meters,No,Yes,No,,Yes,588 kWh/m²kilowatt hour per square meters,F,202209220002664631RES3,Not specified,Not specified,Electric,Yes,"€ 725,000725000 €","€ 2,4102410 €",No,Oudstrijderslaan 38 3140- Keerbergen,https://www.imovastgoed.be/nl/home,4892731,Flemish Brabant,,14.5 m,,,Yes,40 mmeters,Connected,,,,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,Residential park,,Yes,Yes,205m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10098365,10098365,house,house,895000,forsale,3090,l,hyperequipped,1966,good,gas,835,4,1030,,true,,true,true,,2,,,Flemish Brabant,,,1966,Good,4,2,,,,295m²square meters,65m²square meters,,Hyper equipped,,4,,,,,,1,3,Yes,,No,,1030m²square meters,,,,,,835 kWh/m²kilowatt hour per square meters,F,20220425-0002589234-RES-1,1000 kg CO₂/m²,Not specified,Gas,Yes,"€ 895,000895000 €","€ 6,0636063 €",No,Brusselsesteenweg 527 3090- Overijse,http://www.immovermast.be,2725 - 1672,Flemish Brabant,,,1,,,,,,25m²square meters,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Residential park,,,,,,,,,835,,,,,,,,,,,,,,,,,,,,,
10136549,10136549,house,manorhouse,925000,forsale,1745,l,installed,1995,good,gas,260,2,3688,,true,,,true,,,8,,Flemish Brabant,After signing the deed,,1995,Good,4,,8,,,,,,Installed,23m²square meters,2,20m²square meters,14m²square meters,13m²square meters,,,1,3,Yes,50m²square meters,No,,3688m²square meters,Yes,,,Yes,,260 kWh/m²kilowatt hour per square meters,C,0200528-0002274799-RES-1,Not specified,Not specified,Gas,Yes,"€ 925,000925000 €","€ 1,9111911 €",No,Boekvijverstraat 20 9506- Zandbergen,http://www.exclusivhome.be/,2051 - 382,Flemish Brabant,,14 m,1,,,26 mmeters,,,,,,,Non flood zone,1,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,Farming area,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
9907295,9907295,house,house,945000,forsale,3140,l,usahyperequipped,1981,good,gas,280,4,2700,true,,,true,,,2,6,,Flemish Brabant,To be defined,,1981,Good,4,2,6,Isolated,Link to the virtual visit,340m²square meters,58m²square meters,,USA hyper equipped,23m²square meters,4,17m²square meters,13m²square meters,16m²square meters,19m²square meters,,2,2,,,,,2700m²square meters,Yes,Yes,No,,,280 kWh/m²kilowatt hour per square meters,C,20220429-0002556021-RES-2,Not specified,Not specified,Gas,Yes,"€ 945,000945000 €","€ 3,3013301 €",No,Haachtsebaan 119 3140- Keerbergen,,4663860,Flemish Brabant,,17 m,,,Yes,45 mmeters,Not connected,,,,,Yes,Possible flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,Yes,175m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10093126,10093126,house,villa,1125000,forsale,1800,l,hyperequipped,1947,asnew,gas,288,4,1141,true,true,1000,true,true,,1,6,,Flemish Brabant,After signing the deed,,1947,As new,4,1,6,,,,29m²square meters,Yes,Hyper equipped,18m²square meters,4,16m²square meters,21m²square meters,22m²square meters,30m²square meters,,3,3,Yes,,No,Yes,1141m²square meters,Yes,,,Yes,,288 kWh/m²kilowatt hour per square meters,C,20220704-0002634622-RES-1,Not specified,Not specified,Gas,Yes,"€ 1,125,0001125000 €","€ 2,7612761 €",No,de Limburg Stirumlaan 166 1780- Wemmel,http://www.engelvoelkers.com/wemmel,4900789,Flemish Brabant,,24.62 m,3,12m²square meters,Yes,28.85 mmeters,Connected,1000m²square meters,180m²square meters,,Yes,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,"Living area (residential, urban or rural)",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145930,10145930,house,house,275000,forsale,1601,l,installed,1930,good,gas,418,2,180,true,true,,true,,,,,,Flemish Brabant,After signing the deed,,1930,Good,2,,,Urban,,110m²square meters,,Yes,Installed,,2,,,,,,1,1,,,,,180m²square meters,Yes,Yes,,,,418 kWh/m²kilowatt hour per square meters,E,0002681070-Res1,Not specified,Not specified,Gas,Yes,"€ 275,000275000 €",,,Albertstraat 1 1500- Halle,,,Flemish Brabant,,,,,Yes,,Connected,,,,,,Non flood zone,,,,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",,,,,,,,,,Destryker Wim,,,,,,,,,,,,,,,,,,,,
10094149,10094149,house,villa,1495000,forsale,1780,l,hyperequipped,1991,,gas,182,4,1690,true,,1000,true,true,,2,4,,Flemish Brabant,,,1991,,4,2,4,,,442m²square meters,40m²square meters,Yes,Hyper equipped,32m²square meters,4,30m²square meters,18m²square meters,18m²square meters,18m²square meters,,5,3,Yes,,,No,1690m²square meters,Yes,,No,Yes,No,182 kWh/m²kilowatt hour per square meters,B,20220714-0002640976-RES-1,15140 kg CO₂/m²,Not specified,Gas,Yes,"€ 1,495,0001495000 €","€ 5,5855585 €",No,,,,Flemish Brabant,,,,16m²square meters,Yes,,,1000m²square meters,1m²square meter,No,No,Yes,,1,South West,,,Yes,Yes,Yes,,Yes,No,No,No,South West,,No,No,Yes,No,No,Yes,No,No,No,No,All kind,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9971026,9971026,house,house,430000,forsale,3472,l,,2020,asnew,gas,,4,475,,,,,,,,,1,Flemish Brabant,,,2020,As new,4,,,,,250m²square meters,,,,,4,,,,,,2,2,,,,,475m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,"€ 430,000430000 €",,No,"Vanderkelenstraat, 22 3000- Leuven",http://www.bvm-vastgoed.be,4800792,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145331,10145331,house,house,574000,forsale,1980,l,,1973,good,,390,5,874,,,235,true,,,2,,,Flemish Brabant,,,1973,Good,3,2,,,,242m²square meters,,,,10m²square meters,5,20m²square meters,16m²square meters,14m²square meters,14m²square meters,9m²square meters,2,3,,,,,874m²square meters,,Yes,,,,390 kWh/m²kilowatt hour per square meters,D,20211119-0002491234-RES-1,Not specified,Not specified,,Yes,"€ 574,000574000 €","€ 1,4971497 €",No,Oudstrijderslaan 38 3140- Keerbergen,https://www.imovastgoed.be/nl/home,4963348,Flemish Brabant,,,,,,18.5 mmeters,,235m²square meters,,,,,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145335,10145335,house,house,574000,forsale,1982,l,,1973,good,,390,5,874,,,235,true,,,2,,,Flemish Brabant,,,1973,Good,3,2,,,,242m²square meters,,,,10m²square meters,5,20m²square meters,16m²square meters,14m²square meters,14m²square meters,9m²square meters,2,3,,,,,874m²square meters,,Yes,,,,390 kWh/m²kilowatt hour per square meters,D,20211119-0002491234-RES-1,Not specified,Not specified,,Yes,"€ 574,000574000 €","€ 1,4971497 €",No,Oudstrijderslaan 38 3140- Keerbergen,https://www.imovastgoed.be/nl/home,4963357,Flemish Brabant,,,,,,18.5 mmeters,,235m²square meters,,,,,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145525,10145525,house,villa,665000,forsale,1700,l,semiequipped,1966,tobedoneup,fueloil,429,4,3049,true,true,2517,true,true,,2,3,,Flemish Brabant,After signing the deed,,1966,To be done up,4,2,3,,,291m²square meters,50m²square meters,,Semi equipped,15m²square meters,4,11m²square meters,13m²square meters,14m²square meters,17m²square meters,,1,2,Yes,46m²square meters,,,3049m²square meters,No,Yes,,Yes,,429 kWh/m²kilowatt hour per square meters,E,2639649,Not specified,Not specified,Fuel oil,Yes,"€ 665,000665000 €","€ 2,0472047 €",No,Assesteenweg 2281742- Ternat,http://www.immovanmiddelem.be,4934264,Flemish Brabant,,,,14m²square meters,,,Connected,2517m²square meters,,,,Yes,Possible flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,No,,136m²square meters,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10152940,10152940,house,villa,545000,forsale,1630,l,,1965,torenovate,fueloil,471,3,1000,true,true,,true,true,,1,4,,Flemish Brabant,After signing the deed,Brabant Flamand,1965,To renovate,4,1,4,Urban,,220m²square meters,55m²square meters,,,16m²square meters,3,19m²square meters,12m²square meters,10m²square meters,,,1,2,Yes,,No,,1000m²square meters,No,Yes,,,,471 kWh/m²kilowatt hour per square meters,E,20220911-0002666010-RES-1,Not specified,Not specified,Fuel oil,Yes,"Make an offer starting from€ 545,000Make an offer starting from545000 €","€ 3,0043004 €",No,Rue de Nivelles 1 1440- Braine-le-Château,,4967254,Flemish Brabant,,,,,Yes,,Not connected,,,,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138843,10138843,house,house,265000,forsale,3200,l,,1967,tobedoneup,gas,441,3,170,,,,true,,,1,2,,Flemish Brabant,,,1967,To be done up,2,1,2,,,177m²square meters,,,,,3,,,,,,1,,,,No,,170m²square meters,No,Yes,,,,441 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,Gas,Yes,"€ 265,000265000 €",€ 686686 €,No,Werchtersesteenweg 1 3150- Haacht,http://www.homixx.be,4958999,Flemish Brabant,,,,,,,Connected,,,,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159526,10159526,house,countrycottage,749000,forsale,3290,l,,1860,,fueloil,253,3,5237,,,,,,,1,4,,Flemish Brabant,,,1860,,4,1,4,,,250m²square meters,,,,,3,,,,,,2,3,No,,No,No,5237m²square meters,No,,,,,253 kWh/m²kilowatt hour per square meters,C,20220928-0002684844-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 749,000749000 €",€ 676676 €,No,Bergstraat 109 2220- Heist-op-den-Berg,http://www.hillewaere.be,09/2338,Flemish Brabant,,17.3 m,,,,88 mmeters,Not connected,,,,,,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,215m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10161134,10161134,house,villa,450000,forsale,1501,l,,1975,tobedoneup,fueloil,422,3,1055,,true,,true,,,,,,Flemish Brabant,,,1975,To be done up,4,,,,,148m²square meters,,,,14m²square meters,3,,,,,,2,,,50m²square meters,No,No,1055m²square meters,Yes,Yes,No,Yes,No,422 kWh/m²kilowatt hour per square meters,E,20220224-0002552506-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 450,000450000 €","€ 1,7991799 €",No,Brusselsesteenweg 25 1652- Alsemberg,,479,Flemish Brabant,,,,,,,Connected,,,No,,No,Non flood zone,,,,,,,,,,,,,,,,,,No,No,,No,No,No,No,Villa,No,No,Natural area,,,No,,,,"Yes, conform",,422,,,,,,,,,,,,,,,,,,,,,
10143383,10143383,house,house,365000,forsale,3271,l,hyperequipped,1950,asnew,gas,346,2,645,true,true,645,true,,,1,,,Flemish Brabant,After signing the deed,,1950,As new,4,1,,,,176m²square meters,,,Hyper equipped,,2,,,,,,2,1,,,,,645m²square meters,Yes,Yes,,,,346 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Gas,Yes,"€ 365,000365000 €",€ 381381 €,No,Werchtersesteenweg 1 3150- Haacht,http://www.homixx.be,4962943,Flemish Brabant,,,,,Yes,,Connected,645m²square meters,,,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144271,10144271,house,villa,489000,forsale,3052,l,usahyperequipped,1967,good,fueloil,296,2,1574,true,true,1500,true,,,3,4,,Flemish Brabant,After signing the deed,,1967,Good,4,3,4,"Living area (residential, urban or rural)",,102m²square meters,30m²square meters,,USA hyper equipped,15m²square meters,2,13m²square meters,13m²square meters,,,,1,2,No,25m²square meters,,No,1574m²square meters,Yes,,No,No,No,296 kWh/m²kilowatt hour per square meters,C,2019040-0002145018-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 489,000489000 €","€ 1,8291829 €",No,,,,Flemish Brabant,,,,,,,Connected,1500m²square meters,60m²square meters,Yes,No,Yes,,,South East,No,,No,,No,,Yes,No,Yes,Yes,South,,No,No,No,No,No,Yes,No,No,No,No,Villa,No,No,"Living area (residential, urban or rural)",,Yes,Yes,102m²square meters,84m²square meters,No,"Yes, conform",,,,,Yes,,,,,,,,,,,,,,,,,,
10160640,10160640,house,apartmentblock,595000,forsale,3450,l,,1997,tobedoneup,gas,125,0,113,,,,,,,,,,Flemish Brabant,After signing the deed,,1997,To be done up,2,,,,,252m²square meters,,,,,,,,,,,,,,,No,No,113m²square meters,Yes,,No,No,No,125 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 595,000595000 €",€ 872872 €,Yes,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,Flemish Brabant,,,,,,,Connected,,,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,No,No,,No,No,No,No,Apartment building,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,125,,,,,,,,,,,,,,,,,,,,,
9999832,9999832,house,house,350000,forsale,1630,l,semiequipped,,,gas,917,2,455,,true,,,,,,1,,Flemish Brabant,,,,,,,1,,,160m²square meters,,Yes,Semi equipped,12m²square meters,2,20m²square meters,13m²square meters,,,,1,1,,,No,,455m²square meters,Yes,,,,,917 kWh/m²kilowatt hour per square meters,F,0002601592,Not specified,Not specified,Gas,,"€ 350,000350000 €",€ 820820 €,No,Alsembergsesteenweg 259 1501- Buizingen,http://www.immoquartier.be,198 -,Flemish Brabant,,,,,,,,,,,,,,,South West,No,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160957,10160957,house,house,619000,forsale,1750,l,,1993,asnew,electric,,3,1300,,true,636,true,true,,2,2,,Flemish Brabant,After signing the deed,,1993,As new,4,2,2,,,238m²square meters,,,,,3,,,,,,1,1,Yes,30m²square meters,,No,1300m²square meters,Yes,,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,Electric,Yes,"€ 619,000619000 €",,No,,,,Flemish Brabant,,13 m,,,,,Connected,636m²square meters,60m²square meters,No,No,Yes,Non flood zone,1,South West,,,Yes,,Yes,,Yes,No,No,No,South West,,No,No,No,No,No,Yes,No,No,No,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005923,10005923,house,manorhouse,325000,forsale,3400,l,installed,1966,tobedoneup,,603,3,3000,,,2700,,,,1,,,Flemish Brabant,,,1966,To be done up,4,1,,Countryside,,252m²square meters,43m²square meters,,Installed,8m²square meters,3,16m²square meters,14m²square meters,13m²square meters,,,1,3,No,,No,No,3000m²square meters,No,,No,No,No,603 kWh/m²kilowatt hour per square meters,F,20210804-0002448194-RES-1,Not specified,Not specified,,Yes,"€ 325,000325000 €","€ 1,0081008 €",No,Koolmijnlaan 38 3550- Heusden-Zolder,http://www.swevers.be,B0002,Flemish Brabant,,18 m,,,,28 mmeters,Connected,2700m²square meters,,No,No,Yes,Possible flood zone,1,South,,,,,,,,,,,,,,,No,,,,,,,,,No,No,Area of landscape interest,,Yes,No,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,
10032366,10032366,house,house,399000,forsale,1760,l,usainstalled,2008,asnew,gas,120,3,421,,,,true,,,1,,,Flemish Brabant,,,2008,As new,,1,,Countryside,,198m²square meters,,Yes,USA installed,,3,,,,,,2,3,No,,No,,421m²square meters,Yes,Yes,,,,120 kWh/m²kilowatt hour per square meters,B,20220620-0002626500-RES-1,3547 kg CO₂/m²,Not specified,Gas,Yes,"€ 399,000399000 €",€ 811811 €,No,Sint Rochusstraat 109 1500- Halle,,Abeelstraat 76,Flemish Brabant,,6 m,,,,6 mmeters,Connected,,,,,,Non flood zone,,North West,,Yes,No,,,,No,No,No,No,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",Yes,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10135421,10135421,house,house,449000,forsale,3370,l,installed,1968,good,,263,6,984,,true,867,,,,3,3,,Flemish Brabant,,,1968,Good,4,3,3,Countryside,,200m²square meters,28m²square meters,Yes,Installed,15m²square meters,6,14m²square meters,15m²square meters,14m²square meters,15m²square meters,15m²square meters,1,2,No,54m²square meters,No,No,984m²square meters,No,,No,Yes,No,263 kWh/m²kilowatt hour per square meters,C,2022090-0002679036-RES-1,Not specified,Not specified,,Yes,"€ 449,000449000 €","€ 1,2761276 €",No,Koolmijnlaan 38 3550- Heusden-Zolder,http://www.swevers.be,H5418,Flemish Brabant,,11.5 m,1,,,23 mmeters,Connected,867m²square meters,,No,No,Yes,Possible flood zone,,,,,,,,,,,,,,,,,Yes,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,Yes,117m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10028971,10028971,house,house,365000,forsale,1652,l,installed,1960,tobedoneup,gas,,3,590,true,true,450,true,,,,1,,Flemish Brabant,After signing the deed,,1960,To be done up,4,,1,,,125m²square meters,24m²square meters,Yes,Installed,5m²square meters,3,14m²square meters,13m²square meters,9m²square meters,,,1,1,No,16m²square meters,,No,590m²square meters,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 365,000365000 €","€ 1,0261026 €",No,,,,Flemish Brabant,,,,,,,Connected,450m²square meters,50m²square meters,No,No,Yes,Non flood zone,1,South,,,No,,No,,No,No,No,Yes,South,2,No,No,No,No,No,No,No,No,No,No,All kind,,No,,,Yes,,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
10104339,10104339,house,villa,549000,forsale,3001,l,installed,1956,good,,456,3,1351,,true,,,,,1,2,,Flemish Brabant,,,1956,Good,4,1,2,,,220m²square meters,49m²square meters,Yes,Installed,10m²square meters,3,24m²square meters,16m²square meters,13m²square meters,,,1,1,No,60m²square meters,No,No,1351m²square meters,No,,,,,456 kWh/m²kilowatt hour per square meters,E,20220719-0002643223-RES-1,Not specified,Not specified,,No,"€ 549,000549000 €","€ 1,6111611 €",No,Onze-Lieve-Vrouwstraat 129B 3020- Herent,,TK/22054,Flemish Brabant,June 30 2023 - 12:00 AM,13 m,,,,,Connected,,,,,,Non flood zone,,South West,,,,,,,,,,,,,,,,,,,,,,,Villa,No,No,"Living area (residential, urban or rural)",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
