,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Bedroom 3 surface,Bedroom 4 surface,Basement,Attic,Width of the lot on the street,Terrace surface,Double glazing,Total ground floor buildable,Virtual visit,Bedroom 5 surface,Conformity certification for fuel tanks,Terrace,Neighbourhood or locality,Dining room,Secure access / alarm,Dressing room,Basement surface,Land is facing street,Wooded land,Plot at rear,Flat land,Garden,Garden orientation,Caretaker,Intercom,Visio phone,Type of building,Obligation to build,E-level (overall energy performance),Thermic solar panels,How many fireplaces?,Laundry room,Professional space surface,Professional space,Attic surface,Armored door,Terrace orientation,Number of annexes,Air conditioning,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Common water heater,Living room,Agent's name,Current monthly revenue,Isolated,Venue of the sale,Single session,Terms of visit,Starting price,Property name,Percentage rented,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Date of the sale
10088298,10088298,house,countrycottage,329000,forsale,9570,l,installed,1941,tobedoneup,fueloil,524,4,898,,true,,true,true,,3,5,,East Falnders,After signing the deed,,1941,To be done up,3,5,,224m²square meters,42m²square meters,Installed,16m²square meters,4,16m²square meters,16m²square meters,1,,2,16m²square meters,Yes,No,898m²square meters,,Yes,,,,,,524 kWh/m²kilowatt hour per square meters,F,20220717-0002641067-RES-1,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 329,000329000 €",€ 597597 €,No,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,1913 - DS22/044,East Falnders,11 m,3,16m²square meters,16m²square meters,Yes,,26 mmeters,,Yes,,,,"Yes, conform",Yes,,Yes,,,,,,,,Yes,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088299,10088299,house,mixedusebuilding,329000,forsale,9570,l,installed,1941,tobedoneup,fueloil,524,4,898,,true,,true,true,,3,5,,East Falnders,After signing the deed,,1941,To be done up,3,5,,224m²square meters,42m²square meters,Installed,16m²square meters,4,16m²square meters,16m²square meters,1,,2,16m²square meters,Yes,No,898m²square meters,,Yes,,,,,,524 kWh/m²kilowatt hour per square meters,F,20220717-0002641067-RES-1,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 329,000329000 €",€ 597597 €,Yes,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,1912 - DS22/044,East Falnders,11 m,3,16m²square meters,16m²square meters,Yes,,26 mmeters,,Yes,,,,"Yes, conform",Yes,,Yes,,,,,,,,Yes,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088297,10088297,house,villa,329000,forsale,9570,l,installed,1941,tobedoneup,fueloil,524,4,898,,true,,true,true,,3,5,,East Falnders,After signing the deed,,1941,To be done up,3,5,,224m²square meters,42m²square meters,Installed,16m²square meters,4,16m²square meters,16m²square meters,1,,2,16m²square meters,Yes,No,898m²square meters,,Yes,,,,,,524 kWh/m²kilowatt hour per square meters,F,20220717-0002641067-RES-1,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 329,000329000 €",€ 597597 €,No,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,1914 - DS22/044,East Falnders,11 m,3,16m²square meters,16m²square meters,Yes,,26 mmeters,,Yes,,,,"Yes, conform",Yes,,Yes,,,,,,,,Yes,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088267,10088267,house,house,329000,forsale,9570,l,installed,1941,tobedoneup,fueloil,524,4,898,,true,,true,true,,3,5,,East Falnders,After signing the deed,,1941,To be done up,3,5,,224m²square meters,42m²square meters,Installed,16m²square meters,4,16m²square meters,16m²square meters,1,,2,16m²square meters,Yes,No,898m²square meters,,Yes,,,,,,524 kWh/m²kilowatt hour per square meters,F,20220717-0002641067-RES-1,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 329,000329000 €",€ 597597 €,No,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,1911 - DS22/044,East Falnders,11 m,3,16m²square meters,16m²square meters,Yes,,26 mmeters,,Yes,,,,"Yes, conform",Yes,,Yes,,,,,,,,Yes,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165379,10165379,house,mixedusebuilding,169000,forsale,9500,l,semiequipped,1951,torenovate,fueloil,764,3,302,,true,,,,,4,4,,East Falnders,After signing the deed,,1951,To renovate,3,4,,236m²square meters,42m²square meters,Semi equipped,21m²square meters,3,,,1,,1,,,No,302m²square meters,,Yes,,,,,,764 kWh/m²kilowatt hour per square meters,F,20190523-0002163010-RES-1,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 169,000169000 €",€ 302302 €,Yes,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2331 - DS22/043,East Falnders,,4,,,Yes,,,,,,,,"Yes, conform",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129637,10129637,housegroup,housegroup,463000-605000,forsale,9000,l,,,,,,,,,,,,,,,,1,East Falnders,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,No,,Non flood zone,,,,No,Sluizeken 16 9000- Gent,http://www.trevi.be,6083 -,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145733,10145733,house,house,287000,forsale,9506,l,semiequipped,1950,tobedoneup,fueloil,1020,4,848,,true,430,true,true,,1,4,,East Falnders,After signing the deed,October 1 2022 - 12:00 AM,1950,To be done up,4,4,,200m²square meters,33m²square meters,Semi equipped,12m²square meters,4,18m²square meters,17m²square meters,1,,2,25m²square meters,Yes,No,848m²square meters,,Yes,430m²square meters,,,,,1020 kWh/m²kilowatt hour per square meters,F,20220530-0002613066-RES-1,Not specified,Not specified,No,Fuel oil,,,,,,,"€ 287,000287000 €",€ 592592 €,No,Hollebeekstraat 163A 1630- Linkebeek,http://www.clavisimmo.be,15016 - Cooman 13,East Falnders,,1,13m²square meters,12m²square meters,Yes,,15.5 mmeters,30m²square meters,,,,,,,,,,,,,,,,,South West,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165381,10165381,house,house,169000,forsale,9500,l,semiequipped,1951,torenovate,fueloil,764,3,302,,true,,,,,4,4,,East Falnders,After signing the deed,,1951,To renovate,3,4,,236m²square meters,42m²square meters,Semi equipped,21m²square meters,3,,,1,,1,,,No,302m²square meters,,Yes,,,,,,764 kWh/m²kilowatt hour per square meters,F,20190523-0002163010-RES-1,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 169,000169000 €",€ 302302 €,No,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2332 - DS22/043,East Falnders,,4,,,Yes,,,,,,,,"Yes, conform",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164666,10164666,house,house,490000,forsale,9032,l,semiequipped,1988,good,gas,273,3,550,,,,true,,,,,,East Falnders,,,1988,Good,4,,"Living area (residential, urban or rural)",191m²square meters,,Semi equipped,,3,,,2,,1,,,No,550m²square meters,,,,,,,,273 kWh/m²kilowatt hour per square meters,C,2693468,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 490,000490000 €","€ 1,3851385 €",No,Kouter 98 9000- Gent,http://www.dewaele.com/,D9000-22338,East Falnders,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162786,10162786,house,mixedusebuilding,198000,forsale,9500,l,installed,1932,tobedoneup,gas,404,4,349,,,,,,,,,,East Falnders,After signing the deed,,1932,To be done up,3,,,128m²square meters,,Installed,33m²square meters,4,18m²square meters,18m²square meters,1,,2,,,No,349m²square meters,,Yes,,,,,,404 kWh/m²kilowatt hour per square meters,E,20210218-0002373013-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 198,000198000 €",€ 349349 €,Yes,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2329 - DS22/038,East Falnders,,,16m²square meters,6m²square meters,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162772,10162772,house,house,198000,forsale,9500,l,installed,1932,tobedoneup,gas,404,4,349,,,,,,,,,,East Falnders,After signing the deed,,1932,To be done up,3,,,128m²square meters,,Installed,33m²square meters,4,18m²square meters,18m²square meters,1,,2,,,No,349m²square meters,,Yes,,,,,,404 kWh/m²kilowatt hour per square meters,E,20210218-0002373013-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 198,000198000 €",€ 349349 €,No,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2328 - DS22/038,East Falnders,,,16m²square meters,6m²square meters,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162785,10162785,house,mixedusebuilding,219000,forsale,9660,l,semiequipped,,torenovate,gas,356,4,652,,true,,true,true,,2,4,,East Falnders,After signing the deed,,,To renovate,4,4,,166m²square meters,32m²square meters,Semi equipped,14m²square meters,4,19m²square meters,16m²square meters,2,,3,9m²square meters,Yes,No,652m²square meters,,Yes,,,,,,356 kWh/m²kilowatt hour per square meters,D,20220526-0002611594-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",€ 297297 €,Yes,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2327 - DS22/033,East Falnders,,2,12m²square meters,7m²square meters,Yes,,20 mmeters,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162784,10162784,house,mixedusebuilding,369000,forsale,9570,l,installed,,good,fueloil,224,3,1477,,true,1004,true,,,4,2,,East Falnders,After signing the deed,,,Good,2,2,,300m²square meters,25m²square meters,Installed,25m²square meters,3,17m²square meters,14m²square meters,1,,2,,,No,1477m²square meters,,Yes,1004m²square meters,,,,,224 kWh/m²kilowatt hour per square meters,C,Certificaat-20220517-0002605246-RES-1,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 369,000369000 €",€ 523523 €,Yes,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2325 - DS22/026,East Falnders,,4,10m²square meters,,Yes,,11.5 mmeters,40m²square meters,Yes,,,,"Yes, conform",,,,,,,,,,,,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162770,10162770,house,house,219000,forsale,9660,l,semiequipped,,torenovate,gas,356,4,652,,true,,true,true,,2,4,,East Falnders,After signing the deed,,,To renovate,4,4,,166m²square meters,32m²square meters,Semi equipped,14m²square meters,4,19m²square meters,16m²square meters,2,,3,9m²square meters,Yes,No,652m²square meters,,Yes,,,,,,356 kWh/m²kilowatt hour per square meters,D,20220526-0002611594-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",€ 297297 €,No,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2326 - DS22/033,East Falnders,,2,12m²square meters,7m²square meters,Yes,,20 mmeters,,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147614,10147614,house,villa,699000,forsale,9900,l,installed,1954,good,gas,261,8,1649,,,,true,,,,7,,East Falnders,,,1954,Good,4,7,Urban,562m²square meters,,Installed,,8,,,2,,3,,,No,1649m²square meters,,,,,,,,261 kWh/m²kilowatt hour per square meters,C,20210908-0002461769-RES-1,Not specified,Not specified,,Gas,,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 699,000699000 €",,No,Stationsstraat 71 9900- Eeklo,http://www.dewaele.com/,D9900-22027,East Falnders,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162769,10162769,house,house,369000,forsale,9570,l,installed,,good,fueloil,224,3,1477,,true,1004,true,,,4,2,,East Falnders,After signing the deed,,,Good,2,2,,300m²square meters,25m²square meters,Installed,25m²square meters,3,17m²square meters,14m²square meters,1,,2,,,No,1477m²square meters,,Yes,1004m²square meters,,,,,224 kWh/m²kilowatt hour per square meters,C,Certificaat-20220517-0002605246-RES-1,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 369,000369000 €",€ 523523 €,No,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2324 - DS22/026,East Falnders,,4,10m²square meters,,Yes,,11.5 mmeters,40m²square meters,Yes,,,,"Yes, conform",,,,,,,,,,,,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152472,10152472,house,mixedusebuilding,225000,forsale,9550,l,semiequipped,,torenovate,gas,815,4,365,,true,58,,,,,1,,East Falnders,After signing the deed,,,To renovate,2,1,,271m²square meters,50m²square meters,Semi equipped,20m²square meters,4,17m²square meters,16m²square meters,1,,2,,,No,365m²square meters,,Yes,58m²square meters,,,,,815 kWh/m²kilowatt hour per square meters,F,20220208-0002541775-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 225,000225000 €",€ 418418 €,Yes,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2301 - DS22/049,East Falnders,10 m,,12m²square meters,12m²square meters,Yes,,10 mmeters,,Yes,,,,,,,Yes,,,,,,,,,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073000,10073000,house,house,469000,forsale,9150,l,installed,1978,good,gas,272,3,1075,,,600,true,,,,6,,East Falnders,,,1978,Good,3,6,Urban,171m²square meters,,Installed,,3,,,1,,1,,,No,1075m²square meters,,,600m²square meters,,,,,272 kWh/m²kilowatt hour per square meters,C,20220604-0002617014-RES-1,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,Non flood zone,,"€ 469,000469000 €",€ 711711 €,No,Bazelstraat 32 9150- Kruibeke,http://www.dewaele.com,D9150-22067,East Falnders,,,,,,,,45m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166094,10166094,house,house,275000,forsale,9900,l,,1972,good,,379,3,232,,,75,true,,,2,1,,East Falnders,After signing the deed,,1972,Good,3,1,,130m²square meters,24m²square meters,,12m²square meters,3,15m²square meters,10m²square meters,1,,1,,,No,232m²square meters,,,75m²square meters,,,,,379 kWh/m²kilowatt hour per square meters,D,20220915-0000881525-RES-5,Not specified,Not specified,No,,Yes,Yes,No,,Non flood zone,"Living area (residential, urban or rural)","€ 275,000275000 €",€ 661661 €,No,Lindenlaan 51 9940- Evergem,http://www.annaart.be,8214 - 22/ING/TH/534,East Falnders,9 m,2,8m²square meters,,,,9 mmeters,75m²square meters,Yes,,,,"Yes, conform",,,,,,,,,,,,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152468,10152468,house,house,225000,forsale,9550,l,semiequipped,,torenovate,gas,815,4,365,,true,58,,,,,1,,East Falnders,After signing the deed,,,To renovate,2,1,,271m²square meters,50m²square meters,Semi equipped,20m²square meters,4,17m²square meters,16m²square meters,1,,2,,,No,365m²square meters,,Yes,58m²square meters,,,,,815 kWh/m²kilowatt hour per square meters,F,20220208-0002541775-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 225,000225000 €",€ 418418 €,No,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2299 - DS22/049,East Falnders,10 m,,12m²square meters,12m²square meters,Yes,,10 mmeters,,Yes,,,,,,,Yes,,,,,,,,,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086873,10086873,house,house,195000,forsale,9700,l,notinstalled,1951,torenovate,fueloil,936,3,668,,,668,,,,,,,East Falnders,,,1951,To renovate,3,,Urban,120m²square meters,,Not installed,,3,,,1,,1,,,No,668m²square meters,,,668m²square meters,,,,,936 kWh/m²kilowatt hour per square meters,F,2661967,Not specified,Not specified,,Fuel oil,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 195,000195000 €",€ 400400 €,No,Nederstraat 2 9700- Oudenaarde,http://www.dewaele.com,D9700-22105,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10089490,10089490,house,mixedusebuilding,219000,forsale,9500,l,installed,1951,good,fueloil,667,3,353,,,,,,,4,2,,East Falnders,After signing the deed,,1951,Good,3,2,,221m²square meters,36m²square meters,Installed,17m²square meters,3,21m²square meters,17m²square meters,1,,1,,,No,353m²square meters,,Yes,,,,,,667 kWh/m²kilowatt hour per square meters,F,20220402-0002574641-RES-2,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",€ 490490 €,Yes,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,1918 - DS22/042,East Falnders,,4,,,,,,,,,,,"Yes, conform",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10089489,10089489,house,house,219000,forsale,9500,l,installed,1951,good,fueloil,667,3,353,,,,,,,4,2,,East Falnders,After signing the deed,,1951,Good,3,2,,221m²square meters,36m²square meters,Installed,17m²square meters,3,21m²square meters,17m²square meters,1,,1,,,No,353m²square meters,,Yes,,,,,,667 kWh/m²kilowatt hour per square meters,F,20220402-0002574641-RES-2,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",€ 490490 €,No,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,1917 - DS22/042,East Falnders,,4,,,,,,,,,,,"Yes, conform",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058603,10058603,house,house,219000,forsale,9500,l,installed,1951,good,fueloil,667,3,353,,,,,,,4,2,,East Falnders,After signing the deed,,1951,Good,3,2,,221m²square meters,36m²square meters,Installed,17m²square meters,3,21m²square meters,17m²square meters,1,,1,,,No,353m²square meters,,Yes,,,,,,667 kWh/m²kilowatt hour per square meters,F,20220402-0002574641-RES-2,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",€ 490490 €,No,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,1862 - DS22/042,East Falnders,,4,,,,,,,,,,,"Yes, conform",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132055,10132055,house,house,290000,forsale,9120,l,semiequipped,1956,tobedoneup,gas,534,3,291,,,156,true,,,,2,,East Falnders,,April 1 2023 - 12:00 AM,1956,To be done up,2,2,Urban,125m²square meters,,Semi equipped,,3,,,1,,2,,,No,291m²square meters,,,156m²square meters,,,,,534 kWh/m²kilowatt hour per square meters,F,2532408,Not specified,Not specified,,Gas,Yes,No,No,No,Possible flood zone,Extended residential area,"€ 290,000290000 €",€ 361361 €,No,Bazelstraat 32 9150- Kruibeke,http://www.dewaele.com,D9150-22072,East Falnders,,,,,,,,24m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113748,10113748,house,house,365000,forsale,9820,l,installed,1985,torestore,gas,362,3,749,,,,,,,2,,,East Falnders,,,1985,To restore,3,,"Living area (residential, urban or rural)",129m²square meters,31m²square meters,Installed,11m²square meters,3,16m²square meters,16m²square meters,1,,2,,,No,749m²square meters,,Yes,,,,,,362 kWh/m²kilowatt hour per square meters,D,20220908-0002670900-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 365,000365000 €",€ 755755 €,No,"Zuidstationstraat, 28 9000- Gent",http://www.defooz.com,63317 - 4116,East Falnders,,2,12m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118483,10118483,house,townhouse,350000,forsale,9150,l,installed,1979,tobedoneup,gas,447,3,862,,,700,true,,,1,1,,East Falnders,After signing the deed,,1979,To be done up,3,1,"Living area (residential, urban or rural)",174m²square meters,32m²square meters,Installed,8m²square meters,3,16m²square meters,15m²square meters,1,,2,,No,No,862m²square meters,Connected,Yes,700m²square meters,No,Yes,Yes,No,447 kWh/m²kilowatt hour per square meters,E,20220812-0002655054-RES-1,Not specified,Not specified,"Yes, conform",Gas,Yes,Yes,,,,"Living area (residential, urban or rural)","€ 350,000350000 €",,No,,,,East Falnders,6 m,1,8m²square meters,,,,12 mmeters,8m²square meters,Yes,,,,No,,,,No,No,,Yes,No,No,Yes,,South West,No,No,No,Town-house,,,No,,Yes,,No,,No,South West,2,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,
10113564,10113564,house,house,499000,forsale,9680,l,installed,1981,justrenovated,gas,221,5,989,,,989,true,,,,2,,East Falnders,,August 31 2023 - 12:00 AM,1981,Just renovated,4,2,Countryside,270m²square meters,,Installed,,5,,,1,,1,,,No,989m²square meters,,,989m²square meters,,,,,221 kWh/m²kilowatt hour per square meters,C,2660864,Not specified,Not specified,,Gas,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 499,000499000 €","€ 1,1601160 €",No,Nederstraat 2 9700- Oudenaarde,http://www.dewaele.com,D9700-22102,East Falnders,,,,,,,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108032,10108032,house,house,589000,forsale,9700,l,installed,1963,tobedoneup,fueloil,804,4,2340,,,806,true,,,,2,,East Falnders,,,1963,To be done up,4,2,Urban,307m²square meters,,Installed,,4,,,1,,1,,,No,2340m²square meters,,,806m²square meters,,,,,804 kWh/m²kilowatt hour per square meters,F,2669019,Not specified,Not specified,,Fuel oil,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 589,000589000 €","€ 1,3901390 €",No,Nederstraat 2 9700- Oudenaarde,http://www.dewaele.com,D9700-22108,East Falnders,,,,,,,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158674,10158674,house,mixedusebuilding,224900,forsale,9500,l,installed,,tobedoneup,gas,442,3,1670,,true,1516,true,,,3,3,,East Falnders,After signing the deed,,,To be done up,3,3,,205m²square meters,42m²square meters,Installed,22m²square meters,3,16m²square meters,14m²square meters,1,,3,,,No,1670m²square meters,,Yes,1516m²square meters,,,,,442 kWh/m²kilowatt hour per square meters,E,20220905-0002668006-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 224,900224900 €",€ 679679 €,Yes,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,2317 - DS22/053,East Falnders,,3,11m²square meters,,Yes,,10.8 mmeters,47m²square meters,Yes,,,,,,,,,,,,,,,,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158618,10158618,house,house,319999,forsale,9100,l,installed,1977,good,gas,123,4,243,,,,,,,,,,East Falnders,,,1977,Good,2,,,146m²square meters,,Installed,,4,,,1,,2,,,No,243m²square meters,,,,,,,,123 kWh/m²kilowatt hour per square meters,B,20220405-0002578634-RES-1,1000 kg CO₂/m²,Not specified,No,Gas,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 319,999319999 €",€ 461461 €,No,Stationsstraat 97 9100- Sint-Niklaas,http://www.acvastgoed.be,2134 -,East Falnders,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158673,10158673,house,house,224900,forsale,9500,l,installed,,tobedoneup,gas,442,3,1670,,true,1516,true,,,3,3,,East Falnders,After signing the deed,,,To be done up,3,3,,205m²square meters,42m²square meters,Installed,22m²square meters,3,16m²square meters,14m²square meters,1,,3,,,No,1670m²square meters,,Yes,1516m²square meters,,,,,442 kWh/m²kilowatt hour per square meters,E,20220905-0002668006-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 224,900224900 €",€ 679679 €,No,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,2316 - DS22/053,East Falnders,,3,11m²square meters,,Yes,,10.8 mmeters,47m²square meters,Yes,,,,,,,,,,,,,,,,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157586,10157586,house,house,329000,forsale,9120,l,installed,1950,good,gas,317,2,339,,true,,,,,,3,,East Falnders,After signing the deed,,1950,Good,3,3,,157m²square meters,,Installed,,2,,,1,1,2,,,No,339m²square meters,,Yes,,,,,,317 kWh/m²kilowatt hour per square meters,D,-20220824-0002661380-RES-1.,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 329,000329000 €",€ 428428 €,No,Prinses Josephine Charlottelaan 72 9100- Sint-Niklaas,http://www.heylenvastgoed.be,69333 - WAA-22-YLE-0,East Falnders,,,,,Yes,,12 mmeters,,Yes,,,,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
