,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement surface,Attic surface,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Outdoor parking spaces,Attic,Width of the lot on the street,Terrace,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Elevator,Accessible for disabled people,TV cable,Swimming pool,Basement,Garden surface,Terrace surface,Living room,Planning permission obtained,Bedroom 5 surface,As built plan,Available date,Secure access / alarm,Intercom,Professional space,Armored door,Jacuzzi,Sauna,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Garden,Garden orientation,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Extra information,Professional space surface,How many fireplaces?,Obligation to build,Venue of the sale,Single session,Terms of visit,Starting price,Agent's name,Caretaker,Air conditioning,Visio phone,Internet,Type of building,Isolated,Number of annexes,Current monthly revenue,Property name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Monthly charges,Architectural style,Construction delay,Energy performance,Is architect included in sale price,Is blower door test included,Kitchen included,Is outskirts arrangements included,Is safety coordinator included in sale price,Is soil investigation included in price,Is stability engineer included
10043804,After signing the deed,,,,,1,,,260m²square meters,,,,,3,20m²square meters,19m²square meters,,,1,2,3,,No,,,No,569m²square meters,Connected,No,325 kWh/m²kilowatt hour per square meters,D,20220715013641,Not specified,84738 kWh/year,Fuel oil,Yes,"€ 489,000489000 €",€ 639639 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7290847,Belgian Luxembourg,,1,,,Yes,260m²square meters,No,No,No,,,,,,,Yes,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,Yes,,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023544,After signing the deed,,,As new,3,,,,250m²square meters,35m²square meters,,Hyper equipped,,3,,,,,2,,,,Yes,,,No,,,Yes,291 kWh/m²kilowatt hour per square meters,D,20220713033378,Not specified,Not specified,Gas,Yes,"€ 499,000499000 €",,No,Rue Reine Astrid 26 1473- Glabais,http://www.immofast.be,1057 - 407,Belgian Luxembourg,,,,,,,,,,,,,,,,Yes,,9m²square meters,,,,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110013,After signing the deed,Ardennes,,As new,4,1,Countryside,,33m²square meters,,,Installed,,2,,,,,1,,1,,,,,No,331m²square meters,Connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,"€ 105,000105000 €",,No,Rue de la Station 20A 6920- Wellin,http://www.wellimmo.be,4904547,Belgian Luxembourg,8 m,2,,,,60m²square meters,Yes,No,,Non flood zone,,,,,,,331m²square meters,8m²square meters,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093423,Immediately,,,To be done up,4,2,,,294m²square meters,44m²square meters,,,,4,,,,,2,,,11m²square meters,Yes,,,No,670m²square meters,,,331 kWh/m²kilowatt hour per square meters,D,20220829011515,81 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 395,000395000 €",,No,Rue Reine Astrid 26 1473- Glabais,http://www.immofast.be,1075 - 422,Belgian Luxembourg,,2,,,,,,,,,,,,,,Yes,,90m²square meters,,,,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974780,After signing the deed,,,To be done up,3,,,,289m²square meters,21m²square meters,Yes,,,5,,,,,2,,,,,,,No,748m²square meters,Not connected,Yes,422 kWh/m²kilowatt hour per square meters,E,20220615031236,Not specified,98030 kWh/year,Pellet,Yes,"€ 265,000265000 €",€ 560560 €,No,Rue Général Jacques 6/1 4970- Stavelot,http://www.realim.be,,Belgian Luxembourg,,,,,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,,,,Yes,,,,No,,,No,No,No,422,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077261,After signing the deed,,,,,1,,,192m²square meters,,,Installed,,4,20m²square meters,14m²square meters,14m²square meters,12m²square meters,1,1,2,,No,,,No,336m²square meters,Connected,No,5 kWh/m²kilowatt hour per square meters,A+,RWPEB-005439.3,Not specified,794.7 kWh/year,,No,"€ 419,000419000 €",€ 873873 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7328722,Belgian Luxembourg,,,Yes,,Yes,192m²square meters,No,No,No,,,,,,,,,,Yes,,,No,,,,,No,,,,No,Yes,No,No,No,,,No,,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126278,After signing the deed,,,Good,4,2,,,1850m²square meters,,,Hyper equipped,,17,,,,,17,,25,,Yes,,,Yes,79315m²square meters,Connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,,"€ 2,800,0002800000 €",,No,Chaussée de Louvain 433 1380- Lasne,http://www.sothebysrealty.be,4896214,Belgian Luxembourg,,25,,,Yes,,,,,,,Yes,,Yes,,Yes,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127263,After signing the deed,,,To renovate,3,,,Link to the virtual visit,139m²square meters,,,,,3,10m²square meters,10m²square meters,15m²square meters,,,1,1,,,,,,1210m²square meters,,,387 kWh/m²kilowatt hour per square meters,E,20220908011637,Not specified,68113 kWh/year,Fuel oil,,,€ 356356 €,No,"Avenue de la Salm, 27 6690- VIELSALM",http://www.cottin.be,,Belgian Luxembourg,,,,,,,No,,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Link to online sale,No,,"€ 105,000105000 €",Lisa FRANSOLET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109138,After signing the deed,,,To renovate,3,,Countryside,,,,,,,3,,,,,1,,2,,,,,,1460m²square meters,Connected,,541 kWh/m²kilowatt hour per square meters,G,20220517002460,Not specified,106286 kWh/year,,No,,€ 428428 €,No,"Rue Fond-des-Vaulx, 10 6920- WELLIN",,,Belgian Luxembourg,,3,,,,,No,No,No,,"Living area (residential, urban or rural)",,,,,,,,,Yes,,,,,,,,,,,,,,No,,Yes,South,,,,,,,,,,2,,Link to online sale,No,fr :Les samedis entre 10H30 et 11H30 moyennant prise de rendez-vous préalable en l'étude (du 17/09/2022 au 29/10/2022),"€ 70,00070000 €",Sabrina MATHIEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090566,After signing the deed,,1918,,4,,Countryside,,290m²square meters,27m²square meters,,Not installed,,5,17m²square meters,17m²square meters,19m²square meters,19m²square meters,1,1,,,,,,No,241m²square meters,,,569 kWh/m²kilowatt hour per square meters,G,20220907006699,9 kg CO₂/m²,Not specified,,,"€ 145,000145000 €",€ 366366 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4895553,Belgian Luxembourg,,1,Yes,,,,,,,,,,,,,,100m²square meters,,,,27m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9911442,After signing the deed,,,To renovate,4,,,Link to the virtual visit,140m²square meters,,,,,3,19m²square meters,15m²square meters,21m²square meters,,1,,2,,,,,,506m²square meters,,,665 kWh/m²kilowatt hour per square meters,G,20220504012215,Not specified,135141 kWh/year,Fuel oil,,"€ 190,000190000 €","€ 1,0581058 €",No,"Avenue de la Salm, 27 6690- VIELSALM",http://www.cottin.be,,Belgian Luxembourg,,,,,,,No,,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Lisa FRANSOLET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118484,After signing the deed,,1952,To renovate,3,1,,,,,,,,5,,,,,1,,2,,,,,,315m²square meters,,,464 kWh/m²kilowatt hour per square meters,F,20220530022578,Not specified,87519 kWh/year,Fuel oil,,,"€ 1,1201120 €",No,Chemin des Espagnols 313 6700- Arlon,,,Belgian Luxembourg,,,Yes,,,,No,No,No,,"Living area (residential, urban or rural)",,,,,,,,,Yes,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,Link to online sale,No,fr :Contacter VISITIT au 0497/97 74 71 ou par mail à [email protected],"€ 245,000245000 €",Jonas BORCHGRAEVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940527,After signing the deed,,,Good,2,,,,130m²square meters,,,Installed,,4,15m²square meters,14m²square meters,13m²square meters,13m²square meters,1,,,,No,11m²square meters,32m²square meters,No,604m²square meters,,,236 kWh/m²kilowatt hour per square meters,C,20220530024032,Not specified,Not specified,Fuel oil,Yes,"€ 265,000265000 €",€ 416416 €,No,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2229,Belgian Luxembourg,,4,,,,,,,,Non flood zone,Extended residential area,,,,,,,,Yes,,,,,,,,,,,,No,No,,,,,,No,Yes,,,,,,,,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011405,After signing the deed,,1995,,4,,"Living area (residential, urban or rural)",,142m²square meters,,,Installed,,2,,,,,1,,,,,,,,1200m²square meters,Connected,,344 kWh/m²kilowatt hour per square meters,E,20220708018954,Not specified,Not specified,Fuel oil,Yes,"€ 339,000339000 €",€ 549549 €,,Route d'Arlon 51 8410- Steinfort,http://www.fcimmo.lu,,Belgian Luxembourg,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10018609,To be defined,,1985,To be done up,4,,,,,33m²square meters,Yes,Installed,13m²square meters,4,14m²square meters,10m²square meters,9m²square meters,9m²square meters,1,1,2,9m²square meters,Yes,,,,1482m²square meters,,,357 kWh/m²kilowatt hour per square meters,E,20220704014410,89 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 350,000350000 €",€ 632632 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4838704,Belgian Luxembourg,,,,,Yes,,,,,,,No,Yes,,No,Yes,,,,,,,November 1 2022 - 12:00 AM,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002139,Depending on the tenant,,,,4,,,,,,,USA semi equipped,,4,,,,,,4,4,,,,,No,,,,238 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 400,000400000 €","€ 2,1642164 €",Yes,Rue du Commerce 1 5590- Ciney,http://w3.century21.be/immodemeuse-ciney/fr/accueil-agency,18613 - 03807 bis/13,Belgian Luxembourg,,3,,,,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,,,,,,,,,,,,,,,,,,,,,
10097101,After signing the deed,,1875,Good,4,1,,Link to the virtual visit,250m²square meters,27m²square meters,Yes,Semi equipped,28m²square meters,7,11m²square meters,12m²square meters,10m²square meters,15m²square meters,2,,4,,,,120m²square meters,No,1050m²square meters,Connected,No,237 kWh/m²kilowatt hour per square meters,C,20220324005991,Not specified,38585 kWh/year,Fuel oil,Yes,"€ 385,000385000 €","€ 1,3171317 €",No,Rue du Centre 5 5590- Ciney,http://www.bc-immo.be,4898807,Belgian Luxembourg,,4,,,,180m²square meters,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,900m²square meters,20m²square meters,,,17m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,50m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9910224,After signing the deed,,,As new,4,1,,Link to the virtual visit,255m²square meters,21m²square meters,Yes,Semi equipped,12m²square meters,4,18m²square meters,16m²square meters,18m²square meters,28m²square meters,1,,2,15m²square meters,Yes,,66m²square meters,,2200m²square meters,,No,254 kWh/m²kilowatt hour per square meters,C,202205041012326,64 kg CO₂/m²,76152 kWh/year,Fuel oil,,"Make an offer starting from€ 399,000Make an offer starting from399000 €",€ 745745 €,No,Rue du Centre 5 5590- Ciney,http://www.bc-immo.be,4759359,Belgian Luxembourg,,8,,,,,,,,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,100m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084284,After signing the deed,,,As new,4,,,,,,Yes,Installed,,4,16m²square meters,14m²square meters,12m²square meters,12m²square meters,2,,3,,No,,,,1171m²square meters,,,164 kWh/m²kilowatt hour per square meters,B,20220725005951,Not specified,40982 kWh/year,Gas,Yes,,€ 874874 €,No,Rue Sainte-Marie des Champs 134/1 6637- Fauvillers,,,Belgian Luxembourg,,,Yes,,Yes,,Yes,,No,,"Living area (residential, urban or rural)",,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,No,,Yes,,Yes,South East,,Yes,,,,,,,,,,Link to online sale,No,,"€ 430,000430000 €",Marie VAN WEIJNEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9892749,To be defined,,,As new,4,1,,Link to the virtual visit,255m²square meters,21m²square meters,Yes,Semi equipped,12m²square meters,4,18m²square meters,16m²square meters,18m²square meters,28m²square meters,1,,2,15m²square meters,Yes,,66m²square meters,,2200m²square meters,,No,254 kWh/m²kilowatt hour per square meters,C,202205041012326,64 kg CO₂/m²,76152 kWh/year,Fuel oil,,"Make an offer starting from€ 399,000Make an offer starting from399000 €",€ 745745 €,No,Rue du Centre 5 5590- Ciney,http://www.bc-immo.be,4742860,Belgian Luxembourg,,8,,,,,,,,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,100m²square meters,,,,,September 30 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10068057,After signing the deed,,2019,,,,,,,,,,,2,,,,,,1,1,,,,,No,,,,243 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,23482 kWh/year,,Yes,"€ 199,000199000 €",,No,Chaussée de Rochefort 73 6900- Marloie,http://www.luxinvest.be,234 - 1372,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10040752,After signing the deed,,,As new,4,,Countryside,Link to the virtual visit,250m²square meters,85m²square meters,Yes,Installed,23m²square meters,5,20m²square meters,13m²square meters,13m²square meters,15m²square meters,4,,4,,,,,,1453m²square meters,,No,111 kWh/m²kilowatt hour per square meters,B,20220728013391,Not specified,Not specified,,Yes,"Make an offer starting from€ 650,000Make an offer starting from650000 €",,No,"Avenue Laboulle, 32 4130- Tilff",http://www.cdconsult.be,4853087,Belgian Luxembourg,,5,,,,,,,,,Residential park,,,Yes,,,,50m²square meters,,Yes,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,40m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132997,After signing the deed,,,To renovate,,1,,Link to the virtual visit,206m²square meters,13m²square meters,,,14m²square meters,4,12m²square meters,,,,1,,,,No,,,No,,Connected,No,423 kWh/m²kilowatt hour per square meters,E,20220909005759,Not specified,87216 kWh/year,Fuel oil,Yes,"€ 265,000265000 €",€ 711711 €,No,Avenue de Petagne 6 4734- Petange,http://www.immob2.com,7398563,Belgian Luxembourg,,,Yes,,,150m²square meters,No,No,No,,,,,,,,,,,,,No,,,,,No,,,,No,No,No,No,No,,,No,,No,No,No,No,,,,,,,,,,Frederic DOYEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134070,After signing the deed,,,As new,4,1,Isolated,Link to the virtual visit,299m²square meters,,,Hyper equipped,14m²square meters,6,30m²square meters,19m²square meters,15m²square meters,14m²square meters,4,,5,,Yes,,,No,2519m²square meters,Connected,No,148 kWh/m²kilowatt hour per square meters,B,20210422002879,36 kg CO₂/m²,57291 kWh/year,Fuel oil,Yes,"€ 650,000650000 €",,No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4931716,Belgian Luxembourg,,,,,,,,,,Non flood zone,,No,No,Yes,No,,2519m²square meters,50m²square meters,Yes,,8m²square meters,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10137494,After signing the deed,,,,,,,,,,,Installed,,4,16m²square meters,12m²square meters,12m²square meters,12m²square meters,,3,3,,No,,,No,408m²square meters,Connected,No,270 kWh/m²kilowatt hour per square meters,D,20220530014751,Not specified,15399 kWh/year,Gas,Yes,"€ 450,000450000 €","€ 1,8371837 €",No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7428655,Belgian Luxembourg,,,,,,,,,,,,No,No,No,No,Yes,,,Yes,,,No,,No,Yes,,No,,,,No,No,No,No,Yes,,,No,Yes,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
9944299,After signing the deed,,,,,,,,,,,Installed,,4,16m²square meters,12m²square meters,12m²square meters,12m²square meters,,3,3,,No,,,No,408m²square meters,Connected,No,270 kWh/m²kilowatt hour per square meters,D,20220530014751,Not specified,15399 kWh/year,Gas,Yes,"€ 450,000450000 €","€ 1,8371837 €",Yes,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7099178,Belgian Luxembourg,,,,,,,,,,,,No,No,No,No,Yes,,,Yes,,,No,,No,Yes,,No,,,,No,No,No,No,Yes,,,No,Yes,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10163060,After signing the deed,,,As new,2,,,,338m²square meters,,,Installed,,4,21m²square meters,20m²square meters,18m²square meters,15m²square meters,1,1,2,,,,,,111m²square meters,,Yes,252 kWh/m²kilowatt hour per square meters,C,20221011011654,Not specified,Not specified,Fuel oil,Yes,"€ 305,000305000 €","€ 1,8141814 €",Yes,"rue Raymond Gridlet, 17 5575- Gedinne",http://www.grandjeanimmobilier.be,,Belgian Luxembourg,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097812,After signing the deed,,,To renovate,,,,Link to the virtual visit,,,,,,4,13m²square meters,13m²square meters,16m²square meters,,1,,1,,,,,,84m²square meters,,,482 kWh/m²kilowatt hour per square meters,F,20220705023915,Not specified,54625 kWh/year,,No,,€ 377377 €,No,Rue Saint Gilles 37 6870- Saint-Hubert,,,Belgian Luxembourg,4.31 m,,,4.42 mmeters,,,No,No,No,,"Living area (residential, urban or rural)",,,,,,,,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Link to online sale,No,"fr :Sur RDV avec DOMINIQUE VAN DEN HOVE au 082/77.18.77 Ã tapez 4, du Lundi au Samedi entre 9h et 19h.","€ 40,00040000 €",Mélanie BASTIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094762,After signing the deed,,1966,To renovate,2,1,Urban,,,,Yes,,,5,,,,,,,,,,,,,,,,959 kWh/m²kilowatt hour per square meters,G,20220630023802,Not specified,90629 kWh/year,,No,,€ 493493 €,No,Chemin des Lilas 39 6840- NEUFCHATEAU,https://www.notaire-ruelle.be/,,Belgian Luxembourg,,,,,,,No,No,No,,"Living area (residential, urban or rural)",,,,,,,,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Link to online sale,No,"fr :Pour les visites, merci de prendre contact avec la société VISITIT au 0497/97.74.71","€ 50,00050000 €",Adeline BECHOUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10095503,After signing the deed,,,To be done up,2,,,,161m²square meters,,Yes,,,2,17m²square meters,9m²square meters,,,1,,,,,,,,608m²square meters,,,401 kWh/m²kilowatt hour per square meters,E,20220617004814,Not specified,58456 kWh/year,Pellet,Yes,,€ 322322 €,No,"Rue du Serpont, 29A/1 6800- LIBRAMONT-CHEVIGNY",http://www.notairefosseprez.be,,Belgian Luxembourg,,,,,Yes,,No,No,No,,"Living area (residential, urban or rural)",,,,,,,,Yes,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,Link to online sale,No,fr :Les visites sont organisées par Madame van den Hove (AdValoris) et doivent être fixées sur rendez-vous par téléphone au 082/77.18.77 (tapez 4).,"€ 65,00065000 €",Lily TROQUET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056787,After signing the deed,,,To renovate,3,,,,,,Yes,,,4,,,,,1,,1,,,,,,457m²square meters,Connected,,355 kWh/m²kilowatt hour per square meters,E,20220617004279,Not specified,62543 kWh/year,Fuel oil,,,€ 495495 €,No,"avenue de Mersch, 53 6700- ARLON",,,Belgian Luxembourg,,,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,No,No,,No,,Yes,South,,,,,,,,,,,,Link to online sale,No,,"€ 125,000125000 €",Clara EISCHEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102659,After signing the deed,,,To renovate,4,,,,,20m²square meters,Yes,,9m²square meters,2,20m²square meters,10m²square meters,,,1,,,,,,,,1057m²square meters,,,623 kWh/m²kilowatt hour per square meters,G,20220811005730,Not specified,90366 kWh/year,,Yes,,€ 400400 €,No,Avenue de la Toison d'Or 67 6900- Marche-en-Famenne,,,Belgian Luxembourg,,,,,,,No,No,No,,"Living area (residential, urban or rural)",,,,,,,,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Link to online sale,No,fr :Visites sur rendez-vous,"€ 77,00077000 €",Laurent DUMONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091255,After signing the deed,,1800,Good,3,,,,177m²square meters,45m²square meters,,Installed,,,,,,,,,,,,,,No,135m²square meters,Connected,Yes,309 kWh/m²kilowatt hour per square meters,D,20161024006143,Not specified,51303 kWh/year,,No,"€ 219,000219000 €","€ 1,8741874 €",No,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,echoppe,Belgian Luxembourg,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,No,,,51303,,,,,,,,,,Yes,,No,,,,,,,,,,,Fanny HOGGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102722,After signing the deed,,1850,To renovate,4,,Urban,,450m²square meters,,,,,,,,,,,,,,,,,No,409m²square meters,Not connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,"€ 340,000340000 €",€ 22 €,Yes,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,anciennegare,Belgian Luxembourg,,,,,,,No,No,,,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,,,,,,No,,,,,,,,,,,,,Yes,,No,,,,,,No,,,,,Forget Maxence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9497481,To be defined,,,Just renovated,4,1,,,460m²square meters,,,,,11,,,,,6,,6,,No,,,No,766m²square meters,,,143 kWh/m²kilowatt hour per square meters,B,20201019018259,Not specified,Not specified,,Yes,"€ 1,150,0001150000 €",,Yes,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2000,Belgian Luxembourg,,9,,,,288m²square meters,,,,,Extended residential area,Yes,No,No,No,,,,Yes,,,,,No,Yes,,,,,,No,No,,,,,,No,,,,,,,,,,No,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
10166916,To be defined,,2022,As new,2,,,,129m²square meters,38m²square meters,,USA installed,,3,13m²square meters,10m²square meters,9m²square meters,,2,,2,,,,15m²square meters,No,220m²square meters,,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 310,000310000 €",,No,Rue du Centre 5 5590- Ciney,http://www.bc-immo.be,4970711,Belgian Luxembourg,,2,,,,,,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,,150m²square meters,20m²square meters,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150689,After signing the deed,,,To be done up,4,,Countryside,,,,Yes,,,3,,,,,1,,2,,,,,,,,,454 kWh/m²kilowatt hour per square meters,F,20220902021008,Not specified,63240 kWh/year,Fuel oil,,"Make an offer starting from€ 235,000Make an offer starting from235000 €",€ 495495 €,No,Rue Albert Clément 2 6840- Neufchateau,,,Belgian Luxembourg,,,,,,,No,,No,,"Living area (residential, urban or rural)",,,,,Yes,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,Yes,,,,,,,,,,Laetitia WINKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646724,After signing the deed,,,To be done up,3,,,,450m²square meters,,,,,9,,,,,3,,3,,No,,,No,174m²square meters,,No,247 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 2,5002500 €","€ 1,1881188 €",Yes,,,,Belgian Luxembourg,14 m,,,,,,,,,,,,,,,,1m²square meter,,,Yes,,,,,,No,No,,,,,,,,,,,No,,No,No,No,No,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,
10166915,To be defined,,2022,As new,3,,,,129m²square meters,38m²square meters,,USA installed,,3,13m²square meters,10m²square meters,9m²square meters,,2,,2,,,,15m²square meters,No,340m²square meters,,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 330,000330000 €",,No,Rue du Centre 5 5590- Ciney,http://www.bc-immo.be,4970667,Belgian Luxembourg,,2,,,,,,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,,200m²square meters,20m²square meters,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9816121,After signing the deed,,1850,To renovate,,,,,600m²square meters,,,,,,,,,,,,,,,,,No,2620m²square meters,Not connected,No,Not specified,A++,Not specified,Not specified,Not specified,,No,"€ 98,00098000 €",€ 1414 €,Yes,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,robindesbois,Belgian Luxembourg,,20,,,,,No,No,,,Forest area,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Yes,,No,,,,,,No,,,,,Forget Maxence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036290,After signing the deed,,,To renovate,4,,Isolated,,,,,Not installed,,1,10m²square meters,,,,1,1,1,,,,,No,256m²square meters,,No,1135 kWh/m²kilowatt hour per square meters,G,20220501002427,Not specified,50504 kWh/year,,Yes,"€ 29,00029000 €",€ 230230 €,No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4853612,Belgian Luxembourg,,,,,,,,,,Property partially or completely located in a possible flood zone and located in a circumscribed waterside zone,,No,,Yes,,,256m²square meters,20m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
