,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Garden,Garden orientation,Terrace surface,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Neighbourhood or locality,Street frontage width,Width of the lot on the street,"Gas, water &amp; electricity",Conformity certification for fuel tanks,Available date,Obligation to build,Covered parking spaces,Surroundings type,How many fireplaces?,Dressing room,Office,Professional space surface,Professional space,Basement surface,Attic surface,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,Garden surface,Terrace orientation,Caretaker,Elevator,Accessible for disabled people,Intercom,Secure access / alarm,Air conditioning,TV cable,Visio phone,Jacuzzi,Sauna,Swimming pool,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Bedroom 4 surface,Office surface,Dining room,Terrace,Virtual visit,Shower rooms,Total ground floor buildable,Laundry room,Attic,E-level (overall energy performance),Bedroom 5 surface,Living room,Isolated,Monthly charges,Percentage rented,Current monthly revenue,Property name,Number of annexes,Agent's name,EPC description,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Date of the sale,Value of the property,Sea view
10036158,,2022,As new,3,,,,,23m²square meters,3,14m²square meters,12m²square meters,10m²square meters,1,2,,No,462m²square meters,,,,48.590000152588 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,Yes,,,,,Non flood zone,,"€ 363,331363331 €",,No,Moldendijk 113 2400- Mol,http://www.copandi.be,4850279,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036157,,2022,As new,3,,,,,19m²square meters,3,14m²square meters,12m²square meters,11m²square meters,1,2,,No,475m²square meters,,,,49.380001068115 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,Yes,,,,,Non flood zone,,"€ 364,459364459 €",,No,Moldendijk 113 2400- Mol,http://www.copandi.be,4850278,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9741112,,2022,,,,176m²square meters,42m²square meters,Hyper equipped,8m²square meters,3,21m²square meters,11m²square meters,11m²square meters,1,2,,No,192m²square meters,,South,16m²square meters,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 439,000439000 €",,No,Dorp 113 2980- Zoersel,,DORP Woning B,Antwerp,,6 m,,No,,June 30 2024 - 12:00 AM,No,,,,No,No,,,,35m²square meters,,No,No,No,No,Connected,70m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,73m²square meters,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988643,,1950,Good,3,1,113m²square meters,15m²square meters,Semi equipped,11m²square meters,3,7m²square meters,15m²square meters,11m²square meters,1,2,Yes,,373m²square meters,,,,664 kWh/m²kilowatt hour per square meters,F,202206100002610120-res-1,Not specified,Not specified,,Gas,,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",€ 399399 €,No,Kerkstraat 127 2870- Ruisbroek (Puurs),http://www.treetops.be,4785348,Antwerp,,,7.3 mmeters,,,,,,,,,,,,,,,,,,,,200m²square meters,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940836,,2023,,,,200m²square meters,,,,4,,,,,,,,341m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,Yes,Yes,No,No,,"Living area (residential, urban or rural)","€ 475,871475871 €",,No,Dorpsstraat 34 Bus 1 2590- Berlaar,http://www.wijns.be,TK 22/18 IR SS,Antwerp,,,,No,,,No,,,,No,No,,,,,,No,No,No,No,Not connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940835,,2023,,,,182m²square meters,,,,4,,,,,,,,523m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,Yes,Yes,No,No,,"Living area (residential, urban or rural)","€ 499,031499031 €",,No,Dorpsstraat 34 Bus 1 2590- Berlaar,http://www.wijns.be,TK 22/17 IR SS,Antwerp,,,,No,,,No,,,,No,No,,,,,,No,No,No,No,Not connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9683503,,1982,,4,4,625m²square meters,,,,5,,,,3,,,,32390m²square meters,,,,270 kWh/m²kilowatt hour per square meters,C,1863515,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,Possible flood zone,Residential park,"€ 4,995,0004995000 €","€ 6,6336633 €",No,Turnhoutsebaan 75 2970- Schilde,http://www.immopoint.be,4465148,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,625m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106139,,1967,Good,,,161m²square meters,32m²square meters,,8m²square meters,3,17m²square meters,13m²square meters,7m²square meters,1,1,,,166m²square meters,,,7m²square meters,203 kWh/m²kilowatt hour per square meters,C,20220825-0002662240-RES-1,Not specified,Not specified,,,Yes,,,,,,"Living area (residential, urban or rural)","€ 349,000349000 €",,No,"Meir, 24 2000- Antwerpen",http://www.fidimco.be,"Steentjeslaan 13, 25",Antwerp,,6 m,6 mmeters,Yes,,,No,1,,,No,No,,,,,,No,No,No,No,Not connected,,,,,,,,,,,,,,,,,,,,,,,,,,55m²square meters,Yes,,,,,,,,,,,Van Kerckhoven,,,,,,,,,,,,,,,,,,
9774229,,2022,As new,3,,168m²square meters,26m²square meters,Hyper equipped,14m²square meters,3,17m²square meters,13m²square meters,13m²square meters,1,2,,No,739m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,,,,,Non flood zone,,"€ 445,500445500 €",,No,Bovenstraat 162 2880- Bornem,,4666774,Antwerp,,7 m,10 mmeters,,,,,,,,,,,,,,,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,168m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774230,,2022,As new,3,,168m²square meters,26m²square meters,Hyper equipped,14m²square meters,3,17m²square meters,13m²square meters,13m²square meters,1,2,,No,540m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,,Non flood zone,"Living area (residential, urban or rural)","€ 430,500430500 €",,No,Bovenstraat 162 2880- Bornem,,4666804,Antwerp,,7 m,10 mmeters,,,,,,,,,,,,,,,,,,,Connected,,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,168m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774231,,2022,As new,3,,168m²square meters,26m²square meters,Hyper equipped,14m²square meters,3,17m²square meters,13m²square meters,13m²square meters,1,2,,No,640m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,,Non flood zone,"Living area (residential, urban or rural)","€ 435,500435500 €",,No,Bovenstraat 162 2880- Bornem,,4666838,Antwerp,,7 m,10 mmeters,,,,,,,,,,,,,,,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,168m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774232,,2022,As new,3,,168m²square meters,26m²square meters,Hyper equipped,14m²square meters,3,17m²square meters,13m²square meters,13m²square meters,1,2,,No,1207m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 490,500490500 €",,No,Bovenstraat 162 2880- Bornem,,4666854,Antwerp,,7 m,49 mmeters,,,,,,,,,,,,,,,,,,,Connected,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,168m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774228,,2022,As new,3,,144m²square meters,22m²square meters,Hyper equipped,12m²square meters,3,16m²square meters,11m²square meters,11m²square meters,1,2,,No,1368m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 503,000503000 €",,No,Bovenstraat 162 2880- Bornem,,4666695,Antwerp,,6 m,9 mmeters,,,,,,,,,,,,,,,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,144m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152797,,2023,As new,2,1,170m²square meters,37m²square meters,,10m²square meters,3,18m²square meters,19m²square meters,18m²square meters,2,2,,,,,,16m²square meters,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 350,000350000 €",,No,Rechtestraat 40 2500- Lier,,4967222,Antwerp,,,,No,,,,,Urban,,,,,,,,,,,,,Connected,23m²square meters,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152793,,2023,As new,3,1,177m²square meters,37m²square meters,,10m²square meters,3,18m²square meters,19m²square meters,18m²square meters,2,2,,,,,,32m²square meters,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 355,000355000 €",,No,Rechtestraat 40 2500- Lier,,4967210,Antwerp,,,,No,,,,,Urban,,,,,,,,,,,,,Connected,33m²square meters,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940834,,2023,,,,181m²square meters,,,,4,,,,,,,,406m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,Yes,Yes,No,No,,"Living area (residential, urban or rural)","€ 503,066503066 €",,No,Dorpsstraat 34 Bus 1 2590- Berlaar,http://www.wijns.be,TK 22/16 IR SS,Antwerp,,,,No,,,No,,,,No,No,,,,,,No,No,No,No,Not connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079975,,1947,Good,,,,,,,3,,,,,,,,,,,,Not specified,Not specified,IN OPMAAK,Not specified,Not specified,,,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 885,000885000 €",,No,Gasthuisstraat 98/1 2440- Geel,,"TK Pas 4, 6, 8, 10",Antwerp,,,,No,,,No,,,,No,No,,,,,,No,No,No,No,Not connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10022763,,2022,,3,,177m²square meters,,,,2,,,,1,1,,No,344m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 358,000358000 €",,No,Handelslei 42 2960- Sint-Job-in-'Goor,,3580 - casco,Antwerp,,,,No,,,,,,,,No,,,,,No,,,,,Not connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9980918,,2021,,,1,140m²square meters,54m²square meters,Installed,,3,11m²square meters,11m²square meters,12m²square meters,1,2,,,,,,18m²square meters,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,,No,No,,"Living area (residential, urban or rural)","€ 390,000390000 €",,No,Frans Van Haelenstraat 4b 2880- Bornem,,W 001 - 002 - 003 -,Antwerp,,,,Yes,,,No,1,Countryside,,Yes,Yes,,,,,,No,No,No,No,Connected,61m²square meters,,No,No,No,Yes,No,,No,Yes,,,No,,,,,,,,7m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9980917,,2021,,,1,134m²square meters,54m²square meters,Installed,,4,13m²square meters,11m²square meters,12m²square meters,1,2,,,,,,15m²square meters,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,,No,No,,"Living area (residential, urban or rural)","€ 390,000390000 €",,No,Frans Van Haelenstraat 4b 2880- Bornem,,W 006CCC,Antwerp,,,,Yes,,,No,1,Countryside,,No,No,,,,,,No,No,No,No,Connected,57m²square meters,,No,No,No,Yes,No,,No,Yes,,,No,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106969,,1988,As new,4,,660m²square meters,,,,4,,,,3,,,No,2777m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,"€ 1,595,0001595000 €",,No,Heidestatiestraat 53 2920- Kalmthout,http://www.engelvoelkers.com,4928492,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9776900,,1992,As new,4,4,560m²square meters,,,,5,,,,2,,,No,11994m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,"€ 2,700,0002700000 €",,No,Heidestatiestraat 53 2920- Kalmthout,http://www.engelvoelkers.com,4673938,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988644,,1955,,3,1,146m²square meters,31m²square meters,USA semi equipped,9m²square meters,4,11m²square meters,8m²square meters,11m²square meters,,1,Yes,,416m²square meters,,,,850 kWh/m²kilowatt hour per square meters,F,20220624-0002629405-res-1,Not specified,Not specified,,Gas,Yes,,,,,,"Living area (residential, urban or rural)","€ 259,000259000 €",€ 416416 €,No,Kerkstraat 127 2870- Ruisbroek (Puurs),http://www.treetops.be,4792621,Antwerp,,7 m,13.5 mmeters,,,,,1,,,,,,,,,,,,,,,200m²square meters,,,,,,,,,,,,,,,,,,,15m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9533332,,2018,,,,,,,,1,,,,1,2,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 535,000535000 €",,No,Mechelsesteenweg 34 2e V Links 2018- Antwerpen,,Assistentie woning m,Antwerp,,,,Yes,,,No,,,,No,No,,,,,,No,No,No,No,Connected,,,No,Yes,No,Yes,No,,Yes,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,Yes,,,,,Schelde 21,,,,,,,,,,,,,,,,,,,,
9533333,,2018,,,,,,,,1,,,,1,2,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 465,000465000 €",,No,Mechelsesteenweg 34 2e V Links 2018- Antwerpen,,Assistentie woning m,Antwerp,,,,Yes,,,No,,,,No,No,,,,,,No,No,No,No,Connected,,,No,Yes,No,Yes,No,,Yes,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,Yes,,,,,Schelde 21,,,,,,,,,,,,,,,,,,,,
10155706,,2022,Good,,,173m²square meters,,Installed,,3,17m²square meters,13m²square meters,11m²square meters,1,2,,No,,Yes,South,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 466,500466500 €",,No,Stationsstraat 69 2440- Geel,http://www.vastengoed.be,,Antwerp,,,,No,,,,1,Urban,,,No,,,,,No,,,,,Connected,,,,No,No,Yes,No,,No,Yes,,,No,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10155708,,2022,Good,,,175m²square meters,,Installed,,3,17m²square meters,13m²square meters,11m²square meters,1,2,,No,,Yes,South,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 460,500460500 €",,No,Stationsstraat 69 2440- Geel,http://www.vastengoed.be,,Antwerp,,,,No,,,,1,Urban,,,No,,,,,No,,,,,Connected,,,,No,No,Yes,No,,No,Yes,,,No,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10155707,,2022,Good,,,173m²square meters,,Installed,,3,17m²square meters,13m²square meters,11m²square meters,1,2,,No,,Yes,South,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 479,500479500 €",,No,Stationsstraat 69 2440- Geel,http://www.vastengoed.be,,Antwerp,,,,No,,,,1,Urban,,,No,,,,,No,,,,,Connected,,,,No,No,Yes,No,,No,Yes,,,No,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10155709,,2022,Good,,,173m²square meters,,Installed,,3,17m²square meters,13m²square meters,11m²square meters,1,2,,No,,Yes,South,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 474,500474500 €",,No,Stationsstraat 69 2440- Geel,http://www.vastengoed.be,,Antwerp,,,,No,,,,1,Urban,,,No,,,,,No,,,,,Connected,,,,No,No,Yes,No,,No,Yes,,,No,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10130999,,1953,,,,,,,,3,,,,,,,No,575m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 239,000239000 €",€ 531531 €,No,Emiel Becquaertlaan 146 2400- Mol,http://www.immodelien.be,MRD 9901262,Antwerp,,,,No,,,,,,,,No,,,,,No,,,,,Not connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899555,,2022,,,,175m²square meters,,,,3,,,,1,2,,,248m²square meters,,,,Not specified,Not specified,EPB bouw in aanvraag,Not specified,Not specified,,,No,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 370,988370988 €",,No,Pastoor Mellaertstraat 60 2220- Heist-op-den-Berg,,Lentelaan 12 Beerzel,Antwerp,,,,Yes,,,No,,,,No,No,,,,,,No,No,No,No,Connected,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,30,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9899554,,2022,,,,175m²square meters,,,,3,,,,1,2,,,248m²square meters,,,,Not specified,Not specified,EPB bouw in aanvraag,Not specified,Not specified,,,No,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 370,988370988 €",,No,Pastoor Mellaertstraat 60 2220- Heist-op-den-Berg,,Lentelaan 12 Beerzel,Antwerp,,,,Yes,,,No,,,,No,No,,,,,,No,No,No,No,Connected,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,30,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9899553,,2022,,,,200m²square meters,,,,4,,,,1,2,,,341m²square meters,,,,Not specified,Not specified,EPB bouw in aanvraag,Not specified,Not specified,,,No,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 454,155454155 €",,No,Pastoor Mellaertstraat 60 2220- Heist-op-den-Berg,,Lentelaan 12 Beerzel,Antwerp,,,,Yes,,,No,1,,,No,No,,,,,,No,No,No,No,Connected,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,30,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10133863,,2023,Good,,,175m²square meters,,Installed,,3,17m²square meters,13m²square meters,11m²square meters,1,2,,No,,Yes,South,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 460,500460500 €",,No,Stationsstraat 69 2440- Geel,http://www.vastengoed.be,,Antwerp,,,,No,,,,1,Urban,,,No,,,,,No,,,,,Connected,,,,No,No,Yes,No,,No,Yes,,,No,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10133862,,2023,Good,,,173m²square meters,,Installed,,3,17m²square meters,13m²square meters,11m²square meters,1,2,,No,,Yes,South,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 466,500466500 €",,No,Stationsstraat 69 2440- Geel,http://www.vastengoed.be,,Antwerp,,,,No,,,,1,Urban,,,No,,,,,No,,,,,Connected,,,,No,No,Yes,No,,No,Yes,,,No,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10133865,,2023,Good,,,173m²square meters,,Installed,,3,17m²square meters,13m²square meters,11m²square meters,1,2,,No,,Yes,South,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 479,500479500 €",,No,Stationsstraat 69 2440- Geel,http://www.vastengoed.be,,Antwerp,,,,No,,,,1,Urban,,,No,,,,,No,,,,,Connected,,,,No,No,Yes,No,,No,Yes,,,No,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10133864,,2023,Good,,,173m²square meters,,Installed,,3,17m²square meters,13m²square meters,11m²square meters,1,2,,No,,Yes,South,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 474,500474500 €",,No,Stationsstraat 69 2440- Geel,http://www.vastengoed.be,,Antwerp,,,,No,,,,1,Urban,,,No,,,,,No,,,,,Connected,,,,No,No,Yes,No,,No,Yes,,,No,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10022764,,2022,,3,,160m²square meters,,,,3,,,,1,1,,No,272m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 348,000348000 €",,No,Handelslei 42 2960- Sint-Job-in-'Goor,,3582 - casco,Antwerp,,,,No,,,,1,,,,No,,,,,No,,,,,Not connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9672332,,2022,,4,,308m²square meters,,,,4,,,,2,,,No,2368m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,"€ 1,175,0001175000 €",,No,Heidestatiestraat 53 2920- Kalmthout,http://www.engelvoelkers.com,4604957,Antwerp,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076390,,,Just renovated,2,2,192m²square meters,57m²square meters,USA installed,14m²square meters,3,14m²square meters,22m²square meters,42m²square meters,1,2,,,217m²square meters,,South,24m²square meters,166 kWh/m²kilowatt hour per square meters,B,20220808-0002652186-RES-2,5618 kg CO₂/m²,Not specified,,Gas,Yes,Yes,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 429,000429000 €",€ 596596 €,No,,,,Antwerp,,6 m,6 mmeters,Yes,,,,,"Living area (residential, urban or rural)",,No,No,,No,18m²square meters,,No,Yes,No,No,No,Connected,108m²square meters,South,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,All kind,,,Yes,,,1,36m²square meters,Yes,Yes,166,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161751,,,To be done up,,,160m²square meters,37m²square meters,Installed,11m²square meters,6,19m²square meters,19m²square meters,17m²square meters,2,3,Yes,No,98m²square meters,,East,,377 kWh/m²kilowatt hour per square meters,D,20220523-0002609629-RES-1,Not specified,Not specified,No,Gas,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 389,900389900 €",€ 838838 €,No,Prins Boudewijnlaan 122 2610- Wilrijk,,6032 - TK2205-17,Antwerp,,7 m,7 mmeters,Yes,,,,,,,,,,,,,,,,,,,17m²square meters,,,,,,,,,,,,,,,,,,,16m²square meters,,Yes,,,,,,,,6m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10097893,,,As new,2,,157m²square meters,,Hyper equipped,,3,,,,1,,,No,87m²square meters,,,,197 kWh/m²kilowatt hour per square meters,B,0002665170,Not specified,Not specified,,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 359,000359000 €",€ 711711 €,No,Lambrechtshoekenlaan 183 2170- Merksem,http://www.dewaele.com,D2170-22041,Antwerp,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160100,,,Good,2,2,133m²square meters,,Installed,29m²square meters,2,25m²square meters,19m²square meters,,1,2,,No,205m²square meters,Yes,South West,,169 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,Non flood zone,,"€ 315,000315000 €",,No,Amsterdamstraat 15 bus202 2000- Antwerpen,,502 - 1480,Antwerp,,,,Yes,,,,,,,,,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156598,,,Good,3,,115m²square meters,,Installed,,3,,,,1,2,Yes,No,86m²square meters,Yes,South,,342 kWh/m²kilowatt hour per square meters,D,20190409-0002149373-RES-1,Not specified,Not specified,No,Gas,,,,,,Non flood zone,,"€ 199,000199000 €",,No,Amsterdamstraat 25 2000- Antwerpen,http://www.dvarealestate.be,116 - 93363887,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146399,,,Good,2,1,217m²square meters,,Installed,14m²square meters,3,26m²square meters,11m²square meters,10m²square meters,1,2,,No,255m²square meters,Yes,East,,46 kWh/m²kilowatt hour per square meters,A,12025-G-2017/0389/EP02120/A001/D35/SD001,Not specified,Not specified,No,Gas,,,,,,Non flood zone,Extended residential area,"€ 549,000549000 €",,No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,559 - V22LON/118,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8m²square meters,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120356,,,To be done up,2,,180m²square meters,19m²square meters,,8m²square meters,3,16m²square meters,10m²square meters,10m²square meters,,3,Yes,No,103m²square meters,,,,535 kWh/m²kilowatt hour per square meters,F,20220405-0002577257-RES-2,Not specified,Not specified,No,Gas,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 245,000245000 €",€ 887887 €,No,Prins Boudewijnlaan 122 2610- Wilrijk,,5956 - TK2204-02,Antwerp,,5 m,5 mmeters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
