,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Office,Basement surface,Furnished,Armored door,Surface of the plot,"Gas, water &amp; electricity",Terrace,Elevator,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Shower rooms,Office surface,Attic,Width of the lot on the street,Connection to sewer network,Garden surface,Terrace surface,Accessible for disabled people,Intercom,TV cable,Flood zone type,How many fireplaces?,Garden orientation,As built plan,Living room,Dressing room,Laundry room,Professional space,Basement,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Number of annexes,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Garden,Planning permission obtained,Subdivision permit,Total ground floor buildable,Attic surface,Obligation to build,Conformity certification for fuel tanks,Professional space surface,E-level (overall energy performance),Agent's name,Property name,Isolated,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Percentage rented,EPC description,Maximum duration of annuity
10166868,Depending on the tenant,,1930,Good,2,,,Urban,Link to the virtual visit,195m²square meters,,Yes,Installed,7m²square meters,2,14m²square meters,16m²square meters,,,,1,3,,15m²square meters,No,,118m²square meters,No,Yes,No,,No,529 kWh/m²kilowatt hour per square meters,F,20191112-0002217466-RES-1,11 kg CO₂/m²,Not specified,Gas,Yes,"Make an offer starting from€ 449,000Make an offer starting from449000 €",,Yes,Place Communale 8 1160- Auderghem,http://www.weinvest.be,4935321,Flemish Brabant,,5.27 m,1,,,6 mmeters,Connected,,,No,Yes,Yes,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,94m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10164476,After signing the deed,,1972,To renovate,3,1,2,,,102m²square meters,32m²square meters,,Semi equipped,7m²square meters,3,12m²square meters,10m²square meters,9m²square meters,,,1,2,,,No,,267m²square meters,Yes,Yes,,,,563 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 328,000328000 €",€ 984984 €,No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7808 - 3602,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164475,After signing the deed,,1972,To renovate,3,1,2,,,102m²square meters,32m²square meters,,Semi equipped,7m²square meters,3,12m²square meters,10m²square meters,9m²square meters,,,1,2,,,No,,267m²square meters,Yes,Yes,,,,563 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 328,000328000 €",€ 984984 €,No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7803 - 3602,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9878348,To be defined,Kraainem,1990,Good,2,1,3,Isolated,,195m²square meters,32m²square meters,Yes,Hyper equipped,10m²square meters,3,18m²square meters,16m²square meters,12m²square meters,,,1,2,,,No,,233m²square meters,Yes,,No,Yes,,228 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 695,000695000 €","€ 2,2602260 €",No,"Rue du Lac 27,1050- Ixelles",http://www.immoexpat.be,4738811,Flemish Brabant,October 1 2022 - 12:00 AM,7.46 m,1,,,7.85 mmeters,Connected,95m²square meters,30m²square meters,No,Yes,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161722,After signing the deed,,1918,To renovate,4,1,,,,138m²square meters,,,Semi equipped,,3,,,,,,1,1,,,No,,1870m²square meters,Yes,,,,,716 kWh/m²kilowatt hour per square meters,F,20220330-0002574638-RES-1,Not specified,Not specified,Fuel oil,,"€ 199,000199000 €",€ 722722 €,No,Bierbeekstraat 82 3052- Blanden,http://www.immoschroeven.be,2044 - 602,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10068980,Immediately,Vlaams-Brabant Noorden,1970,As new,3,1,4,"Living area (residential, urban or rural)",,170m²square meters,51m²square meters,,Hyper equipped,18m²square meters,3,10m²square meters,16m²square meters,10m²square meters,,,1,2,,48m²square meters,No,,1090m²square meters,Yes,,No,,No,346 kWh/m²kilowatt hour per square meters,D,20220516-0002604662-RES-1,11 kg CO₂/m²,Not specified,Gas,,"€ 499,000499000 €","€ 1,1451145 €",No,Parklaan 59/1 1930- Zaventem,http://www.century21zaventem.be,4878300,Flemish Brabant,,,1,,Yes,8 mmeters,Connected,850m²square meters,35m²square meters,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154776,After signing the deed,Omgeving Kraainem,1900,Good,3,,4,Mall,,260m²square meters,35m²square meters,,Hyper equipped,,2,14m²square meters,10m²square meters,,,,1,2,,,No,,270m²square meters,,Yes,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 495,000495000 €","€ 1,3511351 €",Yes,"Wezembeeklaan, 120 1950- Kraainem",http://www.keystones.be,4968421,Flemish Brabant,,,1,,Yes,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149677,After signing the deed,,1966,To renovate,3,2,1,,,207m²square meters,24m²square meters,Yes,Semi equipped,8m²square meters,3,22m²square meters,18m²square meters,15m²square meters,12m²square meters,11m²square meters,1,2,,,No,,312m²square meters,Yes,Yes,,,,912 kWh/m²kilowatt hour per square meters,F,20220927-0002684053-RES-1,Not specified,Not specified,,Yes,"€ 395,000395000 €","€ 1,3701370 €",No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7721 - 3666,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149680,After signing the deed,,1965,To be done up,4,2,1,,,200m²square meters,31m²square meters,Yes,Semi equipped,9m²square meters,3,15m²square meters,13m²square meters,11m²square meters,,,1,1,Yes,,No,,1407m²square meters,Yes,,,,,811 kWh/m²kilowatt hour per square meters,F,20221005-0002689327-RES-1,Not specified,Not specified,Fuel oil,,"€ 369,000369000 €","€ 1,0811081 €",No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7769 - 3500,Flemish Brabant,,,,14m²square meters,,13.95 mmeters,,1075m²square meters,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160298,After signing the deed,Omgeving Kraainem,1989,Good,2,1,2,Isolated,,,35m²square meters,,Hyper equipped,18m²square meters,5,20m²square meters,15m²square meters,12m²square meters,8m²square meters,,2,2,Yes,,No,,269m²square meters,Yes,Yes,No,Yes,No,213 kWh/m²kilowatt hour per square meters,C,??????????????????????????????????????????????????20201028-0002330325-RES-1,Not specified,Not specified,Gas,Yes,"€ 595,000595000 €","€ 2,5012501 €",No,"Wezembeeklaan, 120 1950- Kraainem",http://www.keystones.be,4970580,Flemish Brabant,,,,17m²square meters,Yes,7 mmeters,Connected,,,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161823,After signing the deed,,1951,As new,3,6,5,Urban,,220m²square meters,40m²square meters,,Hyper equipped,8m²square meters,1,25m²square meters,,,,,2,2,,,No,,376m²square meters,Yes,,,,,319 kWh/m²kilowatt hour per square meters,D,0002692187,Not specified,Not specified,,,"€ 395,000395000 €",€ 914914 €,Yes,Brusselbaan 110 1790- Affligem,http://www.immoaccenta.be,4969073,Flemish Brabant,,6 m,,,,7.8 mmeters,Connected,200m²square meters,80m²square meters,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,No,115m²square meters,,,,115m²square meters,,,,,,,,,,,,,,,,,,,,,,
9438942,After signing the deed,Brabant flamand,1936,Good,2,,,"Living area (residential, urban or rural)",Link to the virtual visit,157m²square meters,31m²square meters,,USA installed,28m²square meters,3,13m²square meters,16m²square meters,30m²square meters,,,1,1,Yes,,No,,280m²square meters,Yes,,,,,670 kWh/m²kilowatt hour per square meters,F,20210629-00243561-res-1,Not specified,Not specified,Gas,Yes,"€ 349,000349000 €",€ 575575 €,No,Rue Eugène Toussaint 65 1090- Jette,http://www.jetimmo.be,4367956,Flemish Brabant,,,1,,,,Connected,200m²square meters,20m²square meters,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006858,After signing the deed,,1946,To be done up,2,1,,,,161m²square meters,26m²square meters,,Semi equipped,17m²square meters,5,29m²square meters,16m²square meters,16m²square meters,11m²square meters,10m²square meters,1,2,,,No,,125m²square meters,Yes,,,,,469 kWh/m²kilowatt hour per square meters,E,0002624009-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 335,000335000 €",€ 704704 €,No,Mechelsestraat 20 1840- Londerzeel,http://www.immolachat.be,1493 - 1939,Flemish Brabant,,,,,,8.3 mmeters,,,,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10096519,After signing the deed,Brabant flamand,1965,As new,2,,,"Living area (residential, urban or rural)",Link to the virtual visit,150m²square meters,40m²square meters,,Installed,12m²square meters,3,8m²square meters,12m²square meters,15m²square meters,,,1,2,,18m²square meters,No,,147m²square meters,,Yes,,,,265 kWh/m²kilowatt hour per square meters,C,20220902-0002666870-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 375,000375000 €",€ 994994 €,No,Meeuwenlaan 4 1800- Vilvoorde,http://www.urban-concept.be,4874435,Flemish Brabant,January 1 2023 - 12:00 AM,,,,,,,45m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
9915791,After signing the deed,,1935,Good,3,1,,Urban,Link to the virtual visit,125m²square meters,26m²square meters,,Installed,9m²square meters,3,18m²square meters,18m²square meters,10m²square meters,,,1,2,,25m²square meters,,,305m²square meters,,Yes,,,,596 kWh/m²kilowatt hour per square meters,F,2603686,Not specified,Not specified,Gas,Yes,"€ 379,000379000 €",€ 607607 €,No,Astridlaan 1 1700- Dilbeek,http://www.living-stone.be,4758275,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9763047,After signing the deed,Brabant flamand,1890,To be done up,3,,,"Living area (residential, urban or rural)",Link to the virtual visit,181m²square meters,32m²square meters,Yes,Hyper equipped,13m²square meters,3,12m²square meters,16m²square meters,16m²square meters,,,2,2,Yes,30m²square meters,,,328m²square meters,,,,,,454 kWh/m²kilowatt hour per square meters,E,20211216-000251156-RES-17,Not specified,Not specified,Gas,Yes,"€ 449,000449000 €","€ 1,6531653 €",No,Av.de la Brise 46 1020- Bruxelles,http://www.urban-concept.be,4664749,Flemish Brabant,,,1,8m²square meters,,,,210m²square meters,40m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
10117981,After signing the deed,,1956,To be done up,2,2,1,,,183m²square meters,,,Semi equipped,,4,,,,,,1,2,,,No,,201m²square meters,,Yes,,,,255 kWh/m²kilowatt hour per square meters,C,20211001-0002471337-RES-1,Not specified,Not specified,Gas,Yes,"€ 465,000465000 €",€ 862862 €,No,Mechelsesteenweg 382 3020- Herent,http://www.immolivit.be,1995723 - 2398,Flemish Brabant,,,,,,,,,,,,,Non flood zone,1,South East,No,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9896426,After signing the deed,Vlaams-Brabant Noorden,1990,As new,2,1,,Urban,,216m²square meters,38m²square meters,,USA installed,8m²square meters,5,24m²square meters,8m²square meters,11m²square meters,21m²square meters,20m²square meters,2,2,,,No,,730m²square meters,Yes,,,,,184 kWh/m²kilowatt hour per square meters,B,20130326-0001337000-00000002-4,Not specified,Not specified,Gas,Yes,"€ 383,000383000 €",€ 389389 €,No,Parklaan 59/1 1930- Zaventem,http://www.century21zaventem.be,4747512,Flemish Brabant,,,1,,,,Connected,,,,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Mixed living area (accommodation &amp; economic activities),,,,577m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10025551,After signing the deed,,2009,Good,4,2,3,,,140m²square meters,46m²square meters,,Hyper equipped,,2,,,,,,1,2,,,No,,426m²square meters,,,,,,133 kWh/m²kilowatt hour per square meters,B,2274344,Not specified,Not specified,Gas,Yes,"€ 410,000410000 €","€ 1,2531253 €",No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7529 - 3485,Flemish Brabant,,,,,,15.7 mmeters,,,15m²square meters,,,,,,East,No,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076028,After signing the deed,Est de Bruxelles + VL,1932,Good,2,,,Countryside,,205m²square meters,20m²square meters,Yes,USA hyper equipped,,5,19m²square meters,18m²square meters,14m²square meters,19m²square meters,15m²square meters,2,2,Yes,,No,,135m²square meters,No,,,,,274 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,,"€ 575,000575000 €",€ 599599 €,No,"Val des Seigneurs, 9a 1150- Woluwe-St-Pierre",http://www.sorimo.be,4878313,Flemish Brabant,October 31 2022 - 12:00 AM,,1,9m²square meters,Yes,,,,20m²square meters,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113217,After signing the deed,,1971,As new,4,2,4,,,220m²square meters,47m²square meters,,Installed,15m²square meters,4,30m²square meters,13m²square meters,13m²square meters,12m²square meters,,2,2,Yes,,No,,422m²square meters,Yes,,,,,158 kWh/m²kilowatt hour per square meters,B,Certificaat-20220719-0002643240-RES-1.pdf,Not specified,Not specified,Gas,Yes,"€ 595,000595000 €","€ 2,1762176 €",No,Meyskensstraat 222 1780- Wemmel,http://www.structura.be,1783555 - 2022/254/M,Flemish Brabant,,,,15m²square meters,,15.6 mmeters,,,100m²square meters,Yes,,Yes,Non flood zone,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,"Living area (residential, urban or rural)",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10137914,After signing the deed,,1971,As new,4,2,4,,,220m²square meters,47m²square meters,,Installed,15m²square meters,4,30m²square meters,13m²square meters,13m²square meters,12m²square meters,,2,2,Yes,,No,,422m²square meters,Yes,,,,,158 kWh/m²kilowatt hour per square meters,B,Certificaat-20220719-0002643240-RES-1.pdf,Not specified,Not specified,Gas,Yes,"€ 595,000595000 €","€ 2,1762176 €",No,Meyskensstraat 222 1780- Wemmel,http://www.structura.be,1783635 - 2022/254/M,Flemish Brabant,,,,15m²square meters,,15.6 mmeters,,,100m²square meters,Yes,,Yes,Non flood zone,,,No,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,"Living area (residential, urban or rural)",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9696647,After signing the deed,,1996,As new,3,1,2,"Living area (residential, urban or rural)",Link to the virtual visit,403m²square meters,52m²square meters,,Hyper equipped,21m²square meters,6,14m²square meters,14m²square meters,13m²square meters,26m²square meters,33m²square meters,1,2,Yes,,No,,564m²square meters,No,,No,,Yes,141 kWh/m²kilowatt hour per square meters,B,20211214-0002509620-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 598,000598000 €","€ 1,5581558 €",No,Veemarkt 14 3300- Tienen,http://www.living-stone.be,4619716,Flemish Brabant,,,1,26m²square meters,,,Connected,,60m²square meters,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,Yes,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10107766,After signing the deed,Est de Bruxelles + VL,1966,To renovate,4,1,1,"Living area (residential, urban or rural)",Link to the virtual visit,190m²square meters,36m²square meters,,Installed,15m²square meters,3,18m²square meters,12m²square meters,12m²square meters,,,2,3,,,No,,709m²square meters,No,Yes,,,,322 kWh/m²kilowatt hour per square meters,D,20211028-0002484965-RES-1,Not specified,Not specified,Gas,Yes,"€ 645,000645000 €","€ 2,9002900 €",No,"Val des Seigneurs, 9a 1150- Woluwe-St-Pierre",http://www.sorimo.be,4928844,Flemish Brabant,October 31 2022 - 12:00 AM,,1,,,,,350m²square meters,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10052805,After signing the deed,Bruxelles nord,2016,Good,2,1,4,Urban,Link to the virtual visit,200m²square meters,25m²square meters,Yes,USA hyper equipped,15m²square meters,3,13m²square meters,17m²square meters,14m²square meters,,,2,4,Yes,,No,,260m²square meters,Yes,,No,Yes,No,83 kWh/m²kilowatt hour per square meters,A,A,58 kg CO₂/m²,Not specified,Gas,Yes,"€ 780,000780000 €","€ 3,0693069 €",Yes,Fonteinstraat 11 bus 001 1640- St Genesius Rode,,4863816,Flemish Brabant,October 1 2022 - 12:00 AM,,,180m²square meters,Yes,6 mmeters,Connected,85m²square meters,12m²square meters,No,Yes,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,Yes,,,,,,Yes,,,No,,Mixed living area (accommodation &amp; economic activities),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091243,After signing the deed,Bruxelles,1980,Good,4,2,10,"Living area (residential, urban or rural)",Link to the virtual visit,350m²square meters,,,Semi equipped,,3,13m²square meters,12m²square meters,14m²square meters,,,1,1,,,No,,1724m²square meters,No,Yes,,,,780 kWh/m²kilowatt hour per square meters,F,Not specified,780 kg CO₂/m²,Not specified,Gas,,"€ 695,000695000 €","€ 5,1805180 €",Yes,"Avenue des Cerisiers, 95 1200- Woluwe-St-Lambert",http://www.immoabita.be,4900787,Flemish Brabant,January 1 2023 - 12:00 AM,,1,,,,,1400m²square meters,,,,,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082532,After signing the deed,Est de Bruxelles + VL,1940,Good,3,1,2,Countryside,Link to the virtual visit,200m²square meters,29m²square meters,Yes,Hyper equipped,14m²square meters,5,17m²square meters,14m²square meters,10m²square meters,10m²square meters,16m²square meters,2,3,,,No,,360m²square meters,,,No,,No,480 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,Gas,Yes,"€ 795,000795000 €","€ 1,5191519 €",No,"Val des Seigneurs, 9a 1150- Woluwe-St-Pierre",http://www.sorimo.be,4896529,Flemish Brabant,July 31 2022 - 12:00 AM,,2,,,,,150m²square meters,11m²square meters,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128557,After signing the deed,,2010,Good,4,1,3,,,258m²square meters,26m²square meters,,USA hyper equipped,,5,,,,,,2,2,Yes,,No,,1120m²square meters,Yes,,,,,115 kWh/m²kilowatt hour per square meters,B,20220916-0002676067-RES-1,Not specified,Not specified,Gas,Yes,"€ 785,000785000 €","€ 1,8161816 €",No,Bierbeekstraat 82 3052- Blanden,http://www.immoschroeven.be,2042 - 600,Flemish Brabant,,,,14m²square meters,,38.29 mmeters,,,,,,,Non flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
9876934,After signing the deed,R Schaerbeek,1965,Good,3,1,2,Urban,,275m²square meters,46m²square meters,,Semi equipped,15m²square meters,6,16m²square meters,14m²square meters,12m²square meters,9m²square meters,9m²square meters,2,2,Yes,,No,,413m²square meters,Yes,,No,Yes,No,262 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 945,000945000 €",,No,Bld. Brand Whitlock 108 1200- Woluwe-Saint-Lambert,,4737238,Flemish Brabant,December 15 2022 - 12:00 AM,8 m,1,,Yes,,Connected,250m²square meters,25m²square meters,No,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130217,After signing the deed,,1990,Good,4,2,7,Urban,Link to the virtual visit,450m²square meters,25m²square meters,Yes,USA installed,21m²square meters,6,41m²square meters,14m²square meters,16m²square meters,12m²square meters,13m²square meters,4,5,,,,,873m²square meters,No,Yes,No,Yes,No,172 kWh/m²kilowatt hour per square meters,B,20220726-0002645657-RES-1,1569 kg CO₂/m²,Not specified,Gas,Yes,"€ 1,400,0001400000 €","€ 6,3636363 €",No,Avenue Baron Albert d'Huart 130 1950- Kraainem,http://www.latouretpetit.be,4906594,Flemish Brabant,,,4,,,,,550m²square meters,,Yes,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146157,After signing the deed,,1969,As new,3,1,,,,105m²square meters,20m²square meters,,Hyper equipped,,2,,,,,,1,2,,,No,,71m²square meters,Yes,,,,,234 kWh/m²kilowatt hour per square meters,C,20220921-0002671641-RES-1,1000 kg CO₂/m²,Not specified,Gas,Yes,"€ 235,000235000 €",,No,Rue Reine Astrid 26 1473- Glabais,http://www.immofast.be,1092 - 432,Flemish Brabant,,,,,,4.28 mmeters,,14m²square meters,,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
